disp_id,client_id,account_id,type
D00000833,833.0,A00000695,Owner
D00000834,834.0,A00000696,Owner
D00000835,835.0,A00000697,Owner
D00000836,836.0,A00000697,User
D00000837,837.0,A00000698,Owner
D00000838,838.0,A00000698,User
D00000839,839.0,A00000699,Owner
D00000840,840.0,A00000700,Owner
D00000841,841.0,A00000701,Owner
D00000842,842.0,A00000702,Owner
D00000843,843.0,A00000703,Owner
D00000844,844.0,A00000704,Owner
D00000845,845.0,A00000704,User
D00000846,846.0,A00000705,Owner
D00000847,847.0,A00000706,Owner
D00000849,849.0,A00000708,Owner
D00000850,850.0,A00000709,Owner
D00000851,851.0,A00000710,Owner
D00000852,852.0,A00000710,User
D00000853,853.0,A00000711,Owner
D00000854,854.0,A00000712,Owner
D00000855,855.0,A00000713,Owner
D00000856,856.0,A00000714,Owner
D00000857,857.0,A00000715,Owner
D00000858,858.0,A00000716,Owner
D00000859,859.0,A00000717,Owner
D00000860,860.0,A00000717,User
D00000861,861.0,A00000718,Owner
D00000862,862.0,A00000719,Owner
D00000863,863.0,A00000720,Owner
D00000864,864.0,A00000721,Owner
D00000865,865.0,A00000721,User
D00000866,866.0,A00000722,Owner
D00000870,870.0,A00000725,Owner
D00000871,871.0,A00000726,Owner
D00000872,872.0,A00000727,Owner
D00000873,873.0,A00000728,Owner
D00000874,874.0,A00000729,Owner
D00000875,875.0,A00000729,User
D00000876,876.0,A00000730,Owner
D00000877,877.0,A00000731,Owner
D00000878,878.0,A00000731,User
D00000879,879.0,A00000732,Owner
D00000880,880.0,A00000733,Owner
D00000881,881.0,A00000734,Owner
D00000882,882.0,A00000735,Owner
D00000883,883.0,A00000736,Owner
D00000884,884.0,A00000736,User
D00000885,885.0,A00000737,Owner
D00000886,886.0,A00000738,Owner
D00000887,887.0,A00000739,Owner
D00000888,888.0,A00000740,Owner
D00000889,889.0,A00000741,Owner
D00000890,890.0,A00000742,Owner
D00000891,891.0,A00000743,Owner
D00000892,892.0,A00000744,Owner
D00000893,893.0,A00000745,Owner
D00000894,894.0,A00000746,Owner
D00000895,895.0,A00000747,Owner
D00000896,896.0,A00000748,Owner
D00000897,897.0,A00000748,User
D00000898,898.0,A00000749,Owner
D00000899,899.0,A00000749,User
D00000900,900.0,A00000750,Owner
D00000901,901.0,A00000751,Owner
D00000902,902.0,A00000752,Owner
D00000903,903.0,A00000753,Owner
D00000904,904.0,A00000754,Owner
D00000905,905.0,A00000755,Owner
D00000906,906.0,A00000756,Owner
D00000907,907.0,A00000757,Owner
D00000908,908.0,A00000758,Owner
D00000909,909.0,A00000759,Owner
D00000910,910.0,A00000760,Owner
D00000911,911.0,A00000761,Owner
D00000912,912.0,A00000762,Owner
D00000913,913.0,A00000763,Owner
D00000914,914.0,A00000764,Owner
D00000915,915.0,A00000765,Owner
D00000916,916.0,A00000766,Owner
D00000917,917.0,A00000767,Owner
D00000918,918.0,A00000768,Owner
D00000921,921.0,A00000770,Owner
D00000922,922.0,A00000771,Owner
D00000923,923.0,A00000771,User
D00000924,924.0,A00000772,Owner
D00000925,925.0,A00000773,Owner
D00000926,926.0,A00000774,Owner
D00000927,927.0,A00000775,Owner
D00000928,928.0,A00000776,Owner
D00000929,929.0,A00000777,Owner
D00000930,930.0,A00000778,Owner
D00000931,931.0,A00000779,Owner
D00000932,932.0,A00000780,Owner
D00000933,933.0,A00000781,Owner
D00000934,934.0,A00000781,User
D00000935,935.0,A00000782,Owner
D00000936,936.0,A00000782,User
D00000937,937.0,A00000783,Owner
D00000938,938.0,A00000784,Owner
D00000939,939.0,A00000785,Owner
D00000940,940.0,A00000786,Owner
D00000941,941.0,A00000787,Owner
D00000942,942.0,A00000788,Owner
D00000943,943.0,A00000788,User
D00000944,944.0,A00000789,Owner
D00000945,945.0,A00000789,User
D00000946,946.0,A00000790,Owner
D00000948,948.0,A00000791,Owner
D00000949,949.0,A00000792,Owner
D00000950,950.0,A00000793,Owner
D00000951,951.0,A00000793,User
D00000952,952.0,A00000794,Owner
D00000953,953.0,A00000795,Owner
D00000954,954.0,A00000796,Owner
D00000955,955.0,A00000797,Owner
D00000956,956.0,A00000798,Owner
D00000957,957.0,A00000799,Owner
D00000958,958.0,A00000799,User
D00000959,959.0,A00000800,Owner
D00000960,960.0,A00000801,Owner
D00000961,961.0,A00000802,Owner
D00000962,962.0,A00000803,Owner
D00000963,963.0,A00000804,Owner
D00000964,964.0,A00000805,Owner
D00000965,965.0,A00000806,Owner
D00000966,966.0,A00000806,User
D00000967,967.0,A00000807,Owner
D00000968,968.0,A00000808,Owner
D00000970,970.0,A00000809,Owner
D00000971,971.0,A00000810,Owner
D00000972,972.0,A00000810,User
D00000973,973.0,A00000811,Owner
D00000974,974.0,A00000811,User
D00000975,975.0,A00000812,Owner
D00000976,976.0,A00000813,Owner
D00000977,977.0,A00000814,Owner
D00000978,978.0,A00000815,Owner
D00000979,979.0,A00000815,User
D00000980,980.0,A00000816,Owner
D00000981,981.0,A00000817,Owner
D00000984,984.0,A00000819,Owner
D00000985,985.0,A00000819,User
D00000986,986.0,A00000820,Owner
D00000987,987.0,A00000821,Owner
D00000988,988.0,A00000822,Owner
D00000989,989.0,A00000822,User
D00000990,990.0,A00000823,Owner
D00000991,991.0,A00000824,Owner
D00000992,992.0,A00000825,Owner
D00000993,993.0,A00000826,Owner
D00000994,994.0,A00000827,Owner
D00000995,995.0,A00000827,User
D00000996,996.0,A00000828,Owner
D00000997,997.0,A00000829,Owner
D00000998,998.0,A00000829,User
D00000999,999.0,A00000830,Owner
D00001000,1000.0,A00000830,User
D00001001,1001.0,A00000831,Owner
D00001002,1002.0,A00000832,Owner
D00001003,1003.0,A00000833,Owner
D00001004,1004.0,A00000834,Owner
D00001006,1006.0,A00000836,Owner
D00001007,1007.0,A00000836,User
D00001008,1008.0,A00000837,Owner
D00001009,1009.0,A00000838,Owner
D00001010,1010.0,A00000838,User
D00001011,1011.0,A00000839,Owner
D00001012,1012.0,A00000840,Owner
D00001013,1013.0,A00000840,User
D00001014,1014.0,A00000841,Owner
D00001015,1015.0,A00000842,Owner
D00001016,1016.0,A00000842,User
D00001017,1017.0,A00000843,Owner
D00001018,1018.0,A00000844,Owner
D00001019,1019.0,A00000845,Owner
D00001020,1020.0,A00000846,Owner
D00001021,1021.0,A00000847,Owner
D00001022,1022.0,A00000848,Owner
D00001023,1023.0,A00000849,Owner
D00001024,1024.0,A00000850,Owner
D00001025,1025.0,A00000851,Owner
D00001026,1026.0,A00000852,Owner
D00001027,1027.0,A00000853,Owner
D00001028,1028.0,A00000853,User
D00001029,1029.0,A00000854,Owner
D00001030,1030.0,A00000855,Owner
D00001031,1031.0,A00000856,Owner
D00001032,1032.0,A00000857,Owner
D00001033,1033.0,A00000857,User
D00001034,1034.0,A00000858,Owner
D00001035,1035.0,A00000859,Owner
D00001036,1036.0,A00000859,User
D00001037,1037.0,A00000860,Owner
D00001038,1038.0,A00000861,Owner
D00001039,1039.0,A00000862,Owner
D00001040,1040.0,A00000863,Owner
D00001041,1041.0,A00000864,Owner
D00001042,1042.0,A00000865,Owner
D00001043,1043.0,A00000865,User
D00001044,1044.0,A00000866,Owner
D00001045,1045.0,A00000867,Owner
D00001046,1046.0,A00000868,Owner
D00001047,1047.0,A00000869,Owner
D00001048,1048.0,A00000870,Owner
D00001049,1049.0,A00000871,Owner
D00001050,1050.0,A00000872,Owner
D00001051,1051.0,A00000873,Owner
D00001052,1052.0,A00000874,Owner
D00001053,1053.0,A00000874,User
