date_,stars,reviews,product,district_id
2016-05-04,5,,Eagle National Mortgage,59
2016-06-25,5,,Eagle National Mortgage,36
2016-10-18,5,,Eagle National Mortgage,40
2017-05-25,5,,Eagle National Mortgage,32
2017-10-12,5,,Eagle National Mortgage,32
2017-12-25,5,,Eagle National Mortgage,46
2018-05-21,5,,Eagle National Mortgage,54
2018-07-30,5,,Eagle National Mortgage,57
2018-09-13,5,,Eagle National Mortgage,11
2018-11-16,5,,Eagle National Mortgage,35
2017-12-09,5,,Eagle National Mortgage,70
2013-03-02,5,,Eagle National Mortgage,66
2013-04-04,5,,Eagle National Mortgage,48
2013-07-08,5,,Eagle National Mortgage,64
2013-11-23,5,,Eagle National Mortgage,39
2014-06-26,5,,Eagle National Mortgage,73
2014-09-23,5,,Eagle National Mortgage,66
2015-08-21,5,,Eagle National Mortgage,51
2015-11-24,5,,Eagle National Mortgage,19
2016-03-11,5,,Eagle National Mortgage,2
2016-08-02,5,,Eagle National Mortgage,14
2016-09-14,5,,Eagle National Mortgage,40
2017-02-14,5,,Eagle National Mortgage,2
2017-04-15,5,,Eagle National Mortgage,2
2017-05-16,5,,Eagle National Mortgage,11
2017-07-10,5,,Eagle National Mortgage,45
2017-07-28,5,,Eagle National Mortgage,69
2017-08-01,5,,Eagle National Mortgage,13
2017-08-03,5,,Eagle National Mortgage,59
2017-08-30,5,,Eagle National Mortgage,44
2017-12-13,5,,Eagle National Mortgage,76
2018-01-05,5,,Eagle National Mortgage,34
2018-01-23,5,,Eagle National Mortgage,22
2018-04-11,5,,Eagle National Mortgage,30
2018-05-16,5,,Eagle National Mortgage,10
2018-09-13,5,,Eagle National Mortgage,32
2017-04-10,5,,Eagle National Mortgage,2
2017-04-01,5,,Eagle National Mortgage,18
2013-07-30,5,,Eagle National Mortgage,61
2013-11-08,5,,Eagle National Mortgage,35
2013-11-29,5,,Eagle National Mortgage,39
2014-03-28,5,,Eagle National Mortgage,45
2014-06-23,5,,Eagle National Mortgage,42
2014-07-09,5,,Eagle National Mortgage,49
2014-11-10,5,,Eagle National Mortgage,2
2014-12-01,5,,Eagle National Mortgage,13
2015-04-02,5,,Eagle National Mortgage,43
2015-06-05,5,,Eagle National Mortgage,16
2015-07-13,5,,Eagle National Mortgage,32
2015-11-10,5,,Eagle National Mortgage,19
2015-11-18,5,,Eagle National Mortgage,39
2015-11-19,5,,Eagle National Mortgage,59
2015-12-30,5,,Eagle National Mortgage,59
2016-04-22,5,,Eagle National Mortgage,70
2016-06-20,5,,Eagle National Mortgage,15
2016-07-27,5,,Eagle National Mortgage,65
2016-11-04,5,,Eagle National Mortgage,36
2017-02-01,5,,Eagle National Mortgage,12
2017-06-02,5,,Eagle National Mortgage,75
2017-07-14,5,,Eagle National Mortgage,51
2018-01-12,5,,Eagle National Mortgage,74
2018-11-23,5,,Eagle National Mortgage,70
2018-12-15,5,,Eagle National Mortgage,3
2017-02-12,5,,Eagle National Mortgage,51
2013-03-30,5,,Eagle National Mortgage,10
2013-04-20,5,,Eagle National Mortgage,45
2013-09-11,5,,Eagle National Mortgage,33
2013-11-20,5,,Eagle National Mortgage,70
2014-01-02,5,,Eagle National Mortgage,42
2014-02-06,5,,Eagle National Mortgage,46
2014-02-14,5,,Eagle National Mortgage,62
2014-03-12,5,,Eagle National Mortgage,43
2014-03-18,5,,Eagle National Mortgage,70
2014-03-20,5,,Eagle National Mortgage,5
2014-07-24,5,,Eagle National Mortgage,66
2015-03-18,5,,Eagle National Mortgage,13
2015-09-10,5,,Eagle National Mortgage,73
2015-10-23,5,,Eagle National Mortgage,69
2015-10-31,5,,Eagle National Mortgage,43
2015-12-19,5,,Eagle National Mortgage,62
2016-05-07,5,,Eagle National Mortgage,27
2016-09-27,5,,Eagle National Mortgage,22
2016-11-28,5,,Eagle National Mortgage,59
2017-05-06,5,,Eagle National Mortgage,53
2017-06-08,5,,Eagle National Mortgage,74
2017-08-01,5,,Eagle National Mortgage,48
2017-12-01,5,,Eagle National Mortgage,16
2018-03-20,5,,Eagle National Mortgage,69
2018-08-14,5,,Eagle National Mortgage,19
2013-12-04,5,,Eagle National Mortgage,11
2014-01-11,5,,Eagle National Mortgage,29
2014-03-15,5,,Eagle National Mortgage,69
2014-04-07,5,,Eagle National Mortgage,4
2014-04-15,5,,Eagle National Mortgage,11
2014-05-19,5,,Eagle National Mortgage,27
2014-09-29,5,,Eagle National Mortgage,60
2014-10-09,5,,Eagle National Mortgage,73
2014-12-24,5,,Eagle National Mortgage,3
2015-08-06,5,,Eagle National Mortgage,24
2015-10-12,5,,Eagle National Mortgage,43
2015-10-21,5,,Eagle National Mortgage,31
2015-11-07,5,,Eagle National Mortgage,4
2015-11-20,5,,Eagle National Mortgage,46
2016-03-17,5,,Eagle National Mortgage,50
2016-04-19,5,,Eagle National Mortgage,31
2016-06-25,5,,Eagle National Mortgage,76
2016-09-15,5,,Eagle National Mortgage,5
2016-10-31,5,,Eagle National Mortgage,36
2017-04-15,5,,Eagle National Mortgage,14
2018-01-02,5,,Eagle National Mortgage,3
2018-11-08,5,,Eagle National Mortgage,15
2018-11-10,5,,Eagle National Mortgage,5
2018-11-21,5,,Eagle National Mortgage,60
2018-12-13,5,,Eagle National Mortgage,6
2013-04-04,5,,Eagle National Mortgage,48
2013-10-25,5,,Eagle National Mortgage,66
2014-02-04,5,,Eagle National Mortgage,9
2014-03-29,5,,Eagle National Mortgage,32
2014-06-26,5,,Eagle National Mortgage,46
2014-09-10,5,,Eagle National Mortgage,51
2014-10-10,5,,Eagle National Mortgage,25
2015-01-13,5,,Eagle National Mortgage,23
2015-03-14,5,,Eagle National Mortgage,31
2015-07-21,5,,Eagle National Mortgage,34
2015-08-06,5,,Eagle National Mortgage,74
2015-10-17,5,,Eagle National Mortgage,21
2015-12-26,5,,Eagle National Mortgage,48
2016-02-09,5,,Eagle National Mortgage,40
2016-03-15,5,,Eagle National Mortgage,54
2016-03-28,5,,Eagle National Mortgage,65
2016-05-27,5,,Eagle National Mortgage,77
2016-06-23,5,,Eagle National Mortgage,10
2016-07-16,5,,Eagle National Mortgage,68
2016-09-23,5,,Eagle National Mortgage,75
2017-01-10,5,,Eagle National Mortgage,28
2017-07-22,5,,Eagle National Mortgage,42
2018-01-18,5,,Eagle National Mortgage,45
2018-03-12,5,,Eagle National Mortgage,27
2018-08-10,5,,Eagle National Mortgage,40
2017-12-09,5,,Eagle National Mortgage,38
2013-02-06,5,,Eagle National Mortgage,24
2013-09-10,5,,Eagle National Mortgage,11
2013-10-14,5,,Eagle National Mortgage,64
2014-03-13,5,,Eagle National Mortgage,55
2014-06-03,5,,Eagle National Mortgage,19
2014-07-03,5,,Eagle National Mortgage,29
2014-08-23,5,,Eagle National Mortgage,42
2014-11-20,5,,Eagle National Mortgage,76
2014-11-21,5,,Eagle National Mortgage,10
2015-01-29,5,,Eagle National Mortgage,62
2015-03-25,5,,Eagle National Mortgage,43
2015-05-23,5,,Eagle National Mortgage,34
2016-04-06,5,,Eagle National Mortgage,61
2016-04-26,5,,Eagle National Mortgage,12
2016-07-04,5,,Eagle National Mortgage,65
2016-07-30,5,,Eagle National Mortgage,21
2016-11-14,5,,Eagle National Mortgage,57
2016-12-13,5,,Eagle National Mortgage,75
2017-05-13,5,,Eagle National Mortgage,50
2017-08-16,1,,Eagle National Mortgage,30
2017-09-06,1,,Eagle National Mortgage,47
2018-05-01,1,,Eagle National Mortgage,74
2018-05-03,2,,Eagle National Mortgage,4
2018-08-29,1,,Eagle National Mortgage,50
2018-09-04,1,,Eagle National Mortgage,16
2013-04-10,1,,Eagle National Mortgage,4
2013-07-22,1,,Eagle National Mortgage,24
2013-09-20,1,,Eagle National Mortgage,15
2014-01-02,1,,Eagle National Mortgage,56
2014-02-07,1,,Eagle National Mortgage,13
2014-02-11,1,,Eagle National Mortgage,68
2014-03-20,1,,Eagle National Mortgage,76
2014-05-27,1,,Eagle National Mortgage,60
2014-07-17,1,,Eagle National Mortgage,15
2014-09-11,1,,Eagle National Mortgage,9
2014-09-17,1,,Eagle National Mortgage,72
2014-11-22,1,,Eagle National Mortgage,59
2015-02-05,1,,Eagle National Mortgage,9
2015-12-30,1,,Eagle National Mortgage,63
2016-11-21,1,,Eagle National Mortgage,60
2017-03-14,5,,Eagle National Bank,39
2018-04-23,5,,Eagle National Bank,7
2018-07-31,5,,Eagle National Bank,6
2018-09-11,5,,Eagle National Bank,50
2019-02-22,5,,Eagle National Bank,70
2019-03-27,5,,Eagle National Bank,50
2019-04-27,5,,Eagle National Bank,63
2019-06-21,5,,Eagle National Bank,60
2019-10-11,5,,Eagle National Bank,40
2019-11-02,5,,Eagle National Bank,56
2013-09-02,5,,Eagle National Bank,76
2013-10-07,5,,Eagle National Bank,5
2014-01-13,5,,Eagle National Bank,16
2014-02-25,5,,Eagle National Bank,44
2015-12-04,5,,Eagle National Bank,4
2016-01-09,5,,Eagle National Bank,50
2016-06-27,5,,Eagle National Bank,29
2016-07-01,5,,Eagle National Bank,77
2016-08-18,5,,Eagle National Bank,55
2016-09-06,5,,Eagle National Bank,71
2016-09-28,5,,Eagle National Bank,50
2016-10-29,5,,Eagle National Bank,13
2017-07-29,5,,Eagle National Bank,25
2017-10-14,5,,Eagle National Bank,64
2017-11-07,5,,Eagle National Bank,1
2018-02-17,5,,Eagle National Bank,33
2018-02-20,5,,Eagle National Bank,67
2018-05-02,5,,Eagle National Bank,1
2018-05-05,5,,Eagle National Bank,35
2018-06-06,5,,Eagle National Bank,67
2018-06-22,5,,Eagle National Bank,44
2018-07-05,5,,Eagle National Bank,47
2018-08-07,5,,Eagle National Bank,22
2018-11-26,5,,Eagle National Bank,5
2019-10-03,5,,Eagle National Bank,1
2013-09-09,5,,Eagle National Bank,37
2014-03-15,5,,Eagle National Bank,28
2014-07-09,5,,Eagle National Bank,57
2014-07-19,5,,Eagle National Bank,28
2015-02-12,5,,Eagle National Bank,77
2015-06-19,5,,Eagle National Bank,47
2015-09-07,5,,Eagle National Bank,64
2016-10-31,5,,Eagle National Bank,37
2016-11-23,5,,Eagle National Bank,49
2017-01-05,5,,Eagle National Bank,39
2017-01-18,5,,Eagle National Bank,43
2017-06-14,5,,Eagle National Bank,20
2017-12-20,5,,Eagle National Bank,32
2018-01-20,5,,Eagle National Bank,73
2018-03-12,5,,Eagle National Bank,38
2018-04-07,5,,Eagle National Bank,61
2018-09-27,5,,Eagle National Bank,54
2018-10-15,5,,Eagle National Bank,4
2018-10-25,5,,Eagle National Bank,2
2018-11-15,5,,Eagle National Bank,50
2019-01-07,5,,Eagle National Bank,29
2019-01-18,5,,Eagle National Bank,32
2019-08-16,5,,Eagle National Bank,20
2019-10-17,5,,Eagle National Bank,3
2019-12-19,5,,Eagle National Bank,60
2013-09-07,5,,Eagle National Bank,15
2013-10-26,5,,Eagle National Bank,66
2014-02-01,5,,Eagle National Bank,43
2014-05-10,5,,Eagle National Bank,57
2014-06-07,5,,Eagle National Bank,75
2014-08-26,5,,Eagle National Bank,71
2015-01-15,5,,Eagle National Bank,40
2015-02-02,5,,Eagle National Bank,53
2015-06-15,5,,Eagle National Bank,36
2015-07-09,5,,Eagle National Bank,53
2015-08-01,1,,Eagle National Bank,60
2015-10-16,1,,Eagle National Bank,18
2015-11-28,1,,Eagle National Bank,13
2016-06-22,1,,Eagle National Bank,20
2016-07-05,1,,Eagle National Bank,8
2017-08-16,1,,Eagle National Bank,6
2017-12-28,1,,Eagle National Bank,68
2018-01-27,1,,Eagle National Bank,73
2018-08-14,1,,Eagle National Bank,33
2018-09-26,1,,Eagle National Bank,9
2019-03-08,1,,Eagle National Bank,69
2019-06-08,1,,Eagle National Bank,66
2019-06-12,1,,Eagle National Bank,77
2019-11-18,1,,Eagle National Bank,40
