PropertyID,PropType,taxkey,Address,CondoProject,District,nbhd,Style,Extwall,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
861629,Residential,1430544100,8251 W ACACIA ST,,9,0480,Ranch,Aluminum/Vinyl,1,1958,5,998,1,3,2,0,"7,913",12/18/2020,"$180,000"
854287,Residential,1430555000,8150 W ACACIA ST,,9,0480,Ranch,Brick,1,1957,5,"1,055",1,3,1,0,"7,200",7/14/2020,"$142,000"
863350,Residential,1430556000,8142 W ACACIA ST,,9,0480,Ranch,Aluminum/Vinyl,1,1957,5,954,1,3,1,1,"7,200",12/2/2020,"$162,000"
848123,Residential,1430599000,8219 W DAPHNE ST,,9,0480,Ranch,Brick,1,1957,6,"1,282",1,3,1,0,"7,800",1/24/2020,"$142,000"
853283,Residential,1430641000,6660 N 83RD ST,,9,0480,Ranch,Masonry/Frame,1,1960,6,"1,483",1,3,1,1,"8,256",6/12/2020,"$178,000"
861571,Residential,1430647000,6480 N 81ST ST,,9,0480,Ranch,Brick,1,1957,5,998,1,3,1,0,"7,200",12/4/2020,"$114,900"
863017,Residential,1430676000,6531 N 80TH ST,,9,0480,Ranch,Asphalt/Other,1,1957,5,864,1,3,1,0,"7,200",12/17/2020,"$164,000"
860002,Residential,1430703000,6659 N 80TH ST,,9,0480,Ranch,Aluminum/Vinyl,1,1959,6,"1,036",1,3,2,0,"7,200",10/16/2020,"$184,900"
858593,Residential,1430707000,8246 W CASPER ST,,9,0480,Ranch,Wood,1,1957,5,"1,039",1,3,1,0,"7,440",10/7/2020,"$160,000"
856011,Residential,1430707000,8246 W CASPER ST,,9,0480,Ranch,Wood,1,1957,5,"1,039",1,3,1,0,"7,440",8/13/2020,"$126,000"
862312,Residential,1430713000,8200 W CASPER ST,,9,0480,Ranch,Brick,1,1957,5,"1,056",1,3,1,0,"7,440",12/30/2020,"$128,000"
861796,Residential,1430720000,8026 W CASPER ST,,9,0480,Ranch,Aluminum/Vinyl,1,1958,5,966,1,3,1,0,"7,200",12/21/2020,"$135,000"
852139,Residential,1430726000,8019 W GREEN TREE RD,,9,0480,Ranch,Brick,1,1958,5,"1,179",1,3,1,1,"7,440",5/13/2020,"$128,000"
860812,Residential,1430727000,8029 W GREEN TREE RD,,9,0480,Ranch,Aluminum/Vinyl,1,1958,5,969,1,3,1,1,"7,320",11/30/2020,"$102,500"
848104,Residential,1430843000,6715 N 90TH ST,,9,0480,Ranch,Masonry/Frame,1,1956,5,"1,162",1,3,1,0,"8,280",1/24/2020,"$147,200"
855590,Residential,1430844000,6705 N 90TH ST,,9,0480,Ranch,Aluminum/Vinyl,1,1957,5,"1,067",1,3,1,1,"8,280",4/30/2020,"$162,000"
858121,Residential,1439994111,6403-6405 N 89TH ST,,9,0480,Duplex N/S,Aluminum/Vinyl,2,1967,10,"2,091",2,6,2,0,"6,832",10/15/2020,"$125,019"
851786,Lg Apartment,1439996110,6408 N 91ST ST,,9,6870,AP3 (Conventional Apt with 12-20 Units),Brick,2,1972,NULL,"17,670",12,NULL,0,0,"21,929",4/30/2020,"$720,000"
849064,Residential,1440001000,6401 N 94TH ST,,2,0480,Ranch,Aluminum/Vinyl,1,1972,5,"1,343",1,3,2,0,"15,237",2/25/2020,"$166,000"
848630,Residential,1440183000,6641 N 94TH ST,,2,0480,Colonial,Aluminum/Vinyl,2,2001,10,"3,055",1,4,3,0,"9,694",6/3/2020,"$310,000"
853923,Residential,1440198000,9334 W RYAN CT,,2,0480,Colonial,Aluminum/Vinyl,2,2001,8,"2,304",1,4,2,1,"11,402",6/29/2020,"$299,900"
853269,Residential,1440217000,9114 W RIVERWOODS DR,,2,0480,Colonial,Aluminum/Vinyl,2,2002,9,"2,448",1,4,2,1,"9,865",6/3/2020,"$300,000"
851774,Residential,1440222000,9300 W RIVERWOODS DR,,2,0480,Ranch,Aluminum/Vinyl,1,2002,7,"1,934",1,3,3,0,"10,733",5/1/2020,"$320,000"
851214,Residential,1440232000,9309 W RIVERWOODS DR,,2,0480,Colonial,Aluminum/Vinyl,2,2002,10,"3,030",1,4,2,1,"10,193",4/9/2020,"$315,000"
852071,Residential,1449992000,6457 N 91ST ST,,2,0480,Ranch,Brick,1,1956,5,"1,072",1,3,2,0,"23,000",4/17/2020,"$146,500"
860612,Residential,1450038000,10123-10125 W KIEHNAU AV,,2,0820,Townhouse,Aluminum/Vinyl,2,1969,12,"2,749",2,6,2,2,"10,192",11/24/2020,"$169,000"
859229,Condominium,1450360000,6651 N BOURBON ST,ROYAL ORLEANS,5,5140,Condo Townhouse,,2,1972,5,"1,122",1,3,1,1,1,10/26/2020,"$37,000"
861056,Condominium,1450451000,"6626 N BOURBON ST, Unit 1",ROYAL ORLEANS ADDITION,2,5150,Low Rise 1-3 Stories,,1,1971,4,780,1,2,1,0,1,11/25/2020,"$34,500"
852578,Condominium,1450499000,9990 W FOND DU LAC AV,MAIN WEST,5,5160,Condo Townhouse,,2,1973,5,"1,170",1,3,1,1,1,5/18/2020,"$32,250"
854975,Condominium,1450520000,10048 W FOND DU LAC AV,MAIN WEST,5,5160,Condo Townhouse,,2,1973,5,"1,170",1,3,1,1,1,7/10/2020,"$24,000"
854429,Residential,1450532000,10011 W GREEN TREE RD,,5,0440,Colonial,Aluminum/Vinyl,2,1978,8,"2,011",1,4,2,1,"21,127",7/17/2020,"$242,400"
862903,Residential,1450569000,10434-10436 W KIEHNAU AV,,2,0820,Townhouse,Aluminum/Vinyl,2,1980,10,"2,402",2,6,2,2,"7,683",12/30/2020,"$125,000"
863082,Residential,1450586000,10419-10421 W KIEHNAU AV,,2,0820,Townhouse,Aluminum/Vinyl,2,1980,10,"2,402",2,6,2,2,"7,311",10/6/2020,"$150,000"
859047,Residential,1450607000,6562 N 106TH ST,,2,0820,Townhouse,Aluminum/Vinyl,2,1982,10,"2,402",2,6,2,2,"10,320",10/23/2020,"$125,000"
858253,Residential,1450625000,10119 W JONEN ST,,2,0820,Ranch,Aluminum/Vinyl,1,1980,5,950,1,3,1,0,"11,160",10/1/2020,"$124,300"
857470,Residential,1450651000,6432 N 103RD CT,,2,0820,Bi-Level,Aluminum/Vinyl,1,1994,6,"1,593",1,3,2,0,"9,468",9/11/2020,"$165,000"
857625,Residential,1450662000,10411 W JONEN ST,,2,0820,Ranch,Aluminum/Vinyl,1,1995,5,"1,104",1,3,1,1,"7,200",9/22/2020,"$140,000"
857941,Residential,1450669000,6429 N 104TH ST,,2,0820,Bi-Level,Aluminum/Vinyl,1,1992,6,"1,453",1,3,2,0,"8,512",9/11/2020,"$146,000"
860903,Residential,1450692000,6435 N 105TH ST,,2,0820,Townhouse,Aluminum/Vinyl,2,1983,10,"2,504",2,6,2,2,"7,500",12/7/2020,"$162,500"
851921,Residential,1450774000,6543 N 106TH ST,,5,0820,Bi-Level,Aluminum/Vinyl,1,1993,6,"1,877",1,4,3,0,"12,779",3/30/2020,"$220,000"
859394,Residential,1460107000,10741 W GREEN TREE RD,,5,0800,Ranch,Prem Wood,1,1997,6,"1,919",1,3,2,0,"12,008",10/20/2020,"$308,500"
861201,Residential,1460143000,6810 N 112TH CT,,5,0800,Tudor,Prem Wood,1.5,2001,7,"2,533",1,3,2,1,"13,770",11/30/2020,"$383,014"
849543,Residential,1460144000,6820 N 112TH CT,,5,0800,Colonial,Prem Wood,2,1998,9,"3,471",1,3,3,1,"19,824",3/20/2020,"$380,000"
851560,Residential,1460214000,11038 W HERITAGE DR,,5,0800,Ranch,Prem Wood,1,2002,8,"3,490",1,3,2,1,"12,869",3/30/2020,"$315,000"
859392,Residential,1460228000,11135 W HERITAGE DR,,5,0800,Colonial,Fiber Cement/Hardiplank,2,2004,10,"2,480",1,4,2,1,"14,445",9/15/2020,"$371,100"
856122,Residential,1460241000,6704 N 108TH ST,,5,0800,Ranch,Prem Wood,1,2003,6,"2,233",1,3,2,1,"13,935",8/21/2020,"$240,000"
866004,Residential,1460272000,11212 W SANCTUARY DR,,5,0800,Ranch,Fiber Cement/Hardiplank,1,2005,7,"2,172",1,3,3,0,"13,500",9/9/2020,"$360,000"
857049,Residential,1460292000,6700 N 114TH ST,,5,0800,Ranch,Aluminum/Vinyl,1,1965,7,"1,539",1,3,2,0,"17,887",9/4/2020,"$197,000"
857558,Residential,1460309000,11225 W MEADOWCREEK DR,,5,0800,Colonial,Fiber Cement/Hardiplank,2,2007,10,"2,742",1,4,2,1,"12,833",9/28/2020,"$380,000"
857850,Condominium,1470004000,"11910 W MILL RD, Unit 4",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,7/29/2020,"$85,000"
862997,Condominium,1470010000,"11910 W MILL RD, Unit 10",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,12/21/2020,"$105,000"
849558,Condominium,1470036000,"11926 W MILL RD, Unit 11",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,2/27/2020,"$106,500"
862095,Condominium,1470044000,"11926 W MILL RD, Unit 19",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,1,1971,3,625,1,1,1,0,1,12/22/2020,"$50,000"
857264,Condominium,1470077000,"11946 W MILL RD, Unit 2",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,1,1971,4,865,1,2,1,1,1,9/18/2020,"$87,000"
856534,Condominium,1470135000,"11957 W APPLETON AV, Unit 10",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,8/24/2020,"$111,500"
853238,Condominium,1470152000,"11947 W APPLETON AV, Unit 2",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,1,1971,4,865,1,2,1,1,1,6/18/2020,"$119,900"
860484,Condominium,1470179000,"11937 W APPLETON AV, Unit 4",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,10/29/2020,"$117,500"
852605,Condominium,1470186000,"11937 W APPLETON AV, Unit 11",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,5/20/2020,"$114,900"
852572,Condominium,1470187000,"11937 W APPLETON AV, Unit 12",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,1,1971,3,625,1,1,1,0,1,6/3/2020,"$48,000"
856063,Condominium,1470204000,"11927 W APPLETON AV, Unit 4",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,5/28/2020,"$100,000"
859736,Condominium,1470220000,"11927 W APPLETON AV, Unit 20",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,1,1971,4,865,1,2,1,1,1,11/5/2020,"$76,900"
857378,Condominium,1470224000,"11927 W APPLETON AV, Unit 24",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,1,1971,3,625,1,1,1,0,1,9/17/2020,"$53,900"
856057,Condominium,1470225000,"11927 W APPLETON AV, Unit 25",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,1,1971,4,865,1,2,1,1,1,8/21/2020,"$93,000"
864786,Condominium,1470233000,"11917 W APPLETON AV, Unit 8",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,1,1971,4,865,1,2,1,1,1,11/6/2020,"$88,000"
857935,Condominium,1470234000,"11917 W APPLETON AV, Unit 9",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,9/29/2020,"$120,000"
851000,Condominium,1470253000,"11907 W APPLETON AV, Unit 3",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,4/3/2020,"$112,500"
853611,Condominium,1470266000,"11907 W APPLETON AV, Unit 16",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,6/19/2020,"$109,000"
861011,Condominium,1470271000,"11907 W APPLETON AV, Unit 21",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,10/16/2020,"$116,000"
847833,Condominium,1470282000,"11901 W APPLETON AV, Unit 7",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,1,1971,3,625,1,1,1,0,1,1/8/2020,"$39,900"
861308,Condominium,1470285000,"11901 W APPLETON AV, Unit 10",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,2,1971,4,"1,056",1,2,1,1,1,12/9/2020,"$107,000"
848848,Condominium,1470299000,"11901 W APPLETON AV, Unit 24",MILL VALLEY,5,5170,Low Rise 1-3 Stories,,1,1971,3,625,1,1,1,0,1,2/14/2020,"$54,900"
859240,Residential,1480004000,6033 N RIVER TRAIL DR,,5,0780,Ranch,Aluminum/Vinyl,1,1971,6,"1,212",1,4,1,1,"10,725",10/6/2020,"$236,000"
859955,Residential,1480017000,6175 N RIVER TRAIL DR,,5,0780,Bi-Level,Aluminum/Vinyl,1,1971,7,"1,446",1,4,2,0,"10,626",12/1/2020,"$187,900"
858768,Residential,1480069000,11901 W BENDER RD,,5,0780,Ranch,Aluminum/Vinyl,1,1971,6,"1,212",1,3,1,1,"10,050",9/21/2020,"$241,500"
851428,Residential,1480072000,11924 W LYNX AV,,5,0780,Ranch,Brick,1,1969,5,"1,281",1,3,1,1,"10,050",4/17/2020,"$187,000"
855834,Residential,1480073000,11934 W LYNX AV,,5,0780,Colonial,Aluminum/Vinyl,2,1969,7,"1,709",1,4,2,1,"10,050",7/10/2020,"$255,000"
860837,Residential,1480074000,12000 W LYNX AV,,5,0780,Ranch,Aluminum/Vinyl,1,1969,7,"1,564",1,3,1,1,"10,050",11/2/2020,"$238,000"
847982,Residential,1480081000,12227 W DOUGLAS AV,,5,0780,Ranch,Wood,1,1971,6,"1,568",1,3,1,1,"12,285",1/15/2020,"$194,000"
853324,Residential,1480086000,12005 W DOUGLAS AV,,5,0780,Colonial,Aluminum/Vinyl,2,1970,7,"1,617",1,4,1,1,"10,125",6/25/2020,"$228,000"
848230,Residential,1480096000,12014 W RIO ST,,5,0780,Ranch,Aluminum/Vinyl,1,1968,5,"1,616",1,3,2,0,"11,025",1/15/2020,"$184,900"
861559,Residential,1480098000,12034 W RIO ST,,5,0780,Ranch,Aluminum/Vinyl,1,1969,7,"1,627",1,3,2,1,"11,025",12/4/2020,"$260,000"
862276,Residential,1480102000,12023 W LYNX AV,,5,0780,Ranch,Aluminum/Vinyl,1,1968,5,"1,136",1,3,1,1,"11,428",12/1/2020,"$219,500"
851569,Residential,1480108000,11901 W LYNX AV,,5,0780,Ranch,Aluminum/Vinyl,1,1969,6,"1,344",1,3,1,1,"11,025",4/23/2020,"$210,500"
853597,Residential,1480125000,11915 W RIO ST,,5,0780,Ranch,Aluminum/Vinyl,1,1969,6,"1,573",1,3,1,1,"10,950",6/19/2020,"$176,500"
859243,Residential,1480133000,12024 W LANGLADE ST,,5,0780,Ranch,Aluminum/Vinyl,1,1969,7,"1,723",1,3,1,1,"9,000",10/20/2020,"$220,000"
860005,Residential,1480137000,12033 W KAUL AV,,5,0780,Ranch,Aluminum/Vinyl,1,1969,6,"1,380",1,3,2,0,"9,000",10/13/2020,"$240,000"
849609,Residential,1480151000,12026 W FLORIST AV,,5,0780,Ranch,Aluminum/Vinyl,1,1971,6,"1,204",1,4,1,1,"9,594",3/6/2020,"$155,250"
855367,Residential,1480155000,12013 W LANGLADE ST,,5,0780,Ranch,Aluminum/Vinyl,1,1972,6,"1,217",1,4,1,1,"9,000",7/24/2020,"$155,000"
851146,Residential,1480165000,6030 N RIVER TRAIL DR,,5,0780,Ranch,Aluminum/Vinyl,1,1971,6,"1,204",1,4,1,1,"9,825",4/16/2020,"$182,900"
850248,Residential,1480171000,6100 N RIVER TRAIL DR,,5,0780,Ranch,Wood,1,1971,6,"1,204",1,4,1,1,"10,125",3/19/2020,"$193,000"
862359,Residential,1480175000,6142 N RIVER TRAIL DR,,5,0780,Ranch,Aluminum/Vinyl,1,1971,6,"1,204",1,4,1,1,"10,125",6/29/2020,"$193,000"
852205,Residential,1480177000,6162 N RIVER TRAIL DR,,5,0780,Ranch,Aluminum/Vinyl,1,1971,6,"1,204",1,4,1,1,"10,395",5/15/2020,"$198,000"
855364,Residential,1480181000,6196 N RIVER TRAIL DR,,5,0780,Ranch,Stone,1,1969,5,"1,275",1,3,1,1,"10,125",7/15/2020,"$240,000"
860257,Residential,1480661000,11829 W MILL RD,,5,0780,Ranch,Wood,1,1958,6,"1,452",1,3,1,1,"19,956",9/14/2020,"$242,500"
862823,Residential,1480711000,6172 N 116TH ST,,5,0780,Ranch,Aluminum/Vinyl,1,1979,6,"1,618",1,3,1,1,"11,776",12/30/2020,"$181,000"
863481,Residential,1480741000,6173 N 116TH ST,,5,0780,Cape Cod,Aluminum/Vinyl,1.5,1988,6,"2,062",1,4,2,1,"10,461",7/22/2020,"$295,000"
858552,Residential,1480801000,6136 N 117TH ST,,5,0780,Colonial,Prem Wood,2,1993,7,"2,004",1,3,2,1,"10,387",9/25/2020,"$285,000"
857742,Residential,1489941100,6204 N 118TH ST,,5,0780,Ranch,Aluminum/Vinyl,1,1955,7,"1,195",1,3,2,0,"11,310",9/30/2020,"$230,000"
856564,Residential,1489961110,6201 N 115TH ST,,5,0780,Ranch,Brick,1,1958,7,"1,607",1,3,1,1,"20,640",9/1/2020,"$201,167"
861360,Residential,1490051000,6102 N 113TH ST,,5,0780,Ranch,Aluminum/Vinyl,1,1973,7,"1,581",1,3,1,1,"9,600",11/18/2020,"$266,000"
860926,Residential,1490061100,10857-10859 W APPLETON AV,,5,0780,Townhouse,Aluminum/Vinyl,2,1972,10,"2,451",2,6,2,2,"9,800",11/25/2020,"$222,000"
860599,Residential,1490109000,11002-11004 W LANGLADE ST,,5,0780,Townhouse,Aluminum/Vinyl,2,1973,10,"2,451",2,6,2,2,"8,800",10/30/2020,"$215,000"
854920,Residential,1490113000,6043-6045 N 112TH ST,,5,0780,Townhouse,Aluminum/Vinyl,2,1974,10,"2,451",2,6,2,2,"9,396",7/24/2020,"$205,000"
851682,Residential,1490114000,6033-6035 N 112TH ST,,5,0780,Townhouse,Aluminum/Vinyl,2,1973,12,"2,896",2,6,2,2,"18,583",5/4/2020,"$225,000"
854301,Residential,1490121000,11027-11029 W LANGLADE ST,,5,0780,Townhouse,Aluminum/Vinyl,2,1974,10,"2,451",2,6,2,2,"7,200",7/7/2020,"$158,000"
850217,Residential,1490131000,10930-10932 W LANGLADE ST,,5,0780,Townhouse,Aluminum/Vinyl,2,1974,12,"2,896",2,6,2,2,"10,560",3/16/2020,"$215,000"
859823,Residential,1490172000,6015 N 113TH ST,,5,0780,Ranch,Aluminum/Vinyl,1,1976,5,"1,216",1,2,2,1,"12,960",10/19/2020,"$200,000"
861469,Residential,1490181000,6024-6026 N 109TH ST,,5,0780,Townhouse,Aluminum/Vinyl,2,1974,12,"2,896",2,6,2,2,"8,532",11/16/2020,"$221,000"
854707,Residential,1490182000,6018-6020 N 109TH ST,,5,0780,Townhouse,Aluminum/Vinyl,2,1976,10,"2,451",2,6,2,2,"8,892",7/7/2020,"$165,300"
860426,Residential,1490185000,10818-10820 W FLORIST AV,,5,0780,Townhouse,Aluminum/Vinyl,2,1976,10,"2,826",2,6,2,2,"7,560",11/18/2020,"$199,000"
850885,Residential,1490274000,11128-11130 W FLORIST AV,,5,0780,Townhouse,Aluminum/Vinyl,2,1977,12,"2,896",2,6,2,2,"7,245",3/23/2020,"$210,000"
853714,Residential,1490292000,6172 N 114TH ST,,5,0780,Ranch,Aluminum/Vinyl,1,1996,6,"1,540",1,3,1,1,"11,761",6/19/2020,"$195,000"
849118,Residential,1490382000,11104 W KAUL AV,,5,0780,Cape Cod,Brick,1,1952,6,"1,420",1,4,1,1,"16,303",2/28/2020,"$175,000"
858927,Residential,1490412000,11311 W KAUL AV,,5,0780,Colonial,Aluminum/Vinyl,2,2008,8,"3,092",1,4,2,1,"10,865",9/20/2020,"$342,000"
851922,Residential,1490431000,11111 W APPLETON LN,,5,0780,Colonial,Aluminum/Vinyl,2,2001,7,"2,236",1,4,2,1,"9,404",4/28/2020,"$275,000"
847963,Residential,1499961000,6167 N 112TH ST,,5,0780,Ranch,Masonry/Frame,1,1961,6,"1,550",1,3,1,1,"30,056",1/24/2020,"$195,000"
851021,Residential,1499979000,6151 N 114TH ST,,5,0780,Cape Cod,Stone,1,1950,5,"1,140",1,2,1,0,"17,473",4/8/2020,"$178,000"
859872,Residential,1499982000,6104 N 115TH ST,,5,0780,Cape Cod,Stone,1.5,1950,5,"1,580",1,4,2,1,"14,400",10/30/2020,"$179,000"
859605,Residential,1501003000,6264 N 104TH ST,,2,0820,Ranch,Aluminum/Vinyl,1,1971,5,936,1,3,1,0,"7,980",10/27/2020,"$165,000"
854055,Residential,1501724000,6353 N 101ST ST,,2,0820,Colonial,Aluminum/Vinyl,2,1973,6,"1,242",1,4,1,1,"7,980",7/9/2020,"$174,900"
862289,Residential,1501782000,6334 N 105TH ST,,2,0820,Ranch,Aluminum/Vinyl,1,1972,6,"1,100",1,4,2,0,"8,040",8/19/2020,"$165,000"
853299,Residential,1501831000,10223 W MILL RD,,2,0820,Ranch,Aluminum/Vinyl,1,1974,5,"1,122",1,3,1,1,"7,236",6/16/2020,"$90,000"
853590,Residential,1501832000,10229 W MILL RD,,2,0820,Ranch,Aluminum/Vinyl,1,1974,5,"1,122",1,3,1,1,"7,236",6/19/2020,"$150,000"
852428,Residential,1501921000,6256 N 105TH ST,,2,0820,Ranch,Aluminum/Vinyl,1,1973,6,"1,144",1,4,1,1,"7,980",5/26/2020,"$150,000"
851809,Residential,1502001000,6316 N 107TH ST,,2,0820,Cape Cod,Stone,1,1944,6,"1,321",1,4,1,0,"18,000",4/22/2020,"$120,000"
854204,Residential,1502011000,6341-6343 N 104TH ST,,2,0820,Townhouse,Aluminum/Vinyl,2,1974,10,"2,417",2,6,2,2,"6,650",6/23/2020,"$145,000"
859784,Residential,1502041000,6226 N 102ND ST,,2,0820,Ranch,Aluminum/Vinyl,1,1948,5,"1,268",1,3,2,0,"16,080",10/24/2020,"$126,000"
850914,Residential,1509897111,6210 N 107TH ST,,2,0820,Ranch,Aluminum/Vinyl,1,1953,5,974,1,3,2,0,"16,837",7/17/2020,"$176,000"
850929,Residential,1509918000,6235 N 105TH ST,,2,0820,Cottage,Aluminum/Vinyl,1,1932,5,983,1,3,1,0,"8,040",4/1/2020,"$140,900"
858706,Residential,1509919000,6243 N 105TH ST,,2,0820,Cape Cod,Aluminum/Vinyl,1.5,1940,6,"1,335",1,3,2,0,"7,980",10/7/2020,"$184,900"
858685,Residential,1509960120,6321 N 102ND ST,,2,0820,Cape Cod,Aluminum/Vinyl,1,1954,5,"1,253",1,3,2,0,"15,960",10/12/2020,"$225,000"
863709,Residential,1509971132,6301 N 101ST ST,,2,0820,Ranch,Aluminum/Vinyl,1,1969,5,"1,038",1,3,2,0,"7,980",11/9/2020,"$155,000"
860811,Residential,1510001000,6235 N 95TH ST,,2,0050,Ranch,Aluminum/Vinyl,1,1961,6,"1,325",1,3,1,1,"9,024",11/3/2020,"$182,000"
858086,Residential,1510010000,6145 N 95TH ST,,2,0050,Ranch,Brick,1,1961,5,"1,253",1,3,1,1,"7,500",11/5/2020,"$165,000"
859046,Residential,1510035000,6074 N 95TH ST,,2,0050,Ranch,Brick,1,1959,5,978,1,3,1,0,"7,200",9/28/2020,"$157,500"
852915,Residential,1510039000,6040 N 95TH ST,,2,0050,Ranch,Brick,1,1959,4,"1,028",1,2,1,1,"7,200",6/9/2020,"$110,000"
851002,Residential,1510068000,9621 W RIO ST,,2,0050,Split Level,Aluminum/Vinyl,1,1962,8,"1,810",1,3,1,1,"7,840",3/31/2020,"$189,000"
861161,Residential,1510071000,9601 W RIO ST,,2,0050,Ranch,Aluminum/Vinyl,1,1963,5,"1,233",1,3,2,0,"9,344",11/30/2020,"$158,500"
851999,Residential,1510075000,9517 W RIO ST,,2,0050,Ranch,Wood,1,1962,5,"1,330",1,3,1,1,"8,448",5/8/2020,"$130,000"
857376,Residential,1510105000,9529 W KAUL AV,,2,0050,Ranch,Brick,1,1959,5,947,1,3,2,0,"7,560",9/17/2020,"$155,000"
859598,Residential,1510106000,9521 W KAUL AV,,2,0050,Ranch,Brick,1,1961,5,"1,037",1,3,1,1,"7,500",10/7/2020,"$153,000"
849367,Residential,1510128000,6101 N DENMARK ST,,2,0050,Ranch,Aluminum/Vinyl,1,1961,7,"1,406",1,3,1,1,"10,368",2/14/2020,"$188,000"
850147,Residential,1510416000,6264-6266 N DENMARK ST,,2,0050,Townhouse,Aluminum/Vinyl,2,1977,10,"2,402",2,6,2,2,"9,849",3/9/2020,"$143,000"
856731,Residential,1510421000,6220 N DENMARK ST,,2,0050,Ranch,Wood,1,1976,5,"1,022",1,3,1,0,"8,834",8/28/2020,"$156,000"
851884,Residential,1510424000,6190 N DENMARK ST,,2,0050,Ranch,Wood,1,1977,5,"1,092",1,3,1,0,"11,413",5/8/2020,"$147,000"
861433,Lg Apartment,1519960111,9430-9442 W FOND DU LAC AV,,2,6970,AP4 (Conv Apt with 21 or more Units),,,NULL,NULL,"29,200",28,NULL,0,0,0,12/9/2020,"$1,800,000"
854789,Residential,1520051000,6362 N JOYCE AV,,2,0700,Ranch,Aluminum/Vinyl,1,1957,5,879,1,3,1,0,"7,128",7/23/2020,"$107,300"
850992,Residential,1520060000,6301 N JOYCE AV,,2,0700,Ranch,Asphalt/Other,1,1957,5,874,1,3,1,0,"7,200",3/27/2020,"$100,000"
859068,Residential,1520071000,8526 W DOUGLAS AV,,2,0700,Ranch,Aluminum/Vinyl,1,1957,5,877,1,3,1,0,"9,152",10/14/2020,"$130,000"
855383,Residential,1520094000,6163 N JOYCE AV,,2,0700,Cape Cod,Aluminum/Vinyl,1,1959,6,"1,302",1,4,1,0,"7,164",7/31/2020,"$128,000"
852133,Residential,1520096000,8546 W LYNX AV,,2,0700,Ranch,Aluminum/Vinyl,1,1959,5,942,1,3,1,0,"7,245",5/7/2020,"$139,900"
848969,Residential,1520149000,8632 W DOUGLAS AV,,2,0700,Ranch,Aluminum/Vinyl,1,1957,5,886,1,3,1,1,"7,272",2/17/2020,"$79,000"
855814,Residential,1520164000,8911 W BENDER AV,,2,0700,Ranch,Asphalt/Other,1,1957,5,876,1,3,1,0,"7,344",7/22/2020,"$101,000"
855316,Residential,1520193000,8832 W MONROVIA AV,,2,0700,Ranch,Aluminum/Vinyl,1,1957,5,907,1,3,1,0,"7,245",8/6/2020,"$117,000"
859311,Residential,1520205000,8719 W WINFIELD AV,,2,0700,Ranch,Aluminum/Vinyl,1,1957,5,914,1,3,1,0,"8,316",11/20/2020,"$150,000"
860328,Residential,1520236000,6179 N 89TH ST,,2,0700,Ranch,Brick,1,1959,5,"1,019",1,3,1,1,"7,203",10/23/2020,"$128,500"
855432,Commercial,1520508000,8634 W KAUL AV,,2,6212,Warehouse Building - 1 Story,Concrete Block,1,1972,NULL,"6,261",1,NULL,0,0,"9,874",8/7/2020,"$160,000"
851780,Lg Apartment,1520703100,8447 W MILL RD,,2,6620,AP2 (Conventional Apt with 7-11 Units),Brick,2,1961,NULL,"9,312",10,NULL,0,0,"23,366",4/30/2020,"$555,000"
863003,Residential,1520901000,8907-8909 W MILL RD,,2,0700,Townhouse,Aluminum/Vinyl,2,1971,12,"2,759",2,6,2,2,"6,281",12/23/2020,"$141,162"
856518,Residential,1521022000,6304-6306 N 91ST ST,,2,0700,Res O/S A & 1/2,Brick,1.5,1860,11,"2,432",1,7,2,0,"8,856",8/24/2020,"$141,500"
