input_model,input_column,tags,output_model,output_columns
model.shopify_source.stg_shopify__inventory_level,location_id,"{""Integration"":""This column is used as a key to join with the location table"",""Aggregation"":""This column is used in grouping for aggregations""}",model.shopify.shopify__inventory_levels,"{""location_id"":""Directly copied to the output and used in aggregations""}"
model.shopify_source.stg_shopify__inventory_level,updated_at,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""updated_at"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__inventory_level,source_relation,"{""Integration"":""This column is used as a key to join with other tables"",""Aggregation"":""This column is used in grouping for aggregations""}",model.shopify.shopify__inventory_levels,"{""source_relation"":""Directly copied to the output and used in joins and aggregations""}"
model.shopify_source.stg_shopify__location,is_deleted,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__inventory_levels,"{""is_location_deleted"":""Directly copied""}"
model.shopify_source.stg_shopify__location,_fivetran_synced,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__inventory_levels,"{""_fivetran_synced"":""Directly copied""}"
model.shopify_source.stg_shopify__location,is_active,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__inventory_levels,"{""is_location_active"":""Directly copied""}"
model.shopify_source.stg_shopify__location,address_1,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__inventory_levels,"{""address_1"":""Directly copied""}"
model.shopify_source.stg_shopify__location,address_2,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__inventory_levels,"{""address_2"":""Directly copied""}"
model.shopify_source.stg_shopify__location,city,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__inventory_levels,"{""city"":""Directly copied""}"
model.shopify_source.stg_shopify__location,country,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__inventory_levels,"{""country"":""Directly copied""}"
model.shopify_source.stg_shopify__location,country_code,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__inventory_levels,"{""country_code"":""Directly copied""}"
model.shopify_source.stg_shopify__location,created_at,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__inventory_levels,"{""location_created_at"":""Directly copied""}"
model.shopify_source.stg_shopify__location,location_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as a key to join with other tables""}",model.shopify.shopify__inventory_levels,"{""location_id"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__location,is_legacy,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""is_legacy_location"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__location,name,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""location_name"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__location,phone,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""phone"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__location,province,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""province"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__location,province_code,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""province_code"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__location,updated_at,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""location_updated_at"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__location,zip,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""zip"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__location,source_relation,"{""Integration"":""This column is used as part of the join condition to combine data from different tables"",""Direct"":""The column is directly copied to the output without transformation""}",model.shopify.shopify__inventory_levels,"{""source_relation"":""Directly copied to the output column with the same name""}"
model.shopify_source.stg_shopify__product,_fivetran_synced,"{""Direct"":""This column is likely directly copied to the output for tracking the last sync time""}",model.shopify.shopify__inventory_levels,"{""_fivetran_synced"":""Directly copied""}"
model.shopify_source.stg_shopify__product,product_id,"{""Integration"":""This column is used to join with other tables, particularly the product_variant table""}",model.shopify.shopify__inventory_levels,"{""product_id"":""Directly copied""}"
model.shopify_source.stg_shopify__product,source_relation,"{""Integration"":""This column is used as a key to join tables and ensure data from the same source is combined correctly."",""Direct"":""The column is directly copied to the output without transformation.""}",model.shopify.shopify__inventory_levels,"{""source_relation"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__product_variant,barcode,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""variant_barcode"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,created_timestamp,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column may be formatted to ensure consistent ISO 8601 format""}",model.shopify.shopify__inventory_levels,"{""variant_created_at"":""Directly copied to this output column, possibly with formatting""}"
model.shopify_source.stg_shopify__product_variant,fulfillment_service,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""variant_fulfillment_service"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,grams,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""variant_grams"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,variant_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as a key to join with other tables""}",model.shopify.shopify__inventory_levels,"{""variant_id"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,image_id,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""variant_image_id"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,inventory_management,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""variant_inventory_management"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,inventory_policy,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""variant_inventory_policy"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,inventory_quantity,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__inventory_levels,"{""variant_inventory_quantity"":""Directly copied without transformation""}"
model.shopify_source.stg_shopify__product_variant,option_1,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__inventory_levels,"{""variant_option_1"":""Directly copied without transformation""}"
model.shopify_source.stg_shopify__product_variant,option_2,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__inventory_levels,"{""variant_option_2"":""Directly copied without transformation""}"
model.shopify_source.stg_shopify__product_variant,option_3,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__inventory_levels,"{""variant_option_3"":""Directly copied without transformation""}"
model.shopify_source.stg_shopify__product_variant,price,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__inventory_levels,"{""variant_price"":""Directly copied without transformation""}"
model.shopify_source.stg_shopify__product_variant,product_id,"{""Direct"":""This column is directly copied to the output"",""Integration"":""Used to join with other tables""}",model.shopify.shopify__inventory_levels,"{""product_id"":""Directly copied without transformation""}"
model.shopify_source.stg_shopify__product_variant,sku,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__inventory_levels,"{""sku"":""Directly copied without transformation""}"
model.shopify_source.stg_shopify__product_variant,is_taxable,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__inventory_levels,"{""is_variant_taxable"":""Directly copied without transformation""}"
model.shopify_source.stg_shopify__product_variant,tax_code,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__inventory_levels,"{""variant_tax_code"":""Directly copied without transformation""}"
model.shopify_source.stg_shopify__product_variant,title,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""variant_title"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,updated_timestamp,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column might be cast or formatted to ensure consistent datetime format""}",model.shopify.shopify__inventory_levels,"{""variant_updated_at"":""Directly copied to this output column, possibly with formatting""}"
model.shopify_source.stg_shopify__product_variant,weight,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""variant_weight"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,weight_unit,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""variant_weight_unit"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,_fivetran_synced,"{""Direct"":""The column is likely directly copied without any transformation""}",model.shopify.shopify__inventory_levels,"{""_fivetran_synced"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join or union with other tables""}",model.shopify.shopify__inventory_levels,"{""source_relation"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__abandoned_checkout,email,"{""Cleaning"":""The email is converted to lowercase"",""Aggregation"":""The email is used in GROUP BY clause""}",model.shopify.shopify__customer_emails,"{""email"":""The lowercase email is directly mapped to the output 'email' column""}"
model.shopify_source.stg_shopify__abandoned_checkout,checkout_id,"{""Aggregation"":""The checkout_id is used in COUNT(DISTINCT checkout_id)""}",model.shopify.shopify__customer_emails,"{""lifetime_abandoned_checkouts"":""The count of distinct checkout_id is mapped to this output column""}"
model.shopify_source.stg_shopify__abandoned_checkout,source_relation,"{""Integration"":""The column is used as a key to join with other tables and ensure data is combined correctly across different sources."",""Aggregation"":""The column is used in the GROUP BY clause when aggregating abandoned checkout data.""}",model.shopify.shopify__customer_emails,"{""source_relation"":""This column is directly copied to the output 'source_relation' column.""}"
model.shopify_source.stg_shopify__abandoned_checkout,token,"{""Aggregation"":""Used as part of the COUNT(DISTINCT checkout_id) aggregation""}",model.shopify.shopify__customer_emails,"{""lifetime_abandoned_checkouts"":""Contributes to the count of distinct checkout IDs""}"
model.shopify_source.stg_shopify__shop,is_deleted,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__daily_shop,"{""is_deleted"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__shop,created_at,"{""Direct"":""The column is directly copied to the output"",""Filtering"":""Used to filter shop records based on creation date""}",model.shopify.shopify__daily_shop,"{""created_at"":""Directly copied""}"
model.shopify_source.stg_shopify__shop,currency,"{""Direct"":""The column is directly copied to the output""}",model.shopify.shopify__daily_shop,"{""currency"":""Directly copied""}"
model.shopify_source.stg_shopify__shop,domain,"{""Direct"":""The column is directly copied to the output""}",model.shopify.shopify__daily_shop,"{""domain"":""Directly copied""}"
model.shopify_source.stg_shopify__shop,enabled_presentment_currencies,"{""Direct"":""The column is directly copied to the output""}",model.shopify.shopify__daily_shop,"{""enabled_presentment_currencies"":""Directly copied""}"
model.shopify_source.stg_shopify__shop,iana_timezone,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__daily_shop,"{""iana_timezone"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__shop,shop_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables""}",model.shopify.shopify__daily_shop,"{""shop_id"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__shop,name,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__daily_shop,"{""name"":""Directly mapped to the output 'name' column""}"
model.shopify_source.stg_shopify__shop,source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join tables in the query""}",model.shopify.shopify__daily_shop,"{""source_relation"":""Directly mapped to the output column of the same name""}"
model.shopify.shopify__customers,customer_id,"{""Integration"":""Used as a key to join the customers table with the orders table"",""Deduplication"":""Used in window functions to partition data by customer""}",model.shopify.shopify__customer_cohorts,"{""customer_id"":""Directly copied to the output""}"
model.shopify.shopify__customers,first_order_timestamp,"{""Direct"":""This column is directly copied to the output"",""Integration"":""Used to join with the calendar table"",""Featurization"":""Used to calculate the cohort_month""}",model.shopify.shopify__customer_cohorts,"{""first_order_timestamp"":""Directly copied"",""cohort_month"":""Transformed (DATE_TRUNC)""}"
model.shopify.shopify__customers,source_relation,"{""Direct"":""This column is directly copied to the output"",""Integration"":""Used to join with the orders table""}",model.shopify.shopify__customer_cohorts,"{""source_relation"":""Directly copied""}"
model.shopify.shopify__orders,customer_id,"{""Integration"":""Used as a key to join with customer_calendar"",""Featurization"":""Used in window functions to partition data""}",model.shopify.shopify__customer_cohorts,"{""customer_id"":""Directly copied to output""}"
model.shopify.shopify__orders,order_id,"{""Aggregation"":""The column is counted distinctly in the GROUP BY clause""}",model.shopify.shopify__customer_cohorts,"{""order_count_in_month"":""Distinct count for each month"",""order_count_lifetime"":""Cumulative distinct count using window function""}"
model.shopify.shopify__orders,source_relation,"{""Integration"":""Used as a key to join with customer_calendar"",""Featurization"":""Used in creating the customer_cohort_id""}",model.shopify.shopify__customer_cohorts,"{""source_relation"":""Directly copied to output""}"
model.shopify.shopify__orders,line_item_count,"{""Aggregation"":""The column is summed up in the GROUP BY clause""}",model.shopify.shopify__customer_cohorts,"{""line_item_count_in_month"":""Aggregated sum for each month"",""line_item_count_lifetime"":""Cumulative sum using window function""}"
model.shopify.shopify__orders,order_adjusted_total,"{""Aggregation"":""This column is summed up in the orders_joined CTE""}",model.shopify.shopify__customer_cohorts,"{""total_price_in_month"":""Aggregated as the sum of order_adjusted_total for each month"",""total_price_lifetime"":""Further aggregated as a cumulative sum over time""}"
model.shopify_source.stg_shopify__tender_transaction,_fivetran_synced,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__transactions,"{""_fivetran_synced"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__tender_transaction,payment_method,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__transactions,"{""payment_method"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__transaction,transaction_id,"{""Direct"":""The column is directly copied without transformation"",""Integration"":""Used as a key to join with tender_transactions and parent_transactions"",""Other"":""Used to create the transactions_unique_id""}",model.shopify.shopify__transactions,"{""transaction_id"":""Directly copied"",""transactions_unique_id"":""Part of the MD5 hash""}"
model.shopify_source.stg_shopify__transaction,order_id,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""order_id"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,refund_id,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""refund_id"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,amount,"{""Direct"":""The column is directly copied without transformation"",""Other"":""Used in currency exchange calculations""}",model.shopify.shopify__transactions,"{""amount"":""Directly copied"",""currency_exchange_calculated_amount"":""Used in calculation with exchange_rate""}"
model.shopify_source.stg_shopify__transaction,authorization_code,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""authorization_code"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,created_timestamp,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""created_timestamp"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,processed_timestamp,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""processed_timestamp"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,device_id,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""device_id"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,gateway,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""gateway"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,source_name,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""source_name"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,message,"{""Direct"":""The message column is directly copied without any transformation""}",model.shopify.shopify__transactions,"{""message"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,currency,"{""Direct"":""The currency column is directly copied without any transformation""}",model.shopify.shopify__transactions,"{""currency"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,location_id,"{""Direct"":""The location_id column is directly copied without any transformation""}",model.shopify.shopify__transactions,"{""location_id"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,parent_id,"{""Integration"":""The parent_id is used to join with the parent transactions table""}",model.shopify.shopify__transactions,"{""parent_id"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,payment_avs_result_code,"{""Direct"":""The payment_avs_result_code column is directly copied without any transformation""}",model.shopify.shopify__transactions,"{""payment_avs_result_code"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,payment_credit_card_bin,"{""Direct"":""The payment_credit_card_bin column is directly copied without any transformation""}",model.shopify.shopify__transactions,"{""payment_credit_card_bin"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,payment_cvv_result_code,"{""Direct"":""The payment_cvv_result_code column is directly copied without any transformation""}",model.shopify.shopify__transactions,"{""payment_cvv_result_code"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,payment_credit_card_number,"{""Direct"":""The payment_credit_card_number column is directly copied without any transformation""}",model.shopify.shopify__transactions,"{""payment_credit_card_number"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,payment_credit_card_company,"{""Direct"":""The payment_credit_card_company column is directly copied without any transformation""}",model.shopify.shopify__transactions,"{""payment_credit_card_company"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,kind,"{""Direct"":""The kind column is directly copied without any transformation"",""Integration"":""The kind column is also used in the join with parent transactions""}",model.shopify.shopify__transactions,"{""kind"":""Directly copied"",""parent_kind"":""Used to populate the parent_kind column for child transactions""}"
model.shopify_source.stg_shopify__transaction,receipt,"{""Featurization"":""The exchange rate is extracted from the JSON data in this column"",""Cleaning"":""The extracted data is cast to DECIMAL(28, 6) and null values are handled""}",model.shopify.shopify__transactions,"{""exchange_rate"":""Extracted and cleaned exchange rate value"",""currency_exchange_calculated_amount"":""Used in calculation with 'amount' column""}"
model.shopify_source.stg_shopify__transaction,currency_exchange_id,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""currency_exchange_id"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,currency_exchange_adjustment,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""currency_exchange_adjustment"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,currency_exchange_original_amount,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""currency_exchange_original_amount"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,currency_exchange_final_amount,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""currency_exchange_final_amount"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,currency_exchange_currency,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""currency_exchange_currency"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,error_code,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""error_code"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,status,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""status"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,user_id,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__transactions,"{""user_id"":""Directly copied""}"
model.shopify_source.stg_shopify__transaction,_fivetran_synced,"{""Direct"":""This column is directly copied to the output without any transformation""}",model.shopify.shopify__transactions,"{""_fivetran_synced"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__transaction,source_relation,"{""Direct"":""This column is directly copied to the output without any transformation"",""Integration"":""This column is used as a key to join the transactions table with tender_transactions and parent_transactions"",""Other"":""This column is used in creating the transactions_unique_id""}",model.shopify.shopify__transactions,"{""source_relation"":""Directly copied to the output"",""transactions_unique_id"":""Used in the MD5 hash function to create this unique identifier""}"
model.shopify_source.stg_shopify__transaction,authorization_expires_at,"{""Direct"":""This column is directly copied to the output without any transformation""}",model.shopify.shopify__transactions,"{""authorization_expires_at"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__order_line,_fivetran_synced,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""_fivetran_synced"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__order_line,fulfillable_quantity,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""fulfillable_quantity"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__order_line,fulfillment_status,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""fulfillment_status"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__order_line,is_gift_card,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""is_gift_card"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__order_line,grams,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""grams"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__order_line,order_line_id,"{""Direct"":""This column is directly copied without any transformation"",""Integration"":""Used as a key to join with other tables (refunds_aggregated, tax_lines_aggregated)"",""Featurization"":""Used to create a unique key for the order line""}",model.shopify.shopify__order_lines,"{""order_line_id"":""Directly copied to the output"",""order_lines_unique_key"":""Part of the MD5 hash to create a unique key""}"
model.shopify_source.stg_shopify__order_line,name,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""name"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__order_line,order_id,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""order_id"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__order_line,price,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""price"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__order_line,product_id,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""product_id"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__order_line,quantity,"{""Direct"":""This column is directly copied to the output"",""Other"":""It's used in calculations for 'quantity_net_refunds'""}",model.shopify.shopify__order_lines,"{""quantity"":""Directly copied"",""quantity_net_refunds"":""Used in calculation (quantity - COALESCE(refunds_aggregated.quantity, 0))""}"
model.shopify_source.stg_shopify__order_line,is_shipping_required,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__order_lines,"{""is_shipping_required"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,sku,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__order_lines,"{""sku"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,is_taxable,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__order_lines,"{""is_taxable"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,title,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__order_lines,"{""title"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,total_discount,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__order_lines,"{""total_discount"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,variant_id,"{""Direct"":""This column is directly copied to the output"",""Integration"":""Used to join with product_variants table""}",model.shopify.shopify__order_lines,"{""variant_id"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,vendor,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__order_lines,"{""vendor"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,source_relation,"{""Direct"":""This column is directly copied to the output"",""Integration"":""Used in joins with refunds_aggregated, product_variants, and tax_lines_aggregated"",""Other"":""Used in creating the unique key 'order_lines_unique_key'""}",model.shopify.shopify__order_lines,"{""source_relation"":""Directly copied"",""order_lines_unique_key"":""Used in MD5 hash calculation""}"
model.shopify_source.stg_shopify__order_line,index,"{""Direct"":""This column is directly copied to the output""}",model.shopify.shopify__order_lines,"{""index"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,pre_tax_price,"{""Direct"":""The column is directly used in calculations"",""Other"":""Used in calculating 'subtotal_net_refunds'""}",model.shopify.shopify__order_lines,"{""pre_tax_price"":""Directly copied"",""subtotal_net_refunds"":""Used in calculation (pre_tax_price - COALESCE(refunds_aggregated.subtotal, 0))""}"
model.shopify_source.stg_shopify__order_line,pre_tax_price_set,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""pre_tax_price_set"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,price_set,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""price_set"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,tax_code,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""tax_code"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,total_discount_set,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""total_discount_set"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,variant_title,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""variant_title"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,variant_inventory_management,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""variant_inventory_management"":""Directly copied""}"
model.shopify_source.stg_shopify__order_line,properties,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""properties"":""Directly copied""}"
model.shopify_source.stg_shopify__product_variant,barcode,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""variant_barcode"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,compare_at_price,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""variant_compare_at_price"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,created_timestamp,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""variant_created_at"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,fulfillment_service,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""variant_fulfillment_service"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,grams,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""variant_grams"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,image_id,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""image_id"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,inventory_item_id,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""inventory_item_id"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,inventory_policy,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""variant_inventory_policy"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,inventory_quantity,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""variant_inventory_quantity"":""Directly mapped""}"
model.shopify_source.stg_shopify__product_variant,option_1,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""variant_option_1"":""Directly mapped""}"
model.shopify_source.stg_shopify__product_variant,option_2,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""variant_option_2"":""Directly mapped""}"
model.shopify_source.stg_shopify__product_variant,option_3,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""variant_option_3"":""Directly mapped""}"
model.shopify_source.stg_shopify__product_variant,position,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""variant_position"":""Directly mapped""}"
model.shopify_source.stg_shopify__product_variant,price,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""variant_price"":""Directly mapped""}"
