date,Queens_All,Queens_Q1,Queens_Q2,Queens_Q3,Queens_Q4,Queens_Q5,Queens_All_MoM,Queens_Q1_MoM,Queens_Q2_MoM,Queens_Q3_MoM,Queens_Q4_MoM,Queens_Q5_MoM,Queens_All_YoY,Queens_Q1_YoY,Queens_Q2_YoY,Queens_Q3_YoY,Queens_Q4_YoY,Queens_Q5_YoY
2016-09-01,2134.0,1542.2499428729,1819.382631886,2172.1584246629,2469.3277855219,3130.959537171,0.001877934272300541,0.0010148864611179143,0.0036246485260824635,-0.002653508995501319,-0.002050348091560461,0.0017217039679429114,0.019589106545628177,0.038795728330143664,0.027305608157731642,0.014598783008137328,0.016165871596508286,0.01577288567908397
2016-10-01,2128.0,1548.0338805554,1821.1846130805,2161.956354412,2463.4031515463,3095.9750799105,-0.002811621368322359,0.0037503244589043305,0.000990435526270872,-0.004696743172627027,-0.002399290207779292,-0.011173717464298738,0.018669219722355246,0.035947431395199736,0.025461734324141005,0.013677297781460318,0.024288007950073798,0.004080407268593822
2016-11-01,2114.0,1526.4811500153,1806.0619696295,2168.0803832978,2446.5165786538,3088.5925447983,-0.006578947368421018,-0.013922647824973433,-0.008303739962650103,0.0028326329869250433,-0.006854977384395999,-0.0023845589585343996,0.014882381180989057,0.02794370504142929,0.015649113371311918,0.02343164914755058,0.015329300260294776,0.007555740372497288
2016-12-01,2112.0,1541.0097207763,1798.0340973251,2144.1358970229,2443.9804760361,3088.2081474012,-0.0009460737937558861,0.009517687631356742,-0.004444959497179823,-0.011044095255582254,-0.0010366177935714482,-0.0001244571407604811,0.014409221902017322,0.03435941385121666,0.009175442868599726,0.024328755514891,0.0059712045420685644,0.015411351340100188
2017-01-01,2111.0,1528.1317772945,1799.5239268296,2148.5035431338,2437.7044618386,3077.6278750829,-0.00047348484848486194,-0.008356821704740836,0.0008285880154978997,0.002037019256552197,-0.0025679477635104364,-0.003426023057158112,0.01149976042165779,0.022919697346807544,0.0058759395196335,0.025085390041118316,0.008280778290297164,0.004184822987942649
2017-02-01,2123.0,1539.5629812083,1819.6734913269,2140.2496654873,2443.4708299549,3092.1709714532,0.0056845097110374,0.007480509262125734,0.011197163981475633,-0.003841686774442632,0.0023654910620096725,0.0047254239175709145,0.01676245210727978,0.0191975056325544,0.02614951921330544,0.014559926375036891,0.01756966672717386,0.008358105155390705
2017-03-01,2122.0,1534.3779064112,1814.6220951198,2140.717314772,2443.1066862708,3094.4703427494,-0.00047103155911443206,-0.0033678874202538456,-0.0027759904351942755,0.0002185022113267987,-0.00014902722784171374,0.0007436106597686898,0.013855709507883507,0.02178162287488239,0.03096043888770139,0.007888171882389994,0.00927319742519539,-0.000471389899247332
2017-04-01,2131.0,1542.0956660597,1804.5668425864,2138.9092257509,2450.5510957423,3140.7181901706,0.004241281809613584,0.005029894927613521,-0.005541237792950016,-0.0008446183008953279,0.0030471078129066242,0.014945319327283935,0.013314312886352875,0.023363436216144118,0.015437637833510154,-0.0002066334799775138,0.011864858016150448,0.010518243222134016
2017-05-01,2125.0,1520.588162592,1804.5000655664,2152.5527767468,2454.0566023272,3140.3405228249,-0.002815579540122015,-0.01394693204907016,-3.700445914445183e-05,0.006378742413021499,0.0014304972424328266,-0.0001202487210989478,0.010461245839277211,0.01015169401027527,0.020315315014358237,-0.004859392553433373,0.013813521680200669,0.011879223312801557
2017-06-01,2137.0,1532.609197866,1809.0560551343,2167.5561842305,2467.7557564256,3143.2030645857,0.005647058823529338,0.00790551680575291,0.002524793240431311,0.006970053252945085,0.005582248626787578,0.0009115386500266887,0.010401891252955098,0.0052183850034546175,0.009045950888070697,-0.0003521690131018662,0.010597283145820757,0.013490074555585707
2017-07-01,2153.0,1544.6865494867,1822.1481293217,2177.8424080924,2475.0037293961,3142.3585587031,0.007487131492746935,0.00788025521282032,0.007236964355108455,0.004745539671236587,0.002937070636600758,-0.00026867684500408995,0.015566037735849081,0.014996182614016806,0.016315652356949872,-0.0031616246177298413,0.010678753238348992,0.009670282609146819
2017-08-01,2153.0,1554.3796149966,1833.609409218,2180.5938399371,2466.8087178708,3137.1349068834,0.0,0.006275101905380609,0.006289982527691862,0.0012633750883332961,-0.0033111107785277483,-0.0016623347470110517,0.010798122065727611,0.00888778826917247,0.011472554815418867,0.00121961173472096,-0.00306839952251603,0.0036974567036447414
2017-09-01,2148.0,1558.9709323786,1834.7249570715,2174.1748273709,2459.0195341277,3119.1629226566,-0.0023223409196470035,0.0029537941296342574,0.0006083890319781293,-0.0029436993027481817,-0.00315759535251825,-0.005728789089486264,0.006560449859418949,0.010841945291015787,0.008432709489809787,0.0009282944950541605,-0.004174517232843344,-0.003767731385330819
2017-10-01,2121.0,1537.7308930302,1835.3942857836,2147.7925634667,2423.3012561951,3052.5044153285,-0.012569832402234637,-0.013624397291355006,0.0003648114718886042,-0.01213438016670565,-0.01452541447389133,-0.021370639809775382,-0.003289473684210509,-0.006655531028496364,0.0078024339767865936,-0.006551376912117379,-0.016279063102613733,-0.014041025350648773
2017-11-01,2102.0,1535.6686313505,1820.8850947869,2136.0908898403,2390.8270418473,3014.1954518499,-0.008958038661008971,-0.0013411070097162359,-0.007905217483286098,-0.005448232676396159,-0.013400816041662544,-0.012550010832491187,-0.0056764427625354275,0.006018732255624437,0.008207428873794775,-0.014754754345796761,-0.022762787422901276,-0.024087700746962204
2017-12-01,2079.0,1533.2351184385,1809.0240009882,2121.2444777737,2364.9601302057,2969.6096379427,-0.010941960038059029,-0.001584660168424401,-0.006513916684066312,-0.006950271702956368,-0.010819231667052565,-0.014791945187176414,-0.015625,-0.005045135168831649,0.006112177560731125,-0.010676291218753464,-0.0323326420178951,-0.038403664454516706
2018-01-01,2084.0,1548.7356722731,1779.524170754,2128.060383121,2364.0926576486,2982.7717063791,0.00240500240500241,0.010109704407492481,-0.016307041928733668,0.003213163507892025,-0.0003668021908785901,0.004432255427861076,-0.01279014684983415,0.013483061660479523,-0.011113915062432977,-0.00951506925745238,-0.03019718154614992,-0.03082119494425395
2018-02-01,2091.0,1535.1294819534,1783.8576818968,2130.4810220858,2383.1545573302,2988.1060604271,0.0033589251439538614,-0.008785353474637714,0.0024352078010627665,0.0011374860337607373,0.00806309330555588,0.0017883883089651054,-0.015073009891662714,-0.0028797128204657296,-0.019682547226636316,-0.004564254142413682,-0.02468467062723778,-0.03365431988943135
2018-03-01,2105.0,1538.9158393342,1788.5589406601,2139.4692107177,2394.5916971391,3045.3285189914,0.006695361071257677,0.002466474278105757,0.0026354449746803787,0.004218854117320703,0.004799159909172124,0.019150076137565586,-0.008011310084825585,0.0029575066898701596,-0.01436285523569536,-0.0005830307652894273,-0.019857908540929947,-0.015880528269771044
2018-04-01,2111.0,1532.7981287525,1786.4865661773,2144.0215377289,2409.9701502524,3064.8248108176,0.002850356294536782,-0.003975337978421756,-0.0011586839190411702,0.0021277833718731376,0.0064221608768098015,0.006402032393095336,-0.00938526513374005,-0.006029157277224528,-0.010019178000182372,0.0023901491079898474,-0.016559926279605897,-0.024164339096236276
2018-05-01,2121.0,1552.1686369156,1784.1989584074,2140.4746353757,2426.8302430032,3083.4632175835,0.004737091425864426,0.012637351129117791,-0.00128050656143186,-0.0016543221655119789,0.006995975758883999,0.006081393853284434,-0.0018823529411764461,0.020768591457247743,-0.01125026678933816,-0.005611077926439556,-0.011094430054376492,-0.018111827309172157
2018-06-01,2133.0,1558.8688674539,1796.1664050331,2145.0449829971,2436.9462986537,3117.2678008362,0.005657708628005631,0.0043166898099515905,0.006707461950534066,0.0021352028871846063,0.004168423267208565,0.010963186802400937,-0.0018717828731866781,0.017133963194573054,-0.007125069488376434,-0.010385521444461143,-0.012484808389840674,-0.008251221195891278
2018-07-01,2147.0,1554.3673649718,1811.183927656,2166.0508553257,2454.5778596896,3157.9183994984,0.006563525550867366,-0.002887672321952417,0.008360874906032434,0.0097927421080235,0.00723510446070974,0.01304045762487771,-0.0027868091035764264,0.006267171477810196,-0.006017184601661119,-0.005414327833311194,-0.008252864213454725,0.00495164396571024
2018-08-01,2159.0,1561.4150201931,1832.1090101899,2192.496990398,2456.4726606956,3163.3338513817,0.0055891942244992165,0.004534098810951237,0.011553262048311641,0.012209378652064728,0.0007719457741055535,0.001714880246481254,0.0027868091035763154,0.00452618210418021,-0.0008182762482332739,0.005458673799263458,-0.0041900521513161815,0.008351232980390755
2018-09-01,2163.0,1566.872927893,1832.3914316483,2194.0929536652,2487.8456738416,3149.5290997822,0.0018527095877720612,0.003495488149732884,0.0001541510122102796,0.0007279203913117538,0.012771570247037012,-0.004363988199813318,0.006983240223463749,0.0050687253689480904,-0.0012718666164135417,0.00916123489406151,0.011722615178055396,0.009735361017864541
