date,Brooklyn_All,Brooklyn_Q1,Brooklyn_Q2,Brooklyn_Q3,Brooklyn_Q4,Brooklyn_Q5,Brooklyn_All_MoM,Brooklyn_Q1_MoM,Brooklyn_Q2_MoM,Brooklyn_Q3_MoM,Brooklyn_Q4_MoM,Brooklyn_Q5_MoM,Brooklyn_All_YoY,Brooklyn_Q1_YoY,Brooklyn_Q2_YoY,Brooklyn_Q3_YoY,Brooklyn_Q4_YoY,Brooklyn_Q5_YoY
2010-07-01,618909.0,263778.887108145,412181.671496315,559705.6660359694,662144.1189905333,1092328.1652445204,-0.012121250816037543,-0.013267077397157823,-0.02544359326536172,-0.002228098486001584,-0.0077755506598278235,-0.007535405883924207,-0.06493677197117342,-0.05392713656257497,-0.06919149561152105,-0.025336387693052576,-0.05797509452249194,-0.038054744603554624
2010-08-01,616319.0,265664.3125876173,413449.1405016024,545967.8444935059,662766.9651527288,1112635.9690477424,-0.004184783223381783,0.007147749769295775,0.003075025147736943,-0.024544724801089712,0.0009406504480400368,0.018591302915526464,-0.05884374050359398,-0.04897851928289576,-0.07255581009170053,-0.030818776969311346,-0.05787327191568037,-0.01932598406655761
2010-09-01,615768.0,257855.4003233752,409471.9399806724,538826.7900409948,679518.3460731994,1113792.7537462497,-0.0008940175461084054,-0.029393907627945692,-0.009619564128503955,-0.013079624605247364,0.025274918336658958,0.0010396794016080957,-0.053834948771058544,-0.07303174417715841,-0.084419231150897,-0.03879777557406783,-0.03663717797703736,-0.011769472472432208
2010-10-01,614135.0,256469.1584570935,410590.7686958862,534696.6438875182,684600.1030500219,1107998.1684583765,-0.0026519728209325466,-0.005376043567608901,0.002732369683906999,-0.0076650720227966485,0.007478469133598731,-0.00520257046778505,-0.04800768867083649,-0.038764820644852094,-0.07361037878971466,-0.041615645532252055,-0.04835451199278529,0.027007352342599766
2010-11-01,608834.0,251595.964009015,401801.2244454381,544520.9925839163,676621.2359048142,1118368.9599080717,-0.008631652649661703,-0.019001093454649287,-0.021407067378463762,0.01837368685348406,-0.011654785194539663,0.009359935553074683,-0.03997262624096476,-0.02371061486314663,-0.07464480783543526,-0.028505295133992803,-0.04973285893545698,0.042089827838329485
2010-12-01,594115.0,239106.0261888039,396375.7685141248,537040.8483675468,661504.8365370845,1142659.6118555046,-0.024175719490041603,-0.049642838546343215,-0.013502835733767315,-0.013737108978799761,-0.02234100640887393,0.021719712204306463,-0.050128783360965934,-0.07888827360608575,-0.0629802487905955,-0.06289351208590488,-0.048008294197326995,0.0412631967424999
2011-01-01,591641.0,242644.1949948873,395296.6899352776,521361.3152572046,673685.0024582609,1113771.0087551477,-0.004164176969105315,0.014797489057384094,-0.0027223626279988533,-0.029196164794547008,0.01841281461362909,-0.025281897426518984,-0.05680912389442605,-0.06080943350857815,-0.0775762962421086,-0.07778060102697582,-0.037494858766840666,0.008665448865855518
2011-02-01,598140.0,244067.3700100231,404723.4352223374,527675.3165959277,675420.2932128566,1127067.1779019714,0.010984701871574076,0.005865275347575416,0.023847265932338546,0.012110605742983171,0.002575819185915984,0.011937973822540693,-0.05446463292411874,-0.06553633152748195,-0.06056023851487291,-0.08633627637999064,-0.0039055170712458676,0.009032239249701757
2011-03-01,598533.0,247158.2758259538,403685.7899831302,538988.381933105,673278.195032919,1109568.5227477918,0.0006570368141238792,0.012664150131186158,-0.0025638377936705314,0.021439443880298725,-0.003171504027141503,-0.015525831554027869,-0.032107673499485734,-0.04320014418626472,-0.05100046978310446,-0.05411853733631522,0.016945932130662866,0.006738167920990135
2011-04-01,600929.0,246799.8646208651,407098.949603128,543712.0536606595,661209.0795839695,1108155.690266788,0.004003120964090501,-0.001450128278695062,0.008454990749465097,0.008763958344728762,-0.017925896810543906,-0.0012733170165146745,-0.02962026379361571,-0.043117760139271044,-0.02329407504181913,-0.06579284752269188,-0.011957383890260909,-0.0066018769436870794
2011-05-01,589651.0,238649.8170504154,398515.2655972588,538171.3303425425,664359.2098719114,1110886.763112554,-0.01876760815337586,-0.03302290130089747,-0.021085006518040017,-0.010190547148647644,0.004764196961608569,0.0024645208879525704,-0.05251224830516232,-0.08037612067432043,-0.056171663395068294,-0.055066537968343265,-0.015871367982086104,0.012980285265269176
2011-06-01,597854.0,239037.7877607603,406470.6107982898,534374.9233850794,673960.8106757719,1131311.8856755223,0.013911618906777168,0.0016256903740383688,0.019962460381808045,-0.0070542720197427355,0.014452423720763496,0.018386322747909745,-0.04572843226608647,-0.10581753712156827,-0.03894674291368516,-0.047384516930970566,0.009931788368242822,0.027884318248180273
2011-07-01,601201.0,248768.1233074976,411162.1184079903,535980.5503664244,674334.4803232156,1138713.2008629956,0.0055983567894501984,0.040706265054945456,0.011542058601694771,0.0030046825011433853,0.000554438242587052,0.006542241163721041,-0.028611637575152393,-0.056906615860022325,-0.002473552704620352,-0.04238855725291213,0.018410435104772915,0.042464377550945676
2011-08-01,604307.0,245272.7141220415,411222.8428209218,538754.8458424801,679379.7649382656,1158681.3242816746,0.005166325405313588,-0.014050872511248036,0.0001476897073267036,0.005176112219294149,0.007481872516190702,0.017535691518764995,-0.019489907012440022,-0.07675701063104046,-0.005384695389569871,-0.0132113982971237,0.025065823523217512,0.041384025426879134
2011-09-01,588113.0,232997.2656844015,413218.9745146261,532783.0290754568,680339.8796424166,1148446.77039639,-0.02679763762458487,-0.050048161621157994,0.004854136214834659,-0.011084478985399882,0.0014132224032876728,-0.008832932464523435,-0.044911395200789905,-0.09640338968196605,0.009150894525594477,-0.011216519069287889,0.0012089939498538538,0.03111352316989069
2011-10-01,580540.0,221501.6735270686,406347.3416822898,524199.9629769012,671131.3625560341,1144079.9613465443,-0.012876777081955337,-0.04933788438918363,-0.01662951910765431,-0.016109871430120104,-0.013535171701565485,-0.0038023608602586467,-0.05470295619041421,-0.13634187104752726,-0.010334930390847097,-0.01963109555784892,-0.01967388031930184,0.032564848855635375
2011-11-01,589087.0,230305.8357489838,399806.4310214448,529909.8429025437,680669.243831402,1141570.9763675828,0.014722499741619766,0.03974761039825414,-0.01609684619509366,0.010892560719036437,0.014211645897522107,-0.0021930154042804073,-0.03243412818600799,-0.08462030916866514,-0.004964627538770028,-0.026833032849731375,0.005982679395473811,0.020746298664635843
2011-12-01,584922.0,224101.0015138999,393369.6505139454,542187.2041381131,677472.2352143038,1170128.6985285208,-0.0070702629662511285,-0.026941715197554617,-0.016099742295426323,0.023168773707468837,-0.004696860694193616,0.025016159969139196,-0.015473435277681968,-0.06275469051982685,-0.007584010524781304,0.009582801357121529,0.02413799234002134,0.02403960583538134
2012-01-01,591761.0,228569.4411516639,395602.2798439976,532147.0021283544,701127.7617630933,1184782.1712003455,0.011692157244897583,0.019939400571964194,0.005675652219573335,-0.018517961938476657,0.034917337300629736,0.012522958107302307,0.0002028257000443734,-0.058005730751234275,0.0007730646790136131,0.020687547302639553,0.04073529795779107,0.06375741681817204
2012-02-01,588071.0,226394.5252969851,398704.7270630574,520948.0723711982,690344.5114398877,1182507.538630869,-0.0062356255312533415,-0.009515339599730832,0.00784233907924703,-0.021044804748246992,-0.015379864999339743,-0.0019198740703296746,-0.0168338516066473,-0.07240969865128721,-0.014871162960883533,-0.012748832498225338,0.02209619458728307,0.04918993456281773
2012-03-01,592448.0,223534.3865439527,390698.4138520623,519071.828274541,693456.9417050539,1177472.4412184963,0.007442978823985591,-0.012633427196529823,-0.020080808346495616,-0.0036015952379229166,0.004508517433816417,-0.004257983351380945,-0.010166523817400241,-0.09558202816820416,-0.03217199231018408,-0.03695173092067838,0.02997088992485253,0.061198490294717134
2012-04-01,594169.0,222097.0827931048,399165.6890444808,526030.439365495,700023.5558276224,1150521.182163476,0.0029048962946958135,-0.006429899994671695,0.0216721514401248,0.013405873160339477,0.009469389846214149,-0.022889078428986465,-0.011249249079342105,-0.10009236376895425,-0.01948730294288692,-0.032520180812838695,0.058702273520010895,0.03823063155186124
2012-05-01,590314.0,228546.1805611386,393906.0233642397,528538.3780239939,685756.7107079504,1145546.8364361324,-0.0064880530623442345,0.029037291651603958,-0.013176647754549298,0.004767668315019957,-0.020380521485172887,-0.004323558578895215,0.0011243939211500464,-0.04233666136497549,-0.01156603681445223,-0.017899415623677473,0.032207728165858374,0.03120036575687113
2012-06-01,592961.0,231743.3758736728,391297.7980317468,529093.4795043798,695940.6354292822,1164992.1011071817,0.004484054249094482,0.013989274748255509,-0.006621440591887406,0.0010502576604960456,0.014850638079528578,0.016974657039379393,-0.00818427241433528,-0.030515727054787112,-0.03732819142014787,-0.009883405170368897,0.03261291221290952,0.029770937491343075
2012-07-01,583310.0,215668.1281480831,398963.1819143025,540425.0528824547,695749.7910019,1175843.6367407374,-0.01627594394909615,-0.06936658994021294,0.019589642265080753,0.021416959038485173,-0.00027422515321939844,0.009314686016534068,-0.029758766202983677,-0.13305561307185731,-0.02966940763152448,0.00829228320503761,0.03175769785406768,0.03260736404004261
2012-08-01,579360.0,214358.8810328375,399172.8230561611,540947.678422833,705689.9255100323,1183753.6232587912,-0.0067716994394061425,-0.006070656459477686,0.0005254648833827869,0.0009670638649905694,0.014286938547000139,0.0067270734567899115,-0.041281997395363645,-0.12603861460848054,-0.029302894951310332,0.0040701862772554165,0.03872673566331142,0.02163864942991145
2012-09-01,578746.0,215524.3763676439,398947.8813305484,541382.9417661375,708180.6561102534,1182697.1213740993,-0.0010597901132284315,0.005437121752039253,-0.0005635196401662101,0.0008046311328546718,0.0035294971774195716,-0.0008925015002559933,-0.015927211267222408,-0.07499182132216475,-0.03453639369015127,0.01614149141650434,0.04092186464575587,0.02982319412669665
2012-10-01,589338.0,222873.6594127913,392461.5673477342,552490.8102492427,708968.6030709621,1193621.2939157337,0.018301638369854878,0.03409954441817242,-0.016258549766404062,0.020517581227935233,0.0011126355314992065,0.009236661140209934,0.015154855823888091,0.006194020405696943,-0.03417217958672525,0.05396957129046598,0.05637829287372775,0.04330233396525962
2012-11-01,576123.0,209103.1532561307,387545.3766711128,548163.3600523432,719400.7795069559,1191046.1467538446,-0.022423464972562424,-0.0617861536125085,-0.012526553134476703,-0.007832619324377954,0.014714581704755147,-0.0021574239459495326,-0.022006936157138113,-0.09206315777409335,-0.030667476556109574,0.03444645800466195,0.056902138632765054,0.043339548228257474
2012-12-01,573902.0,204073.5765013404,405644.5139788068,544835.336799978,730697.4505020052,1218772.0366416578,-0.003855079557663954,-0.02405308899684344,0.04670198226375355,-0.006071225285920967,0.01570288956705257,0.023278602565802498,-0.018840118853453935,-0.08936785144763082,0.03120439883662618,0.004884166652502575,0.07856442304364641,0.041570929910793364
2013-01-01,572083.0,204007.9495745595,396591.7165532748,542663.6335212049,727253.1952920473,1214557.7733012873,-0.0031695306864237827,-0.00032158463582609986,-0.022317071015546808,-0.003985980959914093,-0.00471365434160409,-0.003457794578207496,-0.033253289757182336,-0.10745745998830603,0.0025010895024855095,0.019762643312446704,0.03726201550379016,0.025131710136028662
2013-02-01,576264.0,209186.6025150453,388196.784999434,550401.3992112784,710807.8322442942,1251555.892377018,0.007308380077716059,0.02538456443136372,-0.021167692625554513,0.014258861681710755,-0.022612981495597317,0.0304622142223554,-0.020077507647886073,-0.07600856407356327,-0.026355198096162824,0.0565379322856836,0.0296421865681602,0.05839147023628666
2013-03-01,574420.0,203397.7110175308,380128.0439414756,555039.7639696114,719387.5808544214,1272989.473066208,-0.0031999222578540376,-0.02767333771816549,-0.02078518259230344,0.008427240128712876,0.012070419346727812,0.017125548143505087,-0.03042967484066117,-0.090083122501882,-0.027055062257276385,0.06929279097005181,0.03739329378635947,0.08112039696561113
2013-04-01,592165.0,212586.4157958167,384838.424160187,549516.957697704,734711.4822485487,1276127.2525266395,0.03089203022178899,0.04517604810947917,0.012391561984931077,-0.009950289385410205,0.021301314898885204,0.002464890344201942,-0.00337277777871281,-0.04282211579585582,-0.035893027075023065,0.04464859174411795,0.04955251310067044,0.10917319238483714
2013-05-01,608141.0,218121.7477553863,395730.1575675531,558283.2510912748,736404.8003624355,1291056.6606126896,0.02697896701088376,0.02603803229311774,0.028302094394899724,0.01595272588183394,0.002304738873420753,0.011698996363012304,0.03019918213018835,-0.045611931821208596,0.004630886798160594,0.05627760311083896,0.07385722788217097,0.12702215182161147
2013-06-01,608948.0,219129.1652247429,404065.6845216466,558452.7316861314,739727.6304255669,1324287.6802559504,0.0013269948909875318,0.004618601674173162,0.02106366369783319,0.000303574564569864,0.00451223302930126,0.025739396772478385,0.026961300996186877,-0.054431806740427024,0.032629589417888516,0.055489725954009916,0.06291771563141335,0.13673532979097258
2013-07-01,615876.0,221035.9451724594,401165.0762037361,586402.338625549,766591.935004986,1358498.6886005457,0.011376997707521763,0.008701625572118177,-0.007178556430359473,0.050048294785898007,0.03631648119452291,0.025833517033083897,0.05582966175789883,0.02488924566865358,0.00551904132824621,0.08507615532970969,0.10182129397562778,0.15533957590322212
2013-08-01,613305.0,218560.045680899,401707.933063479,588896.4359128485,768002.6625629412,1370146.9038616312,-0.004174541628509609,-0.011201343245907935,0.0013532006945369268,0.0042532185208288276,0.0018402588046351198,0.008574329411451087,0.058590513670256916,0.0195987431349669,0.0063509083306536596,0.08863843843421804,0.08830044868200826,0.15745952277612663
2013-09-01,618277.0,222751.1652797509,401151.623713351,601557.8841333317,772121.2811657358,1373623.7396487156,0.008106896242489503,0.01917605565003866,-0.0013848602537808175,0.021500296908499195,0.005362766046995482,0.0025375642402178933,0.06830457575516724,0.033531190456987714,0.0055238854144374905,0.11115042186384239,0.09028857891527586,0.1614332315722482
2013-10-01,624813.0,223231.0127297208,410376.9960162075,604134.6384707144,794585.0372626173,1358871.4000839144,0.010571313505111757,0.0021541860369944654,0.022997220396267615,0.004283468649230793,0.029093559062335572,-0.010739723796979406,0.060194659092066116,0.0016033896417864124,0.045648874078413115,0.09347454702128699,0.12076195450799898,0.13844433490799202
2013-11-01,613603.0,219062.7075337462,405767.731820384,597507.2937731494,779567.9250715354,1359103.6412844097,-0.017941368057322715,-0.01867260800819559,-0.011231780145009584,-0.010969979662714402,-0.01889931409080714,0.0001709074166111879,0.06505555237336469,0.04762986173343853,0.047019926558781844,0.0900168404471513,0.08363508530782426,0.14110074155279384
2013-12-01,605482.0,203540.5461588915,411867.2636625745,606797.0486315404,780306.1418914611,1354484.6040456798,-0.013234941810910339,-0.07085716026066902,0.015032077131482025,0.015547517085068296,0.0009469563795327929,-0.003398590878885943,0.055026816425103986,-0.0026119517851710405,0.01534040143358828,0.11372557476812473,0.06789224644943492,0.111351888067583
2014-01-01,621906.0,210531.4015461399,425842.0285590742,617337.8431316854,800640.8220655211,1361004.1551399205,0.027125496711710717,0.034346254440091206,0.03393026377534247,0.017371202651556672,0.026059874557399665,0.004813307640978426,0.08709050959388764,0.031976459668284996,0.0737542182171882,0.13760680649620594,0.1009106969189777,0.12057588783164874
2014-02-01,620446.0,212068.6971428693,420594.0943061949,626761.4678900006,788841.5478653146,1387454.6240703717,-0.002347621666296873,0.0073019776880765,-0.012323664412920432,0.015264939389605825,-0.014737287776266927,0.01943452474451246,0.07666972082240076,0.013777625302828334,0.08345589288383248,0.13873523720714664,0.10978173295395166,0.1085838295525483
2014-03-01,619524.0,212074.8633338857,415581.7540232749,618763.0386003926,802799.7400898408,1414583.9548532416,-0.0014860277929102939,2.9076384678639045e-05,-0.011917286406953331,-0.012761520449772856,0.017694544946698754,0.019553310293694892,0.07852094286410649,0.04266101261880495,0.09326780974691173,0.11480848538676969,0.11594884517793624,0.11122989214198253
2014-04-01,626524.0,215846.4592455358,427482.6439577864,624249.0077666176,801029.368516667,1435283.8937540418,0.0112989972946973,0.01778426661396537,0.02863669980526873,0.008866025964695545,-0.002205246819058093,0.014633234619819913,0.058022679489669216,0.015335144710517667,0.11081071202975545,0.13599589425232006,0.09026384896715611,0.12471847216826037
2014-05-01,634879.0,217505.8076618706,431818.6623847042,624220.4995764248,806753.9587741483,1429519.3437655976,0.013335482758840778,0.00768763324696109,0.010143144963204787,-4.5667978383678864e-05,0.007146542289806268,-0.004016313437034902,0.04396677744141564,-0.0028238362284096485,0.091194729860816,0.11810715860857846,0.09553055381644593,0.10724756501949217
2014-06-01,640414.0,219256.5739517066,435106.4920421527,615527.9855554992,827199.9162851698,1461388.0795893737,0.00871819669574836,0.008049285251995109,0.0076139128385315225,-0.013925390189562958,0.025343485815785716,0.022293322551220962,0.05167272082345287,0.0005814320829133912,0.07682119197341342,0.10220247951342443,0.11824931537203742,0.10352765594476065
2014-07-01,652021.0,227074.7960177209,441870.2076520113,616296.6493718394,842528.9039943636,1493769.8589500196,0.018124213399457245,0.035657868428320416,0.015544965964799706,0.0012487877633158284,0.018531176572205155,0.022158234224645357,0.05868876202352413,0.027320673298407483,0.10146728582027076,0.050979180636214316,0.09905787619443673,0.0995740161433818
2014-08-01,658691.0,229735.4116083936,453199.8051876926,631185.2268834324,841509.6989979201,1519709.6755075122,0.010229731864464409,0.011716912829308868,0.025640102771091966,0.024158134766379513,-0.001209697366596596,0.017365336703021983,0.07400233162945025,0.05113178802959628,0.12818236307042663,0.07181023417985544,0.09571195520296083,0.10915820137559873
2014-09-01,651976.0,223612.0407594643,446011.9996190114,636802.4867505284,853196.4914335932,1515207.5866836617,-0.010194461439430591,-0.026654013876481475,-0.015860125018598237,0.00889954268231552,0.013887887982265479,-0.002962466381841611,0.054504696115171614,0.003864740633936714,0.11182897750830523,0.0585888798847245,0.10500320642043626,0.10307323828805859
2014-10-01,658322.0,225136.010802969,456697.7809796651,639785.6510523064,857458.2807761993,1526965.941756505,0.009733487122225437,0.0068152414258586536,0.02395850642983066,0.004684599014366908,0.0049950854057605465,0.007760227163710942,0.05363044622951185,0.00853375187413885,0.11287373662052991,0.05901170088812924,0.0791271425525244,0.12370158181429858
2014-11-01,665146.0,231492.7613433562,458661.3406513832,643326.5738580875,871532.3450271998,1544210.3560383522,0.010365748068574376,0.028235156684687013,0.004299472766226442,0.005534545515294198,0.01641370147858412,0.011293254034212774,0.08400056714194681,0.05674198931233043,0.13035439903933255,0.07668405149600388,0.11796845021198821,0.1361976446321702
2014-12-01,659367.0,226893.5889205628,451362.5669739838,655164.5428689742,867548.1168034559,1508495.2943934784,-0.008688318053480026,-0.019867456745102263,-0.015913208789373523,0.018401181440233838,-0.004571520777716609,-0.023128365578702792,0.08899521373054853,0.11473410680268592,0.09589328115129359,0.07970950805794619,0.1118048035614847,0.11370427532936711
2015-01-01,666401.0,233256.0368756742,458024.8104682343,652387.5005763461,882149.9218699973,1525962.7472889265,0.010667807154437492,0.028041550161820306,0.014760292460483493,-0.004238694420896749,0.016831118394150746,0.011579388388129663,0.07154618222046416,0.10793941028580467,0.07557446130448242,0.05677548822676681,0.10180482628177279,0.12120359186709995
2015-02-01,689690.0,238747.5329726508,478051.2633290814,660336.0469901024,915403.017681501,1529509.6143264933,0.03494742654948002,0.023542782302794496,0.04372351104817729,0.0121837809687253,0.03769551522604364,0.0023243470680187617,0.11160358838641882,0.12580279970224995,0.13660954778185097,0.053568352268257735,0.16043966010496602,0.10238532330475447
2015-03-01,687820.0,235966.2213038921,490414.7597964234,655771.9161824876,905264.8704162613,1520645.7817594926,-0.002711363076164708,-0.011649593334551067,0.02586228175874772,-0.006911830466349134,-0.011075064282524694,-0.005795212062726263,0.11023947417694879,0.11265530291721748,0.1800680733662754,0.059811067037564225,0.1276347328101446,0.07497739992198249
2015-04-01,677878.0,229341.6593690839,477835.2097806009,667175.0220058297,896591.392967348,1505545.1629367867,-0.014454363060102948,-0.02807419595144789,-0.025650838936912,0.017388829167501063,-0.009581148824349017,-0.009930398652889139,0.08196653280640476,0.06252222144722164,0.11778856179196562,0.06876424904989276,0.11929902723497032,0.04895287231223211
2015-05-01,689396.0,241672.3080722387,492760.3587874899,679709.0469594384,883491.631040414,1557492.795531966,0.016991258013978827,0.053765411557046505,0.031234929325827387,0.018786711942430978,-0.014610626456695308,0.034504200786542816,0.08586990591908061,0.11110737993689224,0.14112798197798382,0.08889254265226176,0.09511905263268572,0.08952201474186738
2015-06-01,692996.0,243580.4575390746,496132.8781984879,675771.6293069422,914458.2930686637,1556271.3854646438,0.005221962413475056,0.00789560658420796,0.006844137014788698,-0.005792798654232323,0.035050317332132375,-0.0007842155487499669,0.08210626251143793,0.11093798990367132,0.14025620686538298,0.0978731189566866,0.10548644295729392,0.06492683716287795
2015-07-01,695822.0,242394.8049381563,490876.7553563706,682749.6844228443,927344.7395443092,1583630.582803478,0.004077945615847733,-0.004867601501767016,-0.010594183681603364,0.01032605515425189,0.014091890874981639,0.017579965547375176,0.06717728416722779,0.0674667959152977,0.11090710995151243,0.10782637731153866,0.1006681612320246,0.06015700699478699
2015-08-01,696205.0,238403.9168638162,507593.9611554794,699662.1483288712,938247.4187815209,1586233.0128323669,0.0005504281267336708,-0.01646441257418163,0.0340558105811557,0.02477110468432331,0.011756878291636408,0.001643331504928236,0.05695234943243488,0.0377325602297609,0.12002246105392644,0.10848942359369462,0.11495734380577805,0.04377371441202338
2015-09-01,700720.0,243760.2039382296,507619.1640211172,695223.5634419747,935995.2957065953,1620764.9339668495,0.00648515882534606,0.02246727799138082,4.965162623360442e-05,-0.0063438974046230445,-0.0024003509413864643,0.021769765762737814,0.07476348822656043,0.090103212288279,0.13812893925439518,0.09174128227663947,0.09704541111494547,0.06966527108950227
2015-10-01,698159.0,238522.2042156513,506374.0278994404,706228.0226669828,923595.019083219,1603563.8068718943,-0.003654812193172763,-0.021488330079940554,-0.002452894236327552,0.01582866261109772,-0.013248225370636302,-0.010612968441299553,0.06051294047593725,0.05945825088105261,0.10877269167635206,0.10385098744461274,0.07713114420814793,0.05016344046762233
2015-11-01,710929.0,249544.5326800507,500327.537779626,702275.3868175737,918235.5663121486,1589249.781603659,0.018290962373900488,0.046210911477381655,-0.011940758780415006,-0.005596826694135526,-0.005802816884385442,-0.008926383351191891,0.06883150466213439,0.0779798522940407,0.09084305441803564,0.09163124197709549,0.0535874790550559,0.029166638721977556
2015-12-01,715700.0,252080.6141274121,506029.4964629081,705975.3079821003,922267.7595953628,1602941.8173953795,0.0067109373791194304,0.010162841157545843,0.011396451829508436,0.00526847620460269,0.004391240582640954,0.008615408320461926,0.08543497020627355,0.1110080955864623,0.12111533717875922,0.07755420476606556,0.06307389957057996,0.06260975645925049
2016-01-01,704347.0,248748.3684764473,489617.697877745,699048.7847892602,945360.6557572178,1598907.690437228,-0.015862791672488497,-0.013218968314955504,-0.03243249395515435,-0.009811282511619557,0.02503925342894653,-0.0025167020501758453,0.05694169126396864,0.06641770909033551,0.0689763669728145,0.07152387832644203,0.07165531880706322,0.047802571378559255
2016-02-01,688265.0,248478.0402098717,481412.5894735586,716920.1652115087,919453.3581249203,1599605.869822867,-0.022832495914655748,-0.0010867539282020111,-0.016758194076218258,0.025565283584086496,-0.027404670878275805,0.0004366602211089976,-0.0020661456596441363,0.040756472396033194,0.007031308987804685,0.08568988241566422,0.004424652710538268,0.045829234965116594
2016-03-01,702331.0,249363.0412935899,493178.469169764,725733.9510636745,961442.8595038886,1619220.885501498,0.02043689567245166,0.0035616873143828887,0.024440324066040464,0.0122939572352041,0.04566789713466202,0.012262405414155575,0.021097089354773058,0.056774312508248936,0.005635453089723352,0.1066865371247736,0.062056963573319024,0.06482450083013225
2016-04-01,700723.0,254194.5210016955,490239.4467113632,707404.1072288548,960541.0904121445,1590581.8217180723,-0.0022895187596730926,0.019375283855385783,-0.005959348678275633,-0.025256974415975075,-0.0009379331104600874,-0.017686940700839315,0.03370075441303588,0.10836610191528884,0.025959235897366595,0.06029764888691158,0.07132535282672015,0.056482303470331674
2016-05-01,699912.0,243064.5017863155,502631.8619780766,725278.0501678674,965613.7886594565,1616387.4997831401,-0.0011573760244776299,-0.04378544105325455,0.02527829074107446,0.02526694820734221,0.005281084065998032,0.016224049409287122,0.01525393242780626,0.005760667099933725,0.0200330708721721,0.06704192538303588,0.09295182289653847,0.037813789200263015
2016-06-01,702547.0,251107.0226592968,492269.1066257982,702503.7108978282,963374.3694083417,1613384.774115817,0.003764758998274109,0.033088010852574845,-0.02061698856792793,-0.031400838981364476,-0.002319166604097256,-0.001857676867537017,0.013782186332965907,0.030899708442393425,-0.007787775699767074,0.03955786308801068,0.05349186147738849,0.036698861898126545
2016-07-01,714902.0,261985.5272596033,496696.4879640553,708645.5791290625,959060.4058970707,1618374.767701933,0.0175860120390523,0.04332218384456121,0.008993823253716116,0.008742826743768584,-0.004477972061806557,0.0030928726154928476,0.02742080589576079,0.08082154370612549,0.011855791793318193,0.037928827060695,0.034200513574214275,0.021939576865803945
2016-08-01,706787.0,255360.1035513779,493611.6111584033,712377.7105101254,955203.2813595553,1652413.0445794335,-0.011351206179308515,-0.025289273714956817,-0.006210788440032755,0.005266569764888374,-0.0040217743468489164,0.02103238233615956,0.01519954611070018,0.07112377560997696,-0.027546328496987904,0.01817386035763824,0.018071845697219757,0.041721506999085944
2016-09-01,704850.0,253614.7615321667,493800.7263200789,708662.8286820692,948400.4232149473,1660309.6367395015,-0.0027405710631349667,-0.006834826564283691,0.0003831254318182875,-0.0052147642651479975,-0.0071218957025831475,0.004778824632238221,0.005893937664116944,0.0404272618529411,-0.027222056771015524,0.019330854054425695,0.013253407966102193,0.024398789697322565
2016-10-01,696397.0,244254.9074499632,492927.5327354789,719508.25306206,944455.4016501708,1655965.224943543,-0.011992622543803622,-0.036905793754502536,-0.0017683116651270314,0.015304068367971935,-0.004159658165696967,-0.0026166274650371024,-0.002523780399593778,0.02403425397297143,-0.02655447243165443,0.018804451209576856,0.02258607088164921,0.032678099771950686
2016-11-01,706699.0,255428.3261135741,501489.0135878933,724844.9721261599,920619.8398129714,1655294.35968591,0.01479328601358132,0.04574490961210187,0.017368639980207323,0.007417175607629334,-0.02523736091249351,-0.0004051203778485668,-0.00594996124788838,0.023578130004824338,0.002321430903886812,0.03213779912017478,0.002596581518181207,0.041557078595667596
2016-12-01,706688.0,262425.1602178208,492985.1800018302,724306.4486899135,921857.3377410683,1615104.1431988748,-1.5565325548805298e-05,0.027392553561720545,-0.016957168264210898,-0.000742949812656879,0.0013442008031765429,-0.024279800297671073,-0.012591868101159753,0.04103665855550531,-0.025777778869129686,0.02596569667600601,-0.00044501377178640666,0.007587502972040472
2017-01-01,710363.0,268072.0183448283,496072.0884995651,712110.3889225279,935874.4922007497,1622908.8448145417,0.005200314707480613,0.02151797534321953,0.006261665914020886,-0.01683825926090421,0.015205340225450836,0.004832320967370629,0.00854124458541028,0.07768352406383983,0.013182510864694352,0.018684824889875662,-0.01003443870727816,0.015010969376693994
2017-02-01,709353.0,265164.9044420336,492736.2136815332,712607.9080266646,951090.6696627553,1646045.1458031635,-0.0014218082867492043,-0.010844525738807897,-0.006724576720536168,0.0006986544668861061,0.01625877998472225,0.014256069318092646,0.030639361292525313,0.06715629364296216,0.023521661991343867,-0.006014975438125569,0.03440882700385628,0.029031698905580328
2017-03-01,731511.0,269311.5144511256,500972.7930265311,741556.6535996168,994817.5284869395,1650959.8015579297,0.031236915893779305,0.015637853802023205,0.016716001617696152,0.040623665899409245,0.045975489213545995,0.002985735699471359,0.0415473615716806,0.07999771359080099,0.01580426629306908,0.021802345767001352,0.03471310713178766,0.019601350464672374
2017-04-01,727573.0,269220.1281315199,498700.5292110349,767875.1657904587,973047.8887594957,1634756.9311680633,-0.0053833776935685584,-0.00033933313171530255,-0.0045357030304356005,0.035490898858621556,-0.021883048000324368,-0.009814212541441991,0.038317566285108295,0.05911066481926319,0.01725908136611709,0.08548304702172249,0.013020576081742341,0.027772924879950533
