date,Brooklyn_All,Brooklyn_Q1,Brooklyn_Q2,Brooklyn_Q3,Brooklyn_Q4,Brooklyn_Q5,Brooklyn_All_MoM,Brooklyn_Q1_MoM,Brooklyn_Q2_MoM,Brooklyn_Q3_MoM,Brooklyn_Q4_MoM,Brooklyn_Q5_MoM,Brooklyn_All_YoY,Brooklyn_Q1_YoY,Brooklyn_Q2_YoY,Brooklyn_Q3_YoY,Brooklyn_Q4_YoY,Brooklyn_Q5_YoY
2014-12-01,2403.0,1478.9320904606,2019.0536181607,2409.2596682114,2965.4223555587,3893.7418022117,0.00041631973355538143,0.002499005353651773,-0.000324131308663933,-0.010945786388478873,0.008252840786091342,0.0021286228678165653,0.03801295896328294,0.055887398739025373,0.03874343383007317,0.019691203586214234,0.039653253927393495,0.03628996853467181
2015-01-01,2414.0,1493.5950168757,2029.7729456974,2433.4229732408,2954.1773288327,3899.0857301128,0.004577611319184438,0.009914536650924566,0.0053090851279447016,0.010029348578826536,-0.003792048948751292,0.0013724402316723783,0.043215211754537686,0.06791397893426421,0.05049966785523008,0.02414639517737438,0.04239898891076743,0.0339806400438587
2015-02-01,2418.0,1497.2346049514,2029.439789668,2438.7985541812,2951.5969600491,3907.2601541851,0.001657000828500399,0.002436797146868619,-0.00016413462900188858,0.00220906147410993,-0.0008734644188131968,0.0020964976505053468,0.041792330891856855,0.07250021570423404,0.04559219401772374,0.029384916363582647,0.033322779712299244,0.03320843888040503
2015-03-01,2424.0,1500.2994877562,2037.6045323055,2443.4586614971,2956.8329836219,3919.4542524235,0.002481389578163684,0.0020470290992904427,0.0040231509597215,0.001910820927751633,0.001773962923689032,0.0031208820905714862,0.04618040569702209,0.07840792073332059,0.051581340220961724,0.03777295684570592,0.03870199443103606,0.03259384206559224
2015-04-01,2440.0,1512.3647282764,2055.4155644364,2469.0091801267,2978.9435240538,3932.8389615774,0.0066006600660066805,0.008041888048795132,0.008741162403455904,0.010456701818702063,0.007477777931446106,0.0034149420536351283,0.043627031650983694,0.07358686291971717,0.05085212877521261,0.03799241781397367,0.04085145065190243,0.028066149978724253
2015-05-01,2458.0,1531.67814051,2061.4386255301,2481.8939085547,2992.0627816383,3966.357801625,0.007377049180327777,0.012770340297218574,0.0029303373964435497,0.005218582632948721,0.0044039967453450846,0.00852281020785961,0.041525423728813626,0.07659341142410514,0.03926035621328783,0.03750879748638658,0.03177790245484613,0.028510880861427834
2015-06-01,2475.0,1540.8324314708,2075.2241514483,2497.9641448474,3015.4747756716,3995.7134651112,0.006916192026037438,0.005976641383516723,0.006687332694493842,0.006474989215819571,0.007824700128946205,0.007401163726119986,0.04166666666666674,0.06550419314560552,0.0463485566825681,0.03742442482676611,0.029928371773653373,0.03295946441161779
2015-07-01,2489.0,1558.5894160213,2090.4834809337,2503.1826882709,3037.1423591381,4012.6366242209,0.005656565656565693,0.011524280114970198,0.007353099410851938,0.0020891186265681316,0.007185463344383081,0.004235328498268354,0.043168482816429155,0.06699768577545218,0.04566918656937191,0.037984151265772814,0.032642083670880506,0.03518398565268699
2015-08-01,2499.0,1568.1608823656,2098.1956241813,2516.1704991139,3043.5656508552,4028.3206976226,0.004017677782241824,0.006141108264891004,0.003689167275388261,0.005188518961822597,0.002114912953544712,0.003908670251133284,0.03995006242197263,0.06272224854129771,0.039096524132388843,0.03136491969389943,0.028787679097020513,0.03661861889730211
2015-09-01,2510.0,1582.9310062515,2117.3690656047,2524.954158561,3056.547574038,4016.3089708342,0.004401760704281665,0.009418755468264983,0.009138061867268288,0.0034908840439045186,0.004265366570670892,-0.002981819892216908,0.043659043659043606,0.0670143387201223,0.04730026507328566,0.03637084238870347,0.03613045861228681,0.03530214050369462
2015-10-01,2504.0,1578.4533952065,2121.9846798356,2509.1302527958,3046.2965336572,4000.1465642633,-0.0023904382470119057,-0.0028286836427592332,0.0021798817720906083,-0.006267007150030035,-0.0033537970970487496,-0.004024194026970629,0.04289879216992909,0.07057175535023319,0.05075542722003723,0.03011247969553965,0.03518595985554218,0.031192539712547873
2015-11-01,2501.0,1584.1101620182,2119.5723482104,2494.7934554288,3035.2719264048,3994.0446926338,-0.0011980830670926812,0.003583740152784065,-0.0011368280120604979,-0.005713851383771451,-0.003619019727920114,-0.0015254120146530603,0.04121565362198165,0.07379430876996396,0.04944480393819872,0.024167719129307264,0.032001912516550046,0.027943482340847314
2015-12-01,2498.0,1581.6215305079,2101.7544483497,2498.341990415,3029.9844835755,4003.0812402589,-0.0011995201919232645,-0.001570996493785226,-0.008406365499032842,0.0014223762606393464,-0.0017419997145241561,0.002262505385021374,0.03953391593841027,0.06943485823971685,0.040960195135549826,0.03697497757463952,0.021771646759112695,0.028080813675188665
2016-01-01,2499.0,1588.9729183048,2101.0526690098,2499.005194249,3017.9906901453,4001.8487441554,0.0004003202562050667,0.004648006906266211,-0.0003339016793569849,0.0002654575860887576,-0.003958367937266338,-0.0003078868575299154,0.035211267605633756,0.0638579403060755,0.03511709201932889,0.026950604859647065,0.021601059858453064,0.02635566929163846
2016-02-01,2500.0,1600.1378915948,2112.8187738868,2491.6210548096,3028.7992442356,3991.7616587478,0.0004001600640255454,0.007026534663606032,0.0056000999168408505,-0.00295483156913523,0.003581374232065393,-0.0025206063628295805,0.03391232423490487,0.06872889946778948,0.041084729216056326,0.021659230746155167,0.026156106416783897,0.021626792490945235
2016-03-01,2505.0,1601.6471438586,2123.0049607888,2496.4385500434,3022.4174676344,4002.4961107174,0.0020000000000000018,0.0009432013776611292,0.004821136118201563,0.0019334782969908648,-0.002107031891712685,0.002689151529394529,0.033415841584158334,0.06755161681350175,0.04191217045766549,0.021682334709046902,0.022180652196379436,0.02118709721960732
2016-04-01,2515.0,1617.7669567305,2130.7888399375,2507.676594342,3030.1179054501,4013.6529813047,0.003992015968063978,0.010064521972714235,0.003666444164034388,0.004501630652356647,0.0025477743886010984,0.0027874781832830653,0.03073770491803285,0.06969365688277063,0.03667057737872481,0.015661105890791394,0.01717870143662914,0.02054851991572182
2016-05-01,2522.0,1627.7596154706,2139.0233848511,2529.3204825238,3031.178929068,4018.380341287,0.002783300198807126,0.0061768221303613036,0.0038645523006595184,0.008631052437397368,0.0003501591855523678,0.0011778198076215496,0.026037428803905582,0.0627295463840778,0.03763622082178131,0.019109025492841658,0.013073304367056782,0.013115947240233128
2016-06-01,2530.0,1631.6729960701,2143.9641117992,2544.811616255,3038.9444641294,4027.025618553,0.003172085646312439,0.0024041514252512997,0.002309805018070765,0.006124622734934304,0.0025618860658245257,0.002151433296936567,0.022222222222222143,0.05895551180253156,0.03312411350982325,0.018754260946552526,0.0077830823348779,0.007836436149689874
2016-07-01,2539.0,1643.037835986,2155.1613943783,2553.1036422769,3048.0806192391,4030.2413353418,0.0035573122529644063,0.006965145555066554,0.005222700565497451,0.0032584046571204617,0.0030063580356731734,0.0007985339785236967,0.020088388911209343,0.05418259555507321,0.030939212882807432,0.019942992670855864,0.0036014973312294973,0.004387317559391146
2016-08-01,2545.0,1656.5369428822,2161.8797639257,2552.0834513949,3053.8613512342,4023.0350718706,0.0023631350925561456,0.008215944027910593,0.003117339408976516,-0.00039958851066856926,0.0018965154525809602,-0.0017880476307975401,0.018407362945177974,0.05635650111567836,0.030351859955503047,0.014272861196666486,0.0033827758491449256,-0.0013121164248715012
2016-09-01,2547.0,1653.5934216597,2160.2027787486,2555.9645967556,3058.826080681,4024.4027560573,0.0007858546168959535,-0.0017769125132691688,-0.0007757069588619769,0.0015207752546566589,0.001625721955187398,0.0003399632770448857,0.014741035856573603,0.04464023708495923,0.02022968685039661,0.012281584633707876,0.0007454510645779067,0.0020152297250723983
2016-10-01,2536.0,1652.3106435652,2160.6728302742,2537.9829594158,3041.4637905353,4007.4313863439,-0.004318806438947775,-0.0007757518128079788,0.00021759601932935801,-0.007035166826107386,-0.005676128582581708,-0.004217115120462411,0.012779552715654896,0.046790895811680056,0.018232059263310507,0.011499086820164317,-0.001586432268987914,0.001821138791683552
2016-11-01,2533.0,1656.8810877943,2147.3434634434,2517.9188646996,3035.6194205084,4007.19554464,-0.0011829652996845352,0.0027660925909416267,-0.006169081521290809,-0.007905527750595498,-0.001921564887633176,-5.885108967895736e-05,0.012794882047181044,0.04593804617943209,0.013102225671347334,0.009269468468613207,0.00011448532850599769,0.0032926151353425137
2016-12-01,2520.0,1651.3885383619,2136.0283435969,2498.6184911337,3005.6551673174,3991.2847567426,-0.0051322542439794505,-0.003314993135513311,-0.005269357249610973,-0.007665208691385872,-0.009870885984113786,-0.003970554398994186,0.008807045636509248,0.04411106355614414,0.01630727855678482,0.00011067368669337441,-0.008029518431523552,-0.00294685089017499
2017-01-01,2516.0,1650.6654511616,2131.9337527227,2506.5222011241,2997.1107747271,3965.5488132632,-0.0015873015873015817,-0.00043786618563868007,-0.0019169178566728062,0.0031632320093868405,-0.002842772079514999,-0.0064480349180607854,0.006802721088435382,0.03882541492438829,0.014697910322949648,0.003007999700200381,-0.006918482381797819,-0.009070790330397926
2017-02-01,2516.0,1652.4907437632,2138.2409218377,2502.9372348564,3004.581853272,3957.0252696037,0.0,0.0011057919703325592,0.0029584264083934997,-0.0014302551424008048,0.0024927602302522445,-0.002149398244952083,0.006399999999999961,0.03271771291924219,0.012032337209941124,0.004541693860290907,-0.007995706882749087,-0.008702019838277786
2017-03-01,2517.0,1653.1011665895,2132.223948635,2505.1861575798,3002.6026365285,3966.9076812683,0.0003974562798092496,0.0003693956099928286,-0.002813982812343241,0.0008985134313719279,-0.0006587328420906147,0.002497434560378764,0.004790419161676551,0.03212569193420456,0.004342424071762219,0.0035040347923835924,-0.006555954403416275,-0.008891558783481468
2017-04-01,2525.0,1658.1682691049,2142.1986036432,2510.4628009917,3011.4162794707,3989.0560525689,0.0031783869686135002,0.0030652101745556326,0.004678052234891039,0.0021062879482769414,0.0029353344445171015,0.0055832837767273436,0.003976143141153132,0.024973505736605617,0.00535471347129568,0.0011110709634514215,-0.006171913622820546,-0.0061283147422984685
2017-05-01,2540.0,1672.031897675,2152.6186210099,2521.5295396878,3025.3007262051,4015.0628975748,0.005940594059405946,0.0083608092305274,0.004864169619464231,0.004408246436365504,0.004610603598397489,0.006519548650902429,0.007137192704202988,0.02719829253879147,0.006355814646573421,-0.003080251352025609,-0.0019392464121895658,-0.0008255673755206416
2017-06-01,2548.0,1672.7881186327,2162.0525997109,2532.1431663324,3036.609762255,4037.8089864012,0.0031496062992126816,0.0004522766334491557,0.0043825592740500685,0.004209201787068517,0.0037381526907196427,0.005665188667440146,0.007114624505928813,0.025198138757965616,0.008436935959958758,-0.0049781484184054925,-0.0007682607898754634,0.0026777499995329634
2017-07-01,2559.0,1678.3286148213,2174.3260968306,2566.2539726616,3048.1757231036,4037.4996471043,0.004317111459968492,0.0033121326765095382,0.005676780075258625,0.01347112074180501,0.0038088400400881905,-7.661068117426062e-05,0.007877116975187004,0.02147898122755154,0.00889246740512828,0.00515072328711752,3.12012300132114e-05,0.0018009620661796344
2017-08-01,2568.0,1684.1281051048,2180.4063292128,2576.0397968171,3064.4309040004,4040.866120379,0.003516998827667095,0.0034555153456150567,0.002796375571751941,0.0038132718973837854,0.005332757154908885,0.0008338015031443824,0.009037328094302577,0.016655929311539586,0.008569655721027747,0.009386975731183966,0.0034610453948502595,0.0044322378974710475
2017-09-01,2566.0,1689.2629706254,2179.1503681783,2566.8419405869,3065.1678123407,4039.3339274909,-0.0007788161993769194,0.0030489756123870393,-0.0005760215505121735,-0.0035705412010966775,0.0002404715144133096,-0.0003791743756055288,0.007459756576364329,0.021570930616002792,0.008771208710636191,0.004255670773025244,0.002073256697970871,0.0037101583361969226
2017-10-01,2553.0,1683.617349007,2163.430597294,2552.3870055005,3045.7106223869,4010.9552769726,-0.005066250974279041,-0.0033420620214683616,-0.00721371554430239,-0.005631408330150189,-0.006347838403973571,-0.007025576747978213,0.006703470031545811,0.01894722736533927,0.0012763464144871506,0.005675391172845101,0.0013963118235422733,0.0008793389802526086
2017-11-01,2538.0,1678.5960837311,2149.6215988492,2526.0755080842,3014.1700598288,3986.2926376803,-0.005875440658049347,-0.002982426665335547,-0.0063829172343556895,-0.010308584614949656,-0.0103557318696883,-0.006148819318403165,0.001973943939992173,0.013105947129680828,0.0010609087202784195,0.0032394385295544392,-0.007065892560407905,-0.005216343132458334
2017-12-01,2533.0,1681.1548719769,2136.1544996185,2514.6692190325,2997.7110043152,3971.784335863,-0.0019700551615444706,0.0015243620967544391,-0.006264869704467824,-0.0045154188840342835,-0.005460559685386279,-0.003639547603746074,0.00515873015873014,0.01802503343309314,5.9061024156426e-05,0.006423840996837127,-0.002643071995943602,-0.004885750345589246
2018-01-01,2530.0,1681.3750288118,2138.0511178477,2500.5351065269,2984.9357700354,3970.7162019743,-0.0011843663639952151,0.00013095571298604725,0.0008878656621227332,-0.005620664697617017,-0.00426166306939213,-0.00026893048523690677,0.00556438791732905,0.01860436203386273,0.002869397380283356,-0.0023886062507304517,-0.004062247146273235,0.0013030702569634123
2018-02-01,2534.0,1683.4807609287,2138.3532094782,2503.7448805821,2988.1814839939,3977.7490809391,0.0015810276679841806,0.0012523869337992544,0.00014129298779530508,0.0012836348695213218,0.001087364757085485,0.0017711865081930789,0.007154213036566048,0.018753519366121685,5.251402653128068e-05,0.0003226791764701087,-0.00545845314889315,0.005237219861746301
2018-03-01,2543.0,1693.0302148721,2142.3023579874,2511.5674400441,3000.6977309373,3983.9174087351,0.003551696921862746,0.005672446139587617,0.00184681767805972,0.0031243436672274694,0.004188583260569256,0.0015507081192118743,0.01032975764799371,0.02415402583314208,0.004726712388186005,0.0025472288536292353,-0.0006344181437882845,0.004287906055167268
2018-04-01,2555.0,1697.4273183768,2152.892642498,2529.1562969006,3018.4234687108,4005.5589903952,0.004718836020448203,0.002597179581365072,0.004943412619192289,0.0070031393846192724,0.005907205377851721,0.005432236524946399,0.011881188118811892,0.023676155190867743,0.0049920856248402146,0.007446234973693011,0.002326874994954764,0.004137053380253164
2018-05-01,2571.0,1706.5865069116,2173.5537536658,2539.2106040276,3040.5614168232,4042.7785689829,0.006262230919765077,0.005395923840532113,0.009596907323640158,0.003975360138604778,0.007334275108142885,0.009291981138449756,0.012204724409448753,0.020666238057210018,0.009725425791438314,0.007012039344178822,0.0050443549250862585,0.006902923345196266
2018-06-01,2584.0,1710.7393275499,2182.7270116259,2553.7595334339,3066.2130674829,4070.0207752323,0.005056398288603603,0.002433407636519558,0.004220396180508068,0.005729705674363039,0.008436484958919577,0.006738485866727428,0.014128728414442682,0.02268739746204118,0.009562400062683496,0.008536787093602394,0.009748801309891197,0.007977541518082054
2018-07-01,2594.0,1721.3266527525,2195.3380799202,2566.5211097017,3075.2533106279,4090.1843336317,0.0038699690402477227,0.006188742511556766,0.005777666298684814,0.004997172247709791,0.002948341470744964,0.004954165964484503,0.013677217663149666,0.025619558381764218,0.009663676078867978,0.00010409610387185353,0.00888321080673471,0.013048839908923693
2018-08-01,2601.0,1722.2714250286,2207.2400126683,2576.2000790411,3081.7336545689,4089.0570878465,0.002698535080956077,0.0005488628637622117,0.005421457795936613,0.003771240884328675,0.0021072553336025646,-0.00027559779541752594,0.012850467289719614,0.022648704577866274,0.012306735261215396,6.222039900083409e-05,0.005646317737467044,0.011925900545049384
2018-09-01,2604.0,1729.4344708508,2218.7376842703,2584.5405501043,3074.053172432,4089.7783864298,0.0011534025374855261,0.004159069074771926,0.005209071752962924,0.0032375090471641332,-0.002492260200849361,0.00017639728861795767,0.014809041309431059,0.023780489434707563,0.01816639946930043,0.0068950912939163,0.0028988168463490727,0.01248831115337734
