date,Queens_All,Queens_Q1,Queens_Q2,Queens_Q3,Queens_Q4,Queens_Q5,Queens_All_MoM,Queens_Q1_MoM,Queens_Q2_MoM,Queens_Q3_MoM,Queens_Q4_MoM,Queens_Q5_MoM,Queens_All_YoY,Queens_Q1_YoY,Queens_Q2_YoY,Queens_Q3_YoY,Queens_Q4_YoY,Queens_Q5_YoY
2010-09-01,469930.0,208272.9434946514,323379.7818434391,433230.9227980424,524312.4452635848,736429.0574058912,-0.0048473271935267626,-0.008807937520442843,-0.014157437790666583,-0.004110587775076002,0.00896801292401106,-0.011067573265559849,-0.03216970445886114,-0.05656429817836173,-0.05741309638829606,-0.01916303700041544,-0.020725892356814546,-0.031174955584733377
2010-10-01,465844.0,209657.9557239602,322098.9894013277,434870.0741108523,522185.5472411073,719845.1422505971,-0.008694912008171407,0.006649986340373504,-0.00396064477132807,0.0037835510499188985,-0.0040565468962086015,-0.022519365563482552,-0.04133714457402393,-0.053960928419519716,-0.06065301359097375,-0.02927761070952195,-0.011833034187090252,-0.014661840540264537
2010-11-01,463931.0,206699.3693814615,324353.6299074377,421605.0714705052,521721.9243399189,733071.1017100767,-0.004106524931092759,-0.014111490939051508,0.006999837255933894,-0.03050336969603873,-0.0008878508867928847,0.01837333987991996,-0.039392822534558,-0.0644601489055372,-0.03175419528050494,-0.026956993538710172,-0.011760067170238031,-0.04444194747218755
2010-12-01,459836.0,203903.600680722,315665.9723804339,425350.7666799728,518613.7765890072,740125.652126089,-0.008826743632134981,-0.013525772764114818,-0.02678452382198737,0.008884369432281991,-0.005957479657087705,0.0096232826523317,-0.05121941154623855,-0.0790687698803394,-0.05940284182909372,-0.026193508783535657,-0.026307993144857433,-0.03743075434511889
2011-01-01,463872.0,201208.7698562248,319431.9627085011,424098.8927319731,536513.850028381,749683.4596497978,0.008777042249845657,-0.013216200280429802,0.011930301830342716,-0.002943156674598435,0.034515229342932274,0.012913763353902041,-0.035573056787987944,-0.055330587008439625,-0.06253416133743939,-0.011790839968852884,-0.005905619482579505,-0.020994809631170286
2011-02-01,461223.0,199466.8160821666,319044.2599629557,427352.842127266,518842.4834903411,746884.6343413941,-0.0057106270695364,-0.008657444580089213,-0.0012137255841838668,0.00767261940801478,-0.032937391154217344,-0.0037333427493666527,-0.030506415322784086,-0.022327557138262843,-0.05826137020699207,-0.020340513079645017,-0.025901673038059903,-0.027955859286937335
2011-03-01,461881.0,201928.9986280832,313649.6563177491,412913.3407950212,521761.3160363238,761904.0478327406,0.0014266417763206807,0.012343820362091584,-0.016908637208621013,-0.033788242194361495,0.00562566219779681,0.020109415565351174,-0.027764271024752096,-0.01703651860017985,-0.07367339345866519,-0.04480418326506597,-0.027101909734374097,-0.01352543862785216
2011-04-01,456316.0,201726.9053052323,311697.1027942282,409849.5090609299,517835.928717627,743674.460484472,-0.012048557961899298,-0.0010008137722860022,-0.006225269131310163,-0.007420035710622108,-0.007523339117044614,-0.023926355818850498,-0.04148785780152797,-0.04158675754329977,-0.06988934495891364,-0.058899486693576586,-0.02705105243878103,-0.012432856561380157
2011-05-01,461852.0,200676.7072884666,310269.5346456847,410724.8109632267,519927.8492354952,762130.226015496,0.012131943653082455,-0.005206038407106095,-0.004579985299016154,0.0021356665872367397,0.004039736143933936,0.024816995219925753,-0.0339198607729444,-0.05271788707342251,-0.06952182475261603,-0.05625993287967146,-0.014822887254320238,0.026716674007240204
2011-06-01,462982.0,202805.6735668628,310930.5538970064,410287.1023166832,506216.7455026084,749176.309293514,0.0024466712280124536,0.01060893567152199,0.00213046779496584,-0.0010656980899619306,-0.026371166216711872,-0.016996985921561625,-0.032468930178320976,-0.039761748037680844,-0.06295131179338131,-0.0609421936342176,-0.04788605228814258,0.03412428263628264
2011-07-01,462485.0,202174.2675162029,308654.6800462159,422303.6993704939,512548.0930127112,745711.2821684481,-0.001073475858672679,-0.0031133549646564784,-0.007319556802205973,0.029288264208060744,0.012507187022856359,-0.0046251157198676784,-0.022193233569142157,-0.031688290274770825,-0.061966569736607635,-0.0364513511882989,-0.001398743494124166,-0.0048780863469648494
2011-08-01,459234.0,201374.0323719307,306696.2892805894,421941.1140456259,517984.6817497459,730344.1803187598,-0.0070294171702866,-0.003958145386667833,-0.006344924902267013,-0.0008585890329837476,0.010606982663966091,-0.02060730770359598,-0.027497834691107337,-0.04164055528564148,-0.06501806043380665,-0.030063031173990895,-0.0032089076058868793,-0.019238804701422585
2011-09-01,454204.0,203304.5763283649,301997.0175526417,418301.9930216536,515569.9481456803,742920.5506752799,-0.010953021771036076,0.009586856526111465,-0.015322232097984223,-0.008624713029455555,-0.004661785742212765,0.017219785815272948,-0.033464558551273615,-0.023855077298670313,-0.06612276181554744,-0.03445952029455701,-0.01667421247937284,0.008814825004672233
2011-10-01,443838.0,193599.023509896,297374.9435758239,413082.7003969093,506276.1423607206,746328.7098464167,-0.02282234414492168,-0.04773897859924747,-0.015305031865131213,-0.01247733147777308,-0.018026275228775757,0.00458751500148824,-0.047238989876439375,-0.07659586376587446,-0.07675915367340125,-0.05010088072509955,-0.03046695751048989,0.036790645711685555
2011-11-01,442971.0,190993.0680613285,297756.6679947882,410585.5721725839,500699.8588897448,749255.4914052467,-0.0019534154353615385,-0.01346058157382346,0.0012836468815233815,-0.006045104822656744,-0.011014312159712047,0.0039215717152729646,-0.045179132241648046,-0.0759862082169549,-0.08199988981236195,-0.026137017895649817,-0.040293620929906626,0.022077516979479572
2011-12-01,446729.0,194763.1134342124,298692.4591066674,405783.9250708681,517132.6456520369,747499.4651670518,0.008483625338904899,0.01973917384097601,0.0031428048889086124,-0.011694631831089985,0.03281963529754184,-0.002343694852207756,-0.02850364042832665,-0.04482749307022804,-0.05377048766380932,-0.04600166061020994,-0.0028559421361921133,0.009962920511916717
2012-01-01,445310.0,195551.3768621127,294475.8022103654,407963.8702215125,505681.2069678973,724324.0694022457,-0.0031764223947852166,0.004047293216877801,-0.014117051729103491,0.005372182129352865,-0.022144103220752553,-0.031003896116001628,-0.040015349061810146,-0.028117029879734523,-0.07812668552805258,-0.03804542475110351,-0.05746849416627864,-0.033826797058318814
2012-02-01,445675.0,196535.1109119043,296349.0397842532,403434.3219919181,496533.8459348191,729357.147636904,0.0008196537243718716,0.005030565703893153,0.006361261468097235,-0.011102817088030403,-0.018089185255521945,0.006948655232197343,-0.03371037437421809,-0.014697708761013284,-0.07113502114514658,-0.05596902085940725,-0.04299693696138385,-0.02346746190587501
2012-03-01,446069.0,193387.6952456665,293917.041547582,414111.9508093072,499131.2661907743,738778.3049418608,0.0008840522802491257,-0.016014521026976314,-0.008206533209764166,0.02646683297709873,0.005231104137654707,0.0129170699642569,-0.03423392605454656,-0.042298547709575196,-0.06291291692083534,0.0029028125174599406,-0.04337241790453872,-0.03035256599129721
2012-04-01,446916.0,196533.3066680589,294681.0346666104,410094.4633031156,504658.2489059663,734880.2389816926,0.0018988093770246905,0.016265830245282498,0.0025993495137461853,-0.009701452707027935,0.011073204765095879,-0.0052763676655002145,-0.020599759815566387,-0.025745691331133913,-0.054591678828824985,0.0005976687461379804,-0.025447596585841503,-0.011825364416912176
2012-05-01,443872.0,192452.7903899504,292296.0475416697,415606.1213420675,503221.4607872014,726064.5031627148,-0.006811123343089087,-0.020762466918650246,-0.008093453070839862,0.013439971841019416,-0.002847051686719948,-0.011996153048275726,-0.03893022007049873,-0.04098092404264231,-0.05792862365472018,0.01188462505440846,-0.032132128472939,-0.047322257563955805
2012-06-01,441360.0,189940.8201248861,291545.4983260334,416937.8053186412,514869.4890938634,737096.9673950255,-0.005659289164443804,-0.01305239721375051,-0.002567770662479707,0.0032041972150782527,0.023146922805002523,0.015194881700253404,-0.046701599630223245,-0.06343438630544673,-0.06234529005918843,0.016209875875709434,0.01709296199331356,-0.016123496897385237
2012-07-01,435131.0,184479.069526001,291047.318966519,415946.3369995556,512107.2286486928,727673.1296949373,-0.014113195577306503,-0.028755012194292884,-0.0017087533931233745,-0.00237797653855798,-0.00536497210202147,-0.01278507186563671,-0.059145702022768254,-0.08752448176315886,-0.05704550171427991,-0.01505400587400696,-0.0008601424335169527,-0.02418919078313775
2012-08-01,431894.0,182146.5321975595,287987.5531319973,417305.6612585071,495915.7203163469,740723.3565044741,-0.007439139017904939,-0.012643913124858464,-0.01051294973403849,0.003268027959464792,-0.03161741804557361,0.017934188136104368,-0.059533919526864265,-0.09548152732452941,-0.06100085590365878,-0.01098601826845802,-0.04260543257543892,0.014211349204130475
2012-09-01,436756.0,184130.7087990273,290134.4254030841,418613.3958791319,517245.378477275,738334.4210328874,0.011257391860039823,0.010893298804699247,0.007454739789058751,0.0031337572001322034,0.04301065138108906,-0.0032251385765128537,-0.03841445694005341,-0.09431104737342044,-0.03928049437604064,0.000744445072395683,0.0032496663888588184,-0.006173109140976019
2012-10-01,433621.0,182577.1428757684,289596.2805981721,415500.9929191477,506130.863393049,754332.116909784,-0.007177920852833197,-0.008437299423827205,-0.001854811969190906,-0.0074350295299265845,-0.021487896357713643,0.021667276265566526,-0.02301966032651548,-0.056931488776668426,-0.026157761928817025,0.005854257561294096,-0.0002869559821527812,0.010723702515764488
2012-11-01,432832.0,185549.1199997993,288250.3384962382,410927.8885690199,505282.8508487116,749383.8584338878,-0.001819561321983909,0.016277925468759946,-0.00464764982186161,-0.011006241689096696,-0.0016754808008592192,-0.006559787612076429,-0.022888631535698756,-0.028503380341432738,-0.03192650415713405,0.0008337272900864612,0.009153172060262227,0.00017132610986991814
2012-12-01,434395.0,184082.4224176052,289843.5418469004,413151.8569626096,515690.8371893123,759748.01299879,0.0036111008428212354,-0.00790463238087935,0.005527151707691802,0.00541206487915491,0.020598336799118933,0.013830234596408086,-0.0276095798571393,-0.05483939349847655,-0.029625512763972628,0.018157278878049965,-0.0027880824675197147,0.016386028890336357
2013-01-01,432708.0,180134.0042566046,285133.8046067231,414161.174445761,520281.7764648456,774563.2850017755,-0.00388356219569741,-0.02144918623486669,-0.016249239883582067,0.002442969736531353,0.008902503097699688,0.01950024448831167,-0.028299386943926752,-0.07884052187665858,-0.031724160469282614,0.015190816335974855,0.02887307120724225,0.06936013549983233
2013-02-01,431948.0,182440.5426396804,280283.1899091931,403477.4422482102,531436.3372853671,767376.110789749,-0.0017563807463694125,0.012804569534745402,-0.017011713866127876,-0.025796073743146075,0.02143946093271487,-0.009279001924303754,-0.030800471195377765,-0.07171526861956845,-0.05421259298412551,0.00010688296444194556,0.07029227037854269,0.05212667521806735
2013-03-01,427253.0,174148.4468111921,278985.9375752473,406419.4207405946,534308.4444005415,768731.5816667599,-0.010869363904914442,-0.04545094916136705,-0.0046283629580713415,0.0072915563159901,0.005404423660311686,0.0017663709593669363,-0.04218181492101003,-0.09948538044281552,-0.05080040236427574,-0.018575967328832044,0.07047680759057484,0.040544337217991666
2013-04-01,432589.0,182237.2922767816,278913.2454717858,420155.1777956038,534355.0895997507,777164.4987248688,0.012489087262113951,0.04644799085896678,-0.0002605583066062067,0.033796999734853506,8.730013477808996e-05,0.010969911031656343,-0.032057478362824354,-0.07274092434328705,-0.0535079877558583,0.024532675743666355,0.05884544790095747,0.05753898050350159
2013-05-01,432045.0,184753.7508916878,281516.0327601021,412462.6059233578,524593.8346521211,780685.4037402146,-0.0012575446902255427,0.01380869186249889,0.009331888429729096,-0.018308882714729413,-0.01826735655300138,0.004530450144239584,-0.026645068848677123,-0.04000482135209715,-0.03688046715729454,-0.007563688928735379,0.04247110970085877,0.07522871637378348
2013-06-01,429127.0,180129.6873078311,279500.9791938839,407377.9178423057,517941.8359836474,789311.8954610965,-0.006753926095661278,-0.025028252804283113,-0.007157864319349061,-0.012327634088596606,-0.012680283733957465,0.011049894976328467,-0.027716603226391134,-0.05165362985483668,-0.04131265686249841,-0.022928809415662,0.0059672343280452456,0.07083861469489383
2013-07-01,430812.0,175667.881275814,281586.8067019864,418846.5264406935,530890.5608324545,792301.6144791592,0.003926576514644786,-0.024769964899745478,0.007462684081173121,0.028152258863543222,0.025000345500601595,0.0037877536563872827,-0.00992574649933009,-0.047762536274854384,-0.0325050658364624,0.0069725086703695816,0.03667851405520217,0.08881526903613457
2013-08-01,433695.0,175915.3062165578,289267.4390729409,422354.1077523162,541254.564998639,786408.5467505488,0.0066920141500237396,0.0014084813851391598,0.02727625083331109,0.008374383193361368,0.01952192208867576,-0.007437909529547593,0.004170004677073624,-0.03420996219814498,0.004444240478535422,0.012097718680796232,0.09142449578603862,0.061676454299573136
2013-09-01,434742.0,175951.9493477855,288996.7977403934,421806.8311283708,544878.1982414493,791807.0184471307,0.002414138968630075,0.0002082998461918617,-0.0009356093911395691,-0.0012957767283428012,0.006694877932012178,0.006864716461804088,-0.00461127036606257,-0.044418226077479916,-0.003921036468217065,0.007628602621596148,0.05342303849194918,0.07242327580967745
2013-10-01,436138.0,177863.7719174702,287279.0846518261,426484.871813448,544913.177814353,801038.314257384,0.0032110999167322962,0.010865594707938131,-0.005943709764252403,0.011090481091932558,6.419704993998465e-05,0.01165851728411993,0.005804608171652292,-0.025815777835374032,-0.008001469982831688,0.026435265093187388,0.07662507313091216,0.06191728590178269
2013-11-01,438956.0,178632.3940669863,289680.6998885341,431850.4416698318,542394.5487179331,809454.5492826344,0.006461257675322907,0.004321409251754504,0.008359868034314655,0.012580914848325131,-0.004622074119260855,0.01050665726651645,0.014148676622800505,-0.03727706136693332,0.004962219297843129,0.05091538852150146,0.07344737270795143,0.08016010776411209
2013-12-01,437303.0,181023.9739538082,284813.9883341286,424408.9352839778,532225.4611007598,828271.9365548543,-0.003765753287345408,0.013388276517892095,-0.01680026165456716,-0.017231674829554455,-0.018748506306359713,0.023246996744778814,0.006694368029097841,-0.016614560062984673,-0.017352649918377483,0.02724682978342985,0.032063055456960754,0.0901929618553321
2014-01-01,444925.0,183420.6384424793,290934.1780999242,429406.1334261945,540322.282590749,836232.9568918778,0.017429562568745283,0.013239486662041111,0.021488374927062015,0.01177448853397256,0.015213141951614162,0.009611602163097421,0.028233820497887807,0.018245495621098007,0.020342637033870403,0.03680924220102133,0.038518562502942943,0.07961863553855508
2014-02-01,443623.0,180463.7432955011,291126.1141496592,431893.2071215486,555785.7633319928,840678.4126587483,-0.0029263358993089073,-0.016120842082367304,0.0006597232782634688,0.005791891409444805,0.028618995069200404,0.005316049469508366,0.027028716419569054,-0.010835307303834751,0.03868560310013236,0.07042714634801728,0.0458181429049529,0.09552330446351776
2014-03-01,445187.0,179920.7551572111,288395.1842860842,435784.1289384501,564611.9643226353,837439.8392905488,0.003525516035011611,-0.0030088489154349585,-0.009380573335207809,0.009008990539197237,0.01588058128320613,-0.00385233321021905,0.041975129490021246,0.03314590771100723,0.03372659852541515,0.07225222688508803,0.05671540519276719,0.08937873669092133
2014-04-01,442320.0,178916.0564670624,286505.2973012594,436401.9977950969,557606.6115575603,831295.4643025332,-0.006439990386062466,-0.005584117792696186,-0.006553115612880855,0.0014178323982376728,-0.012407375698245016,-0.007337094200367766,0.02249479297901713,-0.018224786860172038,0.02722011934797708,0.038668617830045715,0.04351324130780854,0.06965187636141357
2014-05-01,444317.0,180040.4440231842,291389.7535111288,431722.1168943613,555119.7788438557,835406.8550496799,0.004514830891662047,0.006284441868015245,0.017048397554525474,-0.010723784319000673,-0.004459833621337617,0.004945763478447773,0.028404448610677147,-0.025511291899382393,0.03507338695498263,0.04669395648094743,0.058189673944562426,0.07009411351524975
2014-06-01,445690.0,176269.2968335255,291622.0028145539,427921.7028606063,560628.872229366,850259.4821029617,0.003090136096525642,-0.020946111359140374,0.0007970400490293628,-0.008802917166008672,0.009924152580158552,0.0177789145055538,0.03859696546709945,-0.02143117290659824,0.0433666588776489,0.05042930438427207,0.0824166600959153,0.07721610049505356
2014-07-01,449068.0,179049.3432004656,295294.0644664134,431855.4571523212,564824.9611961067,853089.6292023459,0.007579259126298643,0.015771585958986867,0.012591853894490246,0.009192696386788102,0.007484610897856125,0.003328568700444512,0.04237579268915437,0.019249175774724625,0.04867862214487162,0.03105894376676832,0.06391976589382553,0.07672332557740313
2014-08-01,447234.0,173607.2629121898,294296.5207085633,439069.7280437708,561615.2052168304,880487.474061416,-0.0040840140023337135,-0.030394304670432692,-0.003378136840144985,0.016705290559533292,-0.00568274456652762,0.03211602148380077,0.031217791304949394,-0.013120196042104126,0.017385578037195648,0.039577264633252396,0.03761749375405721,0.11963110993592663
2014-09-01,443805.0,174946.280552443,292992.4324647291,437181.6142988756,558388.1660801602,868225.5632413722,-0.0076671272756543285,0.007712912569392216,-0.004431205101216862,-0.004300259444684373,-0.0057459967370795395,-0.013926275138797073,0.02084684709551876,-0.005715587687833423,0.013825878887159915,0.036449820239695896,0.024794473117686122,0.09651157796518572
2014-10-01,447406.0,179929.4211750875,295676.4999272097,437240.4890113523,570272.3429537413,867234.647867726,0.008113923908022569,0.028483832905214168,0.009160876408655039,0.00013466877506074226,0.02128300274879935,-0.0011413109859916837,0.025835859292242302,0.011613659349222427,0.029230861987606938,0.025219223256784273,0.04653799205426434,0.08263816153626857
2014-11-01,446063.0,175944.9196859632,294236.8275945738,444066.7433965128,566630.4506733724,850137.1357330001,-0.0030017478531803032,-0.02214480246255579,-0.004869079324837489,0.0156121277802872,-0.006386233394215957,-0.019714978151257778,0.016190688816191123,-0.015044720164335557,0.015728102382357,0.028288269613536476,0.04468315917393717,0.05025925975265677
2014-12-01,452785.0,179114.6182221613,294874.7118934465,451565.7750497661,565764.4126654506,865286.9248483236,0.01506962021059799,0.018015288772506688,0.0021679281417201768,0.016887172400922967,-0.0015284000478488213,0.017820406236296327,0.03540337020326878,-0.010547529644521547,0.03532383931759431,0.06398743642759852,0.06301643573256488,0.044689414985410236
2015-01-01,451472.0,176240.6582421635,301442.6087471081,457517.1531297727,575618.7920540283,844808.09892065,-0.0028998310456397336,-0.016045368091805567,0.022273516814947714,0.013179426805210559,0.017417814143083632,-0.023667092775339627,0.014714839579704542,-0.03914488719091136,0.036119615494521584,0.06546487699018821,0.06532491922050454,0.010254489443521031
2015-02-01,457755.0,186176.3266363711,301873.1901330762,454818.5665422454,565067.2215198837,841547.7642557212,0.013916699152992873,0.056375574701698294,0.0014284025332642614,-0.005898328770991168,-0.018330830542367282,-0.0038592606641605354,0.03185587762582198,0.031655019654091454,0.03691553406264436,0.05308108357037633,0.01669970481476102,0.0010341071970951798
2015-03-01,452707.0,181228.9121877932,298833.4337971546,451796.2444641018,564826.4751733575,853263.0222446696,-0.011027733176043997,-0.02657381063404951,-0.010069646577695823,-0.006645115878009977,-0.0004260490386942539,0.013921085037056136,0.016891778061803198,0.007270739995722364,0.036194257324060564,0.036743227810192236,0.00037992615154647247,0.018894710057651087
2015-04-01,450113.0,178643.4162502322,297809.7579999026,448244.2342138058,580656.4059932312,859273.1596370409,-0.005729975458740433,-0.01426646502673845,-0.0034255731838453984,-0.007861973829616953,0.028026184174555713,0.007043710128865621,0.01761846626876462,-0.0015238443223812848,0.039456375868529125,0.027136072883582774,0.04133701781491794,0.03365553709351876
2015-05-01,456121.0,182698.7536830212,304379.5483827099,449607.3239263698,595404.6356237187,841517.9989713301,0.013347759340432308,0.022700738252276587,0.02206035969717779,0.003040953142330327,0.0253992369295577,-0.020662999264646653,0.026566617977705098,0.014765069450143775,0.04457876337468747,0.04142759041549149,0.07256966571027967,0.007315170907098656
2015-06-01,456483.0,182274.5774571291,306980.3211315924,452554.7499001859,595255.1527982367,860462.4917558215,0.0007936490536502028,-0.002321724791992996,0.008544505577662509,0.006555555963983384,-0.0002510609030200728,0.022512284713635422,0.02421638358500311,0.03406878413587355,0.052665156156975534,0.057564378892004164,0.06176328456145641,0.01199987752870979
2015-07-01,465755.0,189053.9341595743,305423.1416897652,458475.3036875916,602241.6304727757,899970.4058542985,0.0203118188410083,0.037193100634342224,-0.005072570893427608,0.013082513858735378,0.011736946151068572,0.04591474291675279,0.037159183019052744,0.05587616676095508,0.03430166211317087,0.0616406394648874,0.06624471623462447,0.05495410452449989
2015-08-01,464781.0,187385.1479839022,311997.0565559547,455745.9656106413,597044.322602902,899725.0667242806,-0.002091228220845731,-0.00882703754931402,0.02152395797456297,-0.005953075454659729,-0.008629937896843298,-0.0002726079973540685,0.039234494694052824,0.07936237712981642,0.06014524332389226,0.037980841086835415,0.0630843272350381,0.02184879765992309
2015-09-01,468406.0,190407.4249662228,312811.4001134727,452877.5884813395,607661.4171827396,913543.2604787193,0.007799372177434094,0.01612869010611373,0.0026101001288516557,-0.006293806957695214,0.017782757791835024,0.015358240273051438,0.05543200279401983,0.08837652543944818,0.06764327488604827,0.035902640159367394,0.08824193293434868,0.05219576473671328
2015-10-01,472534.0,189950.9822840124,316098.4447377987,458122.1253534026,604475.9758990648,917480.3440867513,0.00881286746967369,-0.002397189512391096,0.010508071710729316,0.011580473411479497,-0.0052421318741006084,0.004309684914066247,0.05616375283299724,0.05569717861301293,0.06906854219262115,0.04775778288343302,0.05997771655585615,0.057937833021967755
2015-11-01,470758.0,192808.3222909885,310099.3256135379,452906.9489180988,612120.4091604373,928971.0128420015,-0.0037584597087193528,0.01504251240303578,-0.01897864169890806,-0.011383812626994838,0.012646380610912722,0.01252415796077666,0.05536213494506392,0.09584478275999153,0.05391064792481015,0.019907380259936547,0.08028152816885425,0.09273077694815646
2015-12-01,470609.0,189936.2872146915,312634.7790904222,447875.6073313432,607620.3428339912,934021.858049144,-0.0003165108187221932,-0.014895804507662813,0.008176262466446316,-0.011108996227093493,-0.007351603147194963,0.005437032089613325,0.03936526165840304,0.060417564462034834,0.06022919728495846,-0.008171938446876803,0.07398120000398634,0.07943600120025973
2016-01-01,463665.0,183961.772328815,307580.8674542533,450625.3643988059,619922.2057003947,931213.1148294866,-0.014755348920228895,-0.0314553631298653,-0.01616554514783264,0.006139555319493839,0.020245969397644892,-0.0030071493460805954,0.027007211964418687,0.0438100615582262,0.02036294315743148,-0.015063454307279178,0.07696658666801848,0.10227768415008098
2016-02-01,471098.0,185797.6449749657,309698.6994349758,452630.839249487,634894.9428267204,936841.2435879596,0.016030970636127462,0.009979642090364615,0.0068854477141282455,0.004450426028185683,0.02415260655070317,0.006043867583956475,0.029148780461163648,-0.0020339946987192326,0.02592316760044122,-0.004810109906881355,0.12357418488904437,0.11323597231170535
2016-03-01,467805.0,184427.1814493908,313408.5585028759,450134.5250685017,628914.5306291865,930019.1576596741,-0.006990053025060616,-0.007376108161971318,0.011978930084848516,-0.005515121738334128,-0.009419530372863694,-0.007282008531304562,0.03335048938938434,0.01764767675857093,0.04877340704659838,-0.00367802835008324,0.11346503443585743,0.08995600818734983
2016-04-01,470776.0,185856.2550663898,319515.9750707707,451980.715041101,622916.4134974573,941704.4053966099,0.006350936821966524,0.0077487147272332635,0.019487076540185777,0.004101418286718506,-0.009537253219016217,0.012564523688244122,0.045906250208280985,0.04037562070607925,0.07288618484715736,0.008335814589670587,0.07277971459203836,0.09593136342625685
2016-05-01,474050.0,187192.5608616722,316714.7154713848,458862.5548487475,627112.6986332275,959351.913334808,0.0069544751644095015,0.007189996348549332,-0.008767197317021247,0.015225958937254092,0.006736513992639193,0.018739965361811883,0.03930755216269377,0.02459681354174781,0.04052561071930283,0.020585142700863646,0.05325464585322348,0.14002542370753535
2016-06-01,471120.0,190225.2709821858,312603.0485843885,461349.4066117618,620400.6483139042,930469.0811944809,-0.006180782617867364,0.016201018387448807,-0.012982241386784499,0.00541960056826607,-0.01070310062920432,-0.03010660815792543,0.03206472092060375,0.04361932221144049,0.018316247217637915,0.019433354115751866,0.04224322191494001,0.0813592575032609
2016-07-01,470276.0,190482.0477692391,316753.6787131729,455540.1217704992,612588.4863260713,946876.512264456,-0.0017914756325352332,0.0013498563346894255,0.013277638038337702,-0.012591941721410316,-0.01259212415245603,0.01763350486500026,0.00970682010928492,0.007554001010417366,0.0370978340433572,-0.006402050216193111,0.017180572264944738,0.052119609828316316
2016-08-01,471888.0,190813.3934219658,317062.6991852475,457728.0652551656,621907.5764898373,957100.6436300855,0.003427774328266908,0.0017395111854745515,0.0009755860557956186,0.004802965491080613,0.01521264335158512,0.010797745253157132,0.015291072569661779,0.018295182275374966,0.01623618724231224,0.00434913261792369,0.04164389970000948,0.0637701215935862
2016-09-01,473691.0,191697.1651807232,315343.8844556983,467513.4833887678,626507.3964286556,951267.6279439747,0.0038208218899400404,0.0046316023362313885,-0.005421056257850498,0.021378234974836374,0.007396307928551948,-0.0060944642811934235,0.011282946845258213,0.006773581517260707,0.008095882507181518,0.03231755176163098,0.031013947426990374,0.0412945605285151
2016-10-01,482460.0,195205.1461832511,317898.4362585022,478925.1438757497,641426.4254628997,953704.8187107082,0.018512067993692094,0.018299597697340797,0.008100844597678458,0.02440926495694762,0.023813013412592676,0.002562045312107575,0.021005895872043157,0.027660630316629575,0.005694401698801643,0.04540932945838261,0.061128069662118145,0.03948256205969658
2016-11-01,481060.0,188130.0170495763,318417.987539212,484805.6683677233,657205.9299735422,962338.8728503465,-0.0029017949674584598,-0.036244583055371704,0.0016343310361153218,0.012278587932103235,0.024600646129062875,0.009053172397000653,0.02188385539916471,-0.024264021313103123,0.026825798183260918,0.07043106652663189,0.07365466032237444,0.035919161682195666
2016-12-01,482953.0,193664.1803439586,316202.8811407024,484893.4992668312,644734.6419019066,964483.3986794666,0.003935060075666241,0.02941669480061715,-0.0069565994547867716,0.00018116722810535002,-0.01897622571990143,0.002228451837104073,0.02622984260819483,0.019627071708806065,0.011413004211051625,0.08265217245488832,0.06108139647664079,0.03261330596046896
2017-01-01,491435.0,198900.4671357684,317765.4929587938,498267.0810113616,642690.0029686065,964637.750066222,0.017562785612678766,0.027037972548717315,0.004941801328483431,0.027580451717236,-0.0031712875350835557,0.0001600352965813734,0.05989237919618695,0.08120542989905455,0.033112025428744474,0.10572355747465778,0.03672686194953867,0.035893647441655574
2017-02-01,485978.0,195566.1055968746,317518.7116029378,484810.5392357088,644985.1791687743,980496.8774317203,-0.011104215206487078,-0.01676397037628774,-0.0007766147090365605,-0.027006684343543808,0.003571202585330724,0.016440500451500473,0.03158578469872508,0.05257580430163755,0.0252503874967156,0.07109480220035258,0.015892765340245862,0.04659875314259887
2017-03-01,481866.0,190905.2879340225,320585.2797880506,483011.0130033752,645856.1949473796,988446.2184998207,-0.008461288371078513,-0.02383244094689685,0.009657913291571951,-0.0037118133511918616,0.0013504430903790166,0.008107461891079693,0.030057395709750967,0.035125551633555574,0.02289893205041138,0.07303702805260337,0.02693794385899162,0.06282350246114721
2017-04-01,485151.0,192452.907225596,324534.0836674171,477114.540326166,650969.3960733237,977510.7744299432,0.006817247948599725,0.008106738730612628,0.012317483453941458,-0.012207739613523061,0.00791693439800567,-0.011063266635259472,0.030534691658028468,0.03549330183614097,0.01570534492222153,0.055608180722444,0.04503490671944044,0.03802293886291519
2017-05-01,489530.0,195834.976924778,327224.4505823523,471575.3283558651,650967.9651174564,995344.5031427217,0.00902605580530591,0.01757349238282746,0.00828993640523823,-0.01160981588721699,-2.198192228242135e-06,0.018244022653539194,0.03265478325071203,0.046168587166731445,0.03318360214278404,0.027704970416049912,0.038039839627264316,0.037517608822814186
2017-06-01,490902.0,200526.6313995742,325443.7513670822,479818.1570927853,659757.8792874995,973478.3199988041,0.00280268829285224,0.023957183484124567,-0.005441828115536729,0.017479346864176737,0.013502836761647874,-0.021968457227499516,0.041989302088639935,0.05415348005130771,0.04107670363690419,0.04003202392013794,0.06343841045388743,0.046223178903602724
2017-07-01,493369.0,201299.6217721883,324418.6801745201,498075.9447497774,654719.8150186148,971545.2594885137,0.005025442960101989,0.0038548015653532275,-0.0031497645545691677,0.038051473015560555,-0.00763623205883579,-0.0019857252807569115,0.049105206304382865,0.05679051716230088,0.02419861860006378,0.09337448217285171,0.06877590688199375,0.02605276073968965
