input_model,input_column,tags,output_model,output_columns
model.amazon_ads_source.stg_amazon_ads__portfolio_history,budget_end_date,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""budget_end_date"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,budget_policy,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""budget_policy"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,budget_start_date,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""budget_start_date"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,creation_date,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""creation_date"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,in_budget,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""in_budget"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,last_updated_date,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""last_updated_date"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,portfolio_name,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""portfolio_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,profile_id,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""profile_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,serving_status,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""serving_status"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,state,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""state"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,is_most_recent_record,"{""Filtering"":""This column is used to filter the data to include only the most recent records""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""is_most_recent_record"":""Directly copied after filtering""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,campaign_id,"{""Cleaning"":""The column is cast as TEXT in the final output""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""campaign_id"":""Directly mapped after casting to TEXT""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,date,"{""Cleaning"":""The column is renamed to date_day in the final output""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""date_day"":""Directly mapped and renamed""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,campaign_applicable_budget_rule_id,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""campaign_applicable_budget_rule_id"":""Directly mapped""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,campaign_applicable_budget_rule_name,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""campaign_applicable_budget_rule_name"":""Directly mapped""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,campaign_bidding_strategy,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""campaign_bidding_strategy"":""Directly mapped""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,campaign_budget_amount,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""campaign_budget_amount"":""Directly mapped""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,campaign_budget_currency_code,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""campaign_budget_currency_code"":""Directly mapped""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,campaign_budget_type,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""campaign_budget_type"":""Directly mapped""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,clicks,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""clicks"":""Directly mapped""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,cost,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""cost"":""Directly mapped""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,impressions,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""impressions"":""Directly mapped""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,campaign_rule_based_budget_amount,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_level_report,"{""campaign_rule_based_budget_amount"":""Directly mapped""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,ad_group_id,"{""Cleaning"":""The column is cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""ad_group_id"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,campaign_id,"{""Cleaning"":""The column is cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""campaign_id"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,date,"{""Cleaning"":""The column is cast to DATE data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""date_day"":""Directly mapped after casting and renamed""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,keyword_id,"{""Cleaning"":""The column is cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""keyword_id"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,campaign_budget_amount,"{""Cleaning"":""The column is cast to FLOAT data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""campaign_budget_amount"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,campaign_budget_currency_code,"{""Cleaning"":""The column is cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""campaign_budget_currency_code"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,campaign_budget_type,"{""Cleaning"":""The column is cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""campaign_budget_type"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,clicks,"{""Cleaning"":""The column is cast to INTEGER data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""clicks"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,cost,"{""Cleaning"":""The column is cast to FLOAT data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""cost"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,impressions,"{""Cleaning"":""The column is cast to INTEGER data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""impressions"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,keyword_bid,"{""Cleaning"":""The column is cast to FLOAT data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""keyword_bid"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,search_term,"{""Cleaning"":""The column is cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""search_term"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,targeting,"{""Cleaning"":""The column is cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"{""targeting"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,id,"{""Cleaning"":""The column is cast to TEXT and renamed to profile_id""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""profile_id"":""Directly mapped after casting to TEXT""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,_fivetran_deleted,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""_fivetran_deleted"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,account_id,"{""Cleaning"":""The column is cast to TEXT""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""account_id"":""Directly mapped after casting to TEXT""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,account_marketplace_string_id,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""account_marketplace_string_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,account_name,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""account_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,account_sub_type,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""account_sub_type"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,account_type,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""account_type"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,account_valid_payment_method,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""account_valid_payment_method"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,country_code,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""country_code"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,currency_code,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""currency_code"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,daily_budget,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""daily_budget"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,timezone,"{""Direct"":""The column is directly copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__profile,"{""timezone"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,id,"{""Cleaning"":""Cast to TEXT data type"",""Deduplication"":""Used in the window function to identify the most recent record""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""campaign_id"":""Directly mapped after casting to TEXT""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,last_updated_date,"{""Direct"":""Copied without transformation"",""Deduplication"":""Used in the window function to order and identify the most recent record""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""last_updated_date"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,bidding_strategy,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""bidding_strategy"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,creation_date,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""creation_date"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,budget,"{""Cleaning"":""Cast to float data type""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""budget"":""Directly mapped after casting to float""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,end_date,"{""Cleaning"":""Cast to date data type""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""end_date"":""Directly mapped after casting to date""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,name,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""campaign_name"":""Directly copied and renamed""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,portfolio_id,"{""Cleaning"":""Cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""portfolio_id"":""Directly mapped after casting to TEXT""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,profile_id,"{""Cleaning"":""Cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""profile_id"":""Directly mapped after casting to TEXT""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,serving_status,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""serving_status"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,start_date,"{""Cleaning"":""Cast to date data type""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""start_date"":""Directly mapped after casting to date""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,state,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""state"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,targeting_type,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""targeting_type"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,budget_type,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""budget_type"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,effective_budget,"{""Cleaning"":""Cast to float data type""}",model.amazon_ads_source.stg_amazon_ads__campaign_history,"{""effective_budget"":""Directly mapped after casting to float""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,id,"{""Cleaning"":""Cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""portfolio_id"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,last_updated_date,"{""Direct"":""Copied without transformation"",""Deduplication"":""Used in window function to determine the most recent record""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""last_updated_date"":""Directly copied"",""is_most_recent_record"":""Used in window function to determine this""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,budget_amount,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""budget_amount"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,budget_currency_code,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""budget_currency_code"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,budget_end_date,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""budget_end_date"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,budget_policy,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""budget_policy"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,budget_start_date,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""budget_start_date"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,creation_date,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""creation_date"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,in_budget,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""in_budget"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,name,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""portfolio_name"":""Directly copied and renamed""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,profile_id,"{""Cleaning"":""Cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""profile_id"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,serving_status,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""serving_status"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,state,"{""Direct"":""Copied without transformation""}",model.amazon_ads_source.stg_amazon_ads__portfolio_history,"{""state"":""Directly copied""}"
model.amazon_ads.int_amazon_ads__portfolio_history,portfolio_id,"{""Integration"":""used as a key to join with the campaigns table"",""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__ad_group_report,"{""portfolio_id"":""directly copied""}"
model.amazon_ads.int_amazon_ads__portfolio_history,portfolio_name,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__ad_group_report,"{""portfolio_name"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,ad_group_id,"{""Integration"":""used as a key to join with the report table"",""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__ad_group_report,"{""ad_group_id"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,campaign_id,"{""Integration"":""used as a key to join with the campaigns table""}",model.amazon_ads.amazon_ads__ad_group_report,
model.amazon_ads_source.stg_amazon_ads__ad_group_history,default_bid,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__ad_group_report,"{""default_bid"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,ad_group_name,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__ad_group_report,"{""ad_group_name"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,serving_status,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__ad_group_report,"{""serving_status"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,state,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__ad_group_report,"{""state"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,is_most_recent_record,"{""Filtering"":""used to filter for the most recent records (where is_most_recent_record = True)""}",model.amazon_ads.amazon_ads__ad_group_report,
model.amazon_ads_source.stg_amazon_ads__ad_group_level_report,ad_group_id,"{""Integration"":""used as a key to join with the ad_groups table"",""Aggregation"":""used in the GROUP BY clause""}",model.amazon_ads.amazon_ads__ad_group_report,"{""ad_group_id"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_level_report,campaign_bidding_strategy,"{""Direct"":""directly selected in the output without transformation"",""Aggregation"":""used in the GROUP BY clause""}",model.amazon_ads.amazon_ads__ad_group_report,"{""campaign_bidding_strategy"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_level_report,clicks,"{""Aggregation"":""summed up in the SELECT clause""}",model.amazon_ads.amazon_ads__ad_group_report,"{""clicks"":""aggregated sum""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_level_report,cost,"{""Aggregation"":""summed up in the SELECT clause""}",model.amazon_ads.amazon_ads__ad_group_report,"{""cost"":""aggregated sum""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_level_report,date_day,"{""Direct"":""directly selected in the output without transformation"",""Aggregation"":""used in the GROUP BY clause""}",model.amazon_ads.amazon_ads__ad_group_report,"{""date_day"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_level_report,impressions,"{""Aggregation"":""summed up in the SELECT clause""}",model.amazon_ads.amazon_ads__ad_group_report,"{""impressions"":""aggregated sum""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history,campaign_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with ad_groups table""}",model.amazon_ads.amazon_ads__ad_group_report,"{""campaign_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history,campaign_name,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__ad_group_report,"{""campaign_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history,portfolio_id,"{""Integration"":""The column is used as a key to join with portfolios table""}",model.amazon_ads.amazon_ads__ad_group_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,profile_id,"{""Integration"":""The column is used as a key to join with account_info table""}",model.amazon_ads.amazon_ads__ad_group_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,is_most_recent_record,"{""Filtering"":""The column is filtered to select only the most recent records (where is_most_recent_record = True)""}",model.amazon_ads.amazon_ads__ad_group_report,
model.amazon_ads_source.stg_amazon_ads__profile,profile_id,"{""Integration"":""Used as a key to join with the campaigns table"",""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__ad_group_report,"{""profile_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,account_id,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__ad_group_report,"{""account_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,account_name,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__ad_group_report,"{""account_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,country_code,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__ad_group_report,"{""country_code"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,_fivetran_deleted,"{""Filtering"":""Used to filter out deleted records (WHERE _fivetran_deleted = False)""}",model.amazon_ads.amazon_ads__ad_group_report,
model.amazon_ads.int_amazon_ads__portfolio_history,portfolio_id,"{""Integration"":""Used as a key to join with the campaigns table"",""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__campaign_report,"{""portfolio_id"":""Directly copied""}"
model.amazon_ads.int_amazon_ads__portfolio_history,portfolio_name,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__campaign_report,"{""portfolio_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history,campaign_id,"{""Integration"":""Used to join with the report table"",""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__campaign_report,"{""campaign_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history,campaign_name,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__campaign_report,"{""campaign_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history,portfolio_id,"{""Integration"":""Used to join with the portfolios table""}",model.amazon_ads.amazon_ads__campaign_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,profile_id,"{""Integration"":""Used to join with the account_info table""}",model.amazon_ads.amazon_ads__campaign_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,is_most_recent_record,"{""Filtering"":""The query filters for the most recent record (where is_most_recent_record = True)""}",model.amazon_ads.amazon_ads__campaign_report,
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,campaign_bidding_strategy,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__campaign_report,"{""campaign_bidding_strategy"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,campaign_budget_amount,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__campaign_report,"{""campaign_budget_amount"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,campaign_budget_currency_code,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__campaign_report,"{""campaign_budget_currency_code"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,campaign_budget_type,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__campaign_report,"{""campaign_budget_type"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,campaign_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as a key to join with the campaigns table""}",model.amazon_ads.amazon_ads__campaign_report,"{""campaign_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,clicks,"{""Aggregation"":""The column is summed up in the group by clause""}",model.amazon_ads.amazon_ads__campaign_report,"{""clicks"":""Aggregated sum""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,cost,"{""Aggregation"":""The column is summed up in the group by clause""}",model.amazon_ads.amazon_ads__campaign_report,"{""cost"":""Aggregated sum""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,date_day,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Used in the group by clause""}",model.amazon_ads.amazon_ads__campaign_report,"{""date_day"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,impressions,"{""Aggregation"":""The column is summed up in the group by clause""}",model.amazon_ads.amazon_ads__campaign_report,"{""impressions"":""Aggregated sum""}"
model.amazon_ads_source.stg_amazon_ads__profile,profile_id,"{""Integration"":""Used as a key to join with the campaigns table"",""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__campaign_report,"{""profile_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,account_id,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__campaign_report,"{""account_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,account_name,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__campaign_report,"{""account_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,country_code,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__campaign_report,"{""country_code"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,_fivetran_deleted,"{""Filtering"":""Used to filter out deleted records (where _fivetran_deleted = False)""}",model.amazon_ads.amazon_ads__campaign_report,
model.amazon_ads.int_amazon_ads__portfolio_history,portfolio_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with the campaigns table""}",model.amazon_ads.amazon_ads__ad_report,"{""portfolio_id"":""Directly copied""}"
model.amazon_ads.int_amazon_ads__portfolio_history,portfolio_name,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__ad_report,"{""portfolio_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,ad_group_id,"{""Integration"":""Used as a key to join with the report table"",""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__ad_report,"{""ad_group_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,ad_group_name,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__ad_report,"{""ad_group_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,is_most_recent_record,"{""Filtering"":""Used to filter for the most recent records (where is_most_recent_record = True)""}",model.amazon_ads.amazon_ads__ad_report,
model.amazon_ads_source.stg_amazon_ads__advertised_product_report,ad_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as a key to join with the ads table""}",model.amazon_ads.amazon_ads__ad_report,"{""ad_id"":""Directly copied""}"
