input_model,input_column,tags,output_model,output_columns
model.linkedin_source.stg_linkedin_ads__campaign_history,run_schedule_end_at,"{""Direct"":""This column is directly copied to the output without transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""run_schedule_end_at"":""Directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,status,"{""Direct"":""This column is directly copied to the output"",""Filtering"":""Used in the WHERE clause to filter for the latest version""}",model.linkedin.linkedin_ads__campaign_report,"{""campaign_status"":""Directly copied and renamed""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,type,"{""Direct"":""This column is directly copied to the output without transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""type"":""Directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,unit_cost_amount,"{""Direct"":""This column is directly copied to the output without transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""unit_cost_amount"":""Directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,unit_cost_currency_code,"{""Direct"":""This column is directly copied to the output without transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""unit_cost_currency_code"":""Directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,is_latest_version,"{""Filtering"":""Used in the WHERE clause to filter for the latest version of the campaign""}",model.linkedin.linkedin_ads__campaign_report,
model.linkedin_source.stg_linkedin_ads__account_history,source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as part of the join condition with campaign table"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__account_report,"{""source_relation"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__account_history,account_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as part of the join condition with campaign table"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__account_report,"{""account_id"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__account_history,last_modified_at,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__account_report,"{""last_modified_at"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__account_history,created_at,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__account_report,"{""created_at"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__account_history,account_name,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__account_report,"{""account_name"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__account_history,currency,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__account_report,"{""currency"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__account_history,version_tag,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__account_report,"{""version_tag"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__account_history,status,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__account_report,"{""status"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__account_history,type,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__account_report,"{""type"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__account_history,is_latest_version,"{""Filtering"":""The column is used to filter for the latest version of account data""}",model.linkedin.linkedin_ads__account_report,
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables"",""Aggregation"":""The column is included in the GROUP BY clause""}",model.linkedin.linkedin_ads__account_report,"{""source_relation"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,campaign_id,"{""Integration"":""The column is used as a key to join with the campaign table""}",model.linkedin.linkedin_ads__account_report,
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,date_day,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""The column is included in the GROUP BY clause""}",model.linkedin.linkedin_ads__account_report,"{""date_day"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,clicks,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.linkedin.linkedin_ads__account_report,"{""clicks"":""Aggregated sum of clicks""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,impressions,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.linkedin.linkedin_ads__account_report,"{""impressions"":""Aggregated sum of impressions""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,cost,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.linkedin.linkedin_ads__account_report,"{""cost"":""Aggregated sum of cost""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,source_relation,"{""Integration"":""This column is used as a key to join the campaign table with the report and account tables"",""Direct"":""This column is directly copied to the output""}",model.linkedin.linkedin_ads__account_report,"{""source_relation"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,campaign_id,"{""Integration"":""This column is used as a key to join the campaign table with the report table""}",model.linkedin.linkedin_ads__account_report,
model.linkedin_source.stg_linkedin_ads__campaign_history,account_id,"{""Integration"":""This column is used as a key to join the campaign table with the account table""}",model.linkedin.linkedin_ads__account_report,
model.linkedin_source.stg_linkedin_ads__campaign_history,is_latest_version,"{""Filtering"":""This column is used to filter for the latest version of campaign data""}",model.linkedin.linkedin_ads__account_report,
model.linkedin_source.stg_linkedin_ads__creative_history_tmp,_dbt_source_relation,"{""Direct"":""The column is directly copied to the 'source_relation' output column."",""Cleaning"":""The column is cleaned by being cast as TEXT and coalesced with an empty string.""}",model.linkedin_source.stg_linkedin_ads__creative_history,"{""source_relation"":""Directly copied and cleaned""}"
