input_model,input_column,tags,output_model,output_columns
model.google_play_source.stg_google_play__stats_installs_overview_tmp,uninstall_events,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the fields CTE""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""uninstall_events"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__store_performance_country_tmp,date,"{""Cleaning"":""The column is cast to DATE type"",""Aggregation"":""The column is grouped by after casting""}",model.google_play_source.stg_google_play__store_performance_country,"{""date_day"":""Directly mapped after casting to DATE""}"
model.google_play_source.stg_google_play__store_performance_country_tmp,package_name,"{""Direct"":""The column is directly used without transformation"",""Aggregation"":""The column is grouped by""}",model.google_play_source.stg_google_play__store_performance_country,"{""package_name"":""Directly mapped""}"
model.google_play_source.stg_google_play__store_performance_country_tmp,country_region,"{""Direct"":""The column is directly used without transformation"",""Aggregation"":""The column is grouped by""}",model.google_play_source.stg_google_play__store_performance_country,"{""country_region"":""Directly mapped""}"
model.google_play_source.stg_google_play__store_performance_country_tmp,store_listing_acquisitions,"{""Aggregation"":""The column is summed up""}",model.google_play_source.stg_google_play__store_performance_country,"{""store_listing_acquisitions"":""Summed up in the final output""}"
model.google_play_source.stg_google_play__store_performance_country_tmp,store_listing_visitors,"{""Aggregation"":""The column is summed up""}",model.google_play_source.stg_google_play__store_performance_country,"{""store_listing_visitors"":""Summed up in the final output""}"
model.google_play_source.stg_google_play__store_performance_country_tmp,store_listing_conversion_rate,"{""Aggregation"":""The column is averaged""}",model.google_play_source.stg_google_play__store_performance_country,"{""store_listing_conversion_rate"":""Averaged in the final output""}"
model.google_play_source.stg_google_play__stats_ratings_app_version_tmp,date,"{""Cleaning"":""The column is cast to DATE type""}",model.google_play_source.stg_google_play__stats_ratings_app_version,"{""date_day"":""Directly mapped after casting""}"
model.google_play_source.stg_google_play__stats_ratings_app_version_tmp,package_name,"{""Direct"":""The column is directly copied without transformation""}",model.google_play_source.stg_google_play__stats_ratings_app_version,"{""package_name"":""Directly mapped""}"
model.google_play_source.stg_google_play__stats_ratings_app_version_tmp,app_version_code,"{""Cleaning"":""The column is cast to INT type"",""Filtering"":""Used in CASE statements to filter null values""}",model.google_play_source.stg_google_play__stats_ratings_app_version,"{""app_version_code"":""Directly mapped after casting""}"
model.google_play_source.stg_google_play__stats_ratings_app_version_tmp,daily_average_rating,"{""Cleaning"":""The column is cast to FLOAT, with 'NA' values converted to NULL""}",model.google_play_source.stg_google_play__stats_ratings_app_version,"{""average_rating"":""Transformed and mapped""}"
model.google_play_source.stg_google_play__stats_ratings_app_version_tmp,total_average_rating,"{""Cleaning"":""The column is cast to FLOAT"",""Filtering"":""Used in a CASE statement to filter based on app_version_code""}",model.google_play_source.stg_google_play__stats_ratings_app_version,"{""rolling_total_average_rating"":""Conditionally mapped""}"
model.google_play_source.stg_google_play__stats_ratings_country_tmp,date,"{""Cleaning"":""The column is cast to DATE type""}",model.google_play_source.stg_google_play__stats_ratings_country,"{""date_day"":""Directly mapped after casting""}"
model.google_play_source.stg_google_play__stats_ratings_country_tmp,package_name,"{""Direct"":""The column is directly copied without transformation""}",model.google_play_source.stg_google_play__stats_ratings_country,"{""package_name"":""Directly mapped""}"
model.google_play_source.stg_google_play__stats_ratings_country_tmp,country,"{""Direct"":""The column is directly copied"",""Filtering"":""Used to filter out null values in average_rating calculation""}",model.google_play_source.stg_google_play__stats_ratings_country,"{""country"":""Directly mapped""}"
model.google_play_source.stg_google_play__stats_ratings_country_tmp,daily_average_rating,"{""Cleaning"":""Cast to TEXT, then to FLOAT, excluding 'NA' values"",""Filtering"":""Only included when country is not null""}",model.google_play_source.stg_google_play__stats_ratings_country,"{""average_rating"":""Transformed and mapped""}"
model.google_play_source.stg_google_play__stats_ratings_country_tmp,total_average_rating,"{""Cleaning"":""Cast to FLOAT"",""Filtering"":""Only included when country is not null""}",model.google_play_source.stg_google_play__stats_ratings_country,"{""rolling_total_average_rating"":""Transformed and mapped""}"
model.google_play_source.stg_google_play__stats_ratings_overview_tmp,date,"{""Cleaning"":""The column is cast to DATE type""}",model.google_play_source.stg_google_play__stats_ratings_overview,"{""date_day"":""Directly mapped after casting""}"
model.google_play_source.stg_google_play__stats_ratings_overview_tmp,package_name,"{""Direct"":""The column is directly copied without transformation""}",model.google_play_source.stg_google_play__stats_ratings_overview,"{""package_name"":""Directly mapped""}"
model.google_play_source.stg_google_play__stats_ratings_overview_tmp,daily_average_rating,"{""Cleaning"":""The column is cast to FLOAT and 'NA' values are replaced with NULL""}",model.google_play_source.stg_google_play__stats_ratings_overview,"{""average_rating"":""Mapped after cleaning and casting""}"
model.google_play_source.stg_google_play__stats_ratings_overview_tmp,total_average_rating,"{""Direct"":""The column is directly copied without transformation""}",model.google_play_source.stg_google_play__stats_ratings_overview,"{""rolling_total_average_rating"":""Directly mapped""}"
model.google_play_source.stg_google_play__stats_ratings_overview_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without transformation""}",model.google_play_source.stg_google_play__stats_ratings_overview,"{""_fivetran_synced"":""Directly mapped""}"
model.google_play_source.stg_google_play__store_performance_source_tmp,date,"{""Cleaning"":""The column is cast to DATE type"",""Other"":""Used in creating the surrogate key""}",model.google_play_source.stg_google_play__store_performance_source,"{""date_day"":""Directly mapped after casting"",""traffic_source_unique_key"":""Part of the MD5 hash""}"
model.google_play_source.stg_google_play__store_performance_source_tmp,package_name,"{""Direct"":""The column is directly copied"",""Other"":""Used in creating the surrogate key""}",model.google_play_source.stg_google_play__store_performance_source,"{""package_name"":""Directly copied"",""traffic_source_unique_key"":""Part of the MD5 hash""}"
model.google_play_source.stg_google_play__store_performance_source_tmp,traffic_source,"{""Direct"":""The column is directly copied"",""Other"":""Used in creating the surrogate key""}",model.google_play_source.stg_google_play__store_performance_source,"{""traffic_source"":""Directly copied"",""traffic_source_unique_key"":""Part of the MD5 hash""}"
model.google_play_source.stg_google_play__store_performance_source_tmp,search_term,"{""Direct"":""The column is directly copied"",""Other"":""Used in creating the surrogate key""}",model.google_play_source.stg_google_play__store_performance_source,"{""search_term"":""Directly copied"",""traffic_source_unique_key"":""Part of the MD5 hash""}"
model.google_play_source.stg_google_play__store_performance_source_tmp,utm_source,"{""Direct"":""The column is directly copied"",""Other"":""Used in creating the surrogate key""}",model.google_play_source.stg_google_play__store_performance_source,"{""utm_source"":""Directly copied"",""traffic_source_unique_key"":""Part of the MD5 hash""}"
model.google_play_source.stg_google_play__store_performance_source_tmp,utm_campaign,"{""Direct"":""The column is directly copied"",""Other"":""Used in creating the surrogate key""}",model.google_play_source.stg_google_play__store_performance_source,"{""utm_campaign"":""Directly copied"",""traffic_source_unique_key"":""Part of the MD5 hash""}"
model.google_play_source.stg_google_play__store_performance_source_tmp,store_listing_acquisitions,"{""Direct"":""The column is directly copied""}",model.google_play_source.stg_google_play__store_performance_source,"{""store_listing_acquisitions"":""Directly copied""}"
model.google_play_source.stg_google_play__store_performance_source_tmp,store_listing_visitors,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.google_play_source.stg_google_play__store_performance_source,"{""store_listing_visitors"":""Directly copied after casting""}"
model.google_play_source.stg_google_play__store_performance_source_tmp,store_listing_conversion_rate,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as FLOAT in the 'fields' CTE""}",model.google_play_source.stg_google_play__store_performance_source,"{""store_listing_conversion_rate"":""Directly copied after casting""}"
model.google_play_source.stg_google_play__store_performance_source_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TIMESTAMP in the 'fields' CTE""}",model.google_play_source.stg_google_play__store_performance_source,"{""_fivetran_synced"":""Directly copied after casting""}"
model.google_play_source.stg_google_play__stats_crashes_app_version,app_version_code,"{""Integration"":""Used as a key to join with other tables"",""Direct"":""Directly copied to the output""}",model.google_play.google_play__app_version_report,"{""app_version_code"":""Directly copied""}"
model.google_play_source.stg_google_play__stats_crashes_app_version,anrs,"{""Direct"":""Directly copied to the output, with COALESCE to handle NULL values""}",model.google_play.google_play__app_version_report,"{""anrs"":""Directly copied with COALESCE(crashes.anrs, 0)""}"
model.google_play_source.stg_google_play__stats_crashes_app_version,crashes,"{""Direct"":""Directly copied to the output, with COALESCE to handle NULL values""}",model.google_play.google_play__app_version_report,"{""crashes"":""Directly copied with COALESCE(crashes.crashes, 0)""}"
model.google_play_source.stg_google_play__stats_crashes_app_version,date_day,"{""Integration"":""Used as a key to join with other tables"",""Direct"":""Directly copied to the output""}",model.google_play.google_play__app_version_report,"{""date_day"":""Directly copied as part of COALESCE(install_metrics.date_day, ratings.date_day, crashes.date_day)""}"
model.google_play_source.stg_google_play__stats_crashes_app_version,package_name,"{""Integration"":""Used as a key to join with other tables"",""Direct"":""Directly copied to the output""}",model.google_play.google_play__app_version_report,"{""package_name"":""Directly copied as part of COALESCE(install_metrics.package_name, ratings.package_name, crashes.package_name)""}"
model.google_play_source.stg_google_play__stats_installs_app_version,active_devices_last_30_days,"{""Direct"":""This column is directly copied to the output"",""Cleaning"":""The column is coalesced with 0 to handle NULL values""}",model.google_play.google_play__app_version_report,"{""active_devices_last_30_days"":""Directly copied after coalescing with 0""}"
model.google_play_source.stg_google_play__stats_installs_app_version,app_version_code,"{""Integration"":""Used as a key for joining tables"",""Deduplication"":""Used in window functions to partition data""}",model.google_play.google_play__app_version_report,"{""app_version_code"":""Directly copied to the output""}"
model.google_play_source.stg_google_play__stats_installs_app_version,device_installs,"{""Direct"":""This column is directly copied to the output"",""Cleaning"":""The column is coalesced with 0 to handle NULL values"",""Aggregation"":""Used in a window function to calculate total_device_installs""}",model.google_play.google_play__app_version_report,"{""device_installs"":""Directly copied after coalescing with 0"",""total_device_installs"":""Aggregated in a window function""}"
model.google_play_source.stg_google_play__stats_installs_app_version,device_uninstalls,"{""Direct"":""This column is directly copied to the output"",""Cleaning"":""The column is coalesced with 0 to handle NULL values"",""Aggregation"":""Used in a window function to calculate total_device_uninstalls""}",model.google_play.google_play__app_version_report,"{""device_uninstalls"":""Directly copied after coalescing with 0"",""total_device_uninstalls"":""Aggregated in a window function""}"
model.google_play_source.stg_google_play__stats_installs_app_version,device_upgrades,"{""Direct"":""This column is directly copied to the output"",""Cleaning"":""The column is coalesced with 0 to handle NULL values""}",model.google_play.google_play__app_version_report,"{""device_upgrades"":""Directly copied after coalescing with 0""}"
model.google_play_source.stg_google_play__stats_installs_app_version,user_installs,"{""Direct"":""This column is directly copied to the output"",""Cleaning"":""The column is coalesced with 0 to handle NULL values""}",model.google_play.google_play__app_version_report,"{""user_installs"":""Directly copied after coalescing with 0""}"
model.google_play_source.stg_google_play__stats_installs_app_version,user_uninstalls,"{""Direct"":""This column is directly copied to the output"",""Cleaning"":""The column is coalesced with 0 to handle NULL values""}",model.google_play.google_play__app_version_report,"{""user_uninstalls"":""Directly copied after coalescing with 0""}"
model.google_play_source.stg_google_play__stats_installs_app_version,date_day,"{""Integration"":""Used as a key for joining tables"",""Deduplication"":""Used in window functions to order data""}",model.google_play.google_play__app_version_report,"{""date_day"":""Directly copied to the output""}"
model.google_play_source.stg_google_play__stats_installs_app_version,install_events,"{""Direct"":""This column is directly copied to the output"",""Cleaning"":""The column is coalesced with 0 to handle NULL values""}",model.google_play.google_play__app_version_report,"{""install_events"":""Directly copied after coalescing with 0""}"
model.google_play_source.stg_google_play__stats_installs_app_version,package_name,"{""Integration"":""Used as a key for joining tables"",""Deduplication"":""Used in window functions to partition data""}",model.google_play.google_play__app_version_report,"{""package_name"":""Directly copied to the output""}"
model.google_play_source.stg_google_play__stats_installs_app_version,uninstall_events,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as part of the FULL OUTER JOIN operation""}",model.google_play.google_play__app_version_report,"{""uninstall_events"":""It is directly copied to the output column 'uninstall_events'""}"
model.google_play_source.stg_google_play__stats_installs_app_version,update_events,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as part of the FULL OUTER JOIN operation""}",model.google_play.google_play__app_version_report,"{""update_events"":""It is directly copied to the output column 'update_events'""}"
model.google_play_source.stg_google_play__stats_ratings_app_version,app_version_code,"{""Integration"":""Used as a key to join with other tables"",""Deduplication"":""Used to partition data for rolling calculations""}",model.google_play.google_play__app_version_report,"{""app_version_code"":""Directly copied to output""}"
model.google_play_source.stg_google_play__stats_ratings_app_version,average_rating,"{""Direct"":""Copied without transformation""}",model.google_play.google_play__app_version_report,"{""average_rating"":""Directly copied to output""}"
model.google_play_source.stg_google_play__stats_ratings_app_version,date_day,"{""Integration"":""Used as a key to join with other tables"",""Deduplication"":""Used to order data for rolling calculations""}",model.google_play.google_play__app_version_report,"{""date_day"":""Directly copied to output""}"
model.google_play_source.stg_google_play__stats_ratings_app_version,package_name,"{""Integration"":""Used as a key to join with other tables"",""Deduplication"":""Used to partition data for rolling calculations""}",model.google_play.google_play__app_version_report,"{""package_name"":""Directly copied to output""}"
model.google_play_source.stg_google_play__stats_ratings_app_version,rolling_total_average_rating,"{""Direct"":""Copied without transformation"",""Other"":""Used in a window function to fill in missing values""}",model.google_play.google_play__app_version_report,"{""rolling_total_average_rating"":""Copied and potentially filled in for missing dates""}"
model.google_play_source.stg_google_play__stats_crashes_app_version_tmp,date,"{""Cleaning"":""The column is cast to DATE type"",""Aggregation"":""The column is grouped by in the final SELECT""}",model.google_play_source.stg_google_play__stats_crashes_app_version,"{""date_day"":""It is directly mapped after casting to DATE""}"
model.google_play_source.stg_google_play__stats_crashes_app_version_tmp,package_name,"{""Cleaning"":""The column is cast to TEXT type"",""Aggregation"":""The column is grouped by in the final SELECT""}",model.google_play_source.stg_google_play__stats_crashes_app_version,"{""package_name"":""It is directly mapped after casting to TEXT""}"
model.google_play_source.stg_google_play__stats_crashes_app_version_tmp,app_version_code,"{""Cleaning"":""The column is cast to INT type"",""Aggregation"":""The column is grouped by in the final SELECT""}",model.google_play_source.stg_google_play__stats_crashes_app_version,"{""app_version_code"":""It is directly mapped after casting to INT""}"
model.google_play_source.stg_google_play__stats_crashes_app_version_tmp,daily_crashes,"{""Cleaning"":""The column is cast to INT type"",""Aggregation"":""The column is summed up in the final SELECT""}",model.google_play_source.stg_google_play__stats_crashes_app_version,"{""crashes"":""It is aggregated (SUM) to form the crashes column""}"
model.google_play_source.stg_google_play__stats_crashes_app_version_tmp,daily_anrs,"{""Cleaning"":""The column is cast to INT type"",""Aggregation"":""The column is summed up in the final SELECT""}",model.google_play_source.stg_google_play__stats_crashes_app_version,"{""anrs"":""It is aggregated (SUM) to form the anrs column""}"
model.google_play_source.stg_google_play__stats_crashes_os_version,android_os_version,"{""Direct"":""The column is directly copied to the output"",""Integration"":""Used as a key to join with other tables"",""Aggregation"":""Used in partitioning for window functions""}",model.google_play.google_play__os_version_report,"{""android_os_version"":""Directly copied to the output""}"
model.google_play_source.stg_google_play__stats_crashes_os_version,anrs,"{""Direct"":""The column is directly copied to the output, with COALESCE to handle NULL values""}",model.google_play.google_play__os_version_report,"{""anrs"":""Directly copied to the output, with NULL values replaced by 0""}"
model.google_play_source.stg_google_play__stats_crashes_os_version,crashes,"{""Direct"":""The column is directly copied to the output, with COALESCE to handle NULL values""}",model.google_play.google_play__os_version_report,"{""crashes"":""Directly copied to the output, with NULL values replaced by 0""}"
model.google_play_source.stg_google_play__stats_crashes_os_version,date_day,"{""Direct"":""The column is directly copied to the output"",""Integration"":""Used as a key to join with other tables"",""Aggregation"":""Used in partitioning for window functions""}",model.google_play.google_play__os_version_report,"{""date_day"":""Directly copied to the output""}"
model.google_play_source.stg_google_play__stats_crashes_os_version,package_name,"{""Direct"":""The column is directly copied to the output"",""Integration"":""Used as a key to join with other tables"",""Aggregation"":""Used in partitioning for window functions""}",model.google_play.google_play__os_version_report,"{""package_name"":""Directly copied to the output""}"
model.google_play_source.stg_google_play__stats_installs_os_version,active_devices_last_30_days,"{""Direct"":""The column is directly copied without transformation"",""Integration"":""Used in the FULL OUTER JOIN operations""}",model.google_play.google_play__os_version_report,"{""active_devices_last_30_days"":""Directly mapped with COALESCE to handle potential NULL values""}"
model.google_play_source.stg_google_play__stats_installs_os_version,android_os_version,"{""Direct"":""The column is directly copied"",""Integration"":""Used as a key in JOIN operations and PARTITION BY clauses"",""Other"":""Used in COALESCE to handle NULL values in JOIN conditions""}",model.google_play.google_play__os_version_report,"{""android_os_version"":""Directly mapped with COALESCE across different source tables""}"
model.google_play_source.stg_google_play__stats_installs_os_version,device_installs,"{""Direct"":""The column is directly copied"",""Aggregation"":""Used in a window function to calculate total_device_installs""}",model.google_play.google_play__os_version_report,"{""device_installs"":""Directly mapped with COALESCE"",""total_device_installs"":""Aggregated in a window function""}"
model.google_play_source.stg_google_play__stats_installs_os_version,device_uninstalls,"{""Direct"":""The column is directly copied"",""Aggregation"":""Used in a window function to calculate total_device_uninstalls""}",model.google_play.google_play__os_version_report,"{""device_uninstalls"":""Directly mapped with COALESCE"",""total_device_uninstalls"":""Aggregated in a window function""}"
model.google_play_source.stg_google_play__stats_installs_os_version,device_upgrades,"{""Direct"":""The column is directly copied""}",model.google_play.google_play__os_version_report,"{""device_upgrades"":""Directly mapped with COALESCE""}"
model.google_play_source.stg_google_play__stats_installs_os_version,user_installs,"{""Direct"":""The column is directly copied""}",model.google_play.google_play__os_version_report,"{""user_installs"":""Directly mapped with COALESCE""}"
model.google_play_source.stg_google_play__stats_installs_os_version,user_uninstalls,"{""Direct"":""The column is directly copied""}",model.google_play.google_play__os_version_report,"{""user_uninstalls"":""Directly mapped with COALESCE""}"
model.google_play_source.stg_google_play__stats_installs_os_version,date_day,"{""Direct"":""The column is directly copied"",""Integration"":""Used as a key in JOIN operations and ORDER BY clauses""}",model.google_play.google_play__os_version_report,"{""date_day"":""Directly mapped with COALESCE across different source tables""}"
model.google_play_source.stg_google_play__stats_installs_os_version,install_events,"{""Direct"":""The column is directly copied""}",model.google_play.google_play__os_version_report,"{""install_events"":""Directly mapped with COALESCE""}"
model.google_play_source.stg_google_play__stats_installs_os_version,package_name,"{""Direct"":""The column is directly copied"",""Integration"":""Used as a key in JOIN operations and PARTITION BY clauses""}",model.google_play.google_play__os_version_report,"{""package_name"":""Directly mapped with COALESCE across different source tables""}"
model.google_play_source.stg_google_play__stats_installs_os_version,uninstall_events,"{""Direct"":""The column is directly copied without any transformation""}",model.google_play.google_play__os_version_report,"{""uninstall_events"":""It is directly mapped to the output column of the same name""}"
model.google_play_source.stg_google_play__stats_installs_os_version,update_events,"{""Direct"":""The column is directly copied without any transformation""}",model.google_play.google_play__os_version_report,"{""update_events"":""It is directly mapped to the output column of the same name""}"
model.google_play_source.stg_google_play__stats_ratings_os_version,average_rating,"{""Direct"":""The column is directly copied without any transformation""}",model.google_play.google_play__os_version_report,"{""average_rating"":""Directly copied to the output column of the same name""}"
model.google_play_source.stg_google_play__stats_ratings_os_version,date_day,"{""Integration"":""Used as a key to join with other tables"",""Deduplication"":""Used to create a unique identifier for each row along with other columns""}",model.google_play.google_play__os_version_report,"{""date_day"":""Directly copied to the output column of the same name""}"
model.google_play_source.stg_google_play__stats_ratings_os_version,android_os_version,"{""Integration"":""Used as a key to join with other tables"",""Deduplication"":""Used to create a unique identifier for each row along with other columns""}",model.google_play.google_play__os_version_report,"{""android_os_version"":""Directly copied to the output column of the same name""}"
model.google_play_source.stg_google_play__stats_ratings_os_version,package_name,"{""Integration"":""Used as a key to join with other tables"",""Deduplication"":""Used to create a unique identifier for each row along with other columns""}",model.google_play.google_play__os_version_report,"{""package_name"":""Directly copied to the output column of the same name""}"
model.google_play_source.stg_google_play__stats_ratings_os_version,rolling_total_average_rating,"{""Direct"":""The column is directly copied without any transformation"",""Other"":""Used to create partitions for filling in NULL values""}",model.google_play.google_play__os_version_report,"{""rolling_total_average_rating"":""Directly copied to the output column of the same name, with NULL values filled in using partitioning""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,date,"{""Cleaning"":""The column is cast as DATE type"",""Aggregation"":""The column is grouped by in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""date_day"":""Directly mapped after casting to DATE""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,package_name,"{""Direct"":""The column is directly used without transformation"",""Aggregation"":""The column is grouped by in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""package_name"":""Directly copied""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,app_version_code,"{""Direct"":""The column is directly used without transformation"",""Aggregation"":""The column is grouped by in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""app_version_code"":""Directly copied""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,daily_device_installs,"{""Aggregation"":""The column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""device_installs"":""Aggregated sum of daily_device_installs""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,daily_device_uninstalls,"{""Aggregation"":""The column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""device_uninstalls"":""Aggregated sum of daily_device_uninstalls""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,daily_device_upgrades,"{""Aggregation"":""The column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""device_upgrades"":""Aggregated sum of daily_device_upgrades""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,daily_user_installs,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""user_installs"":""Summed value of daily_user_installs""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,daily_user_uninstalls,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""user_uninstalls"":""Summed value of daily_user_uninstalls""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,active_device_installs,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""active_devices_last_30_days"":""Summed value of active_device_installs""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,install_events,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""install_events"":""Summed value of install_events""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,update_events,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""update_events"":""Summed value of update_events""}"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,uninstall_events,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_app_version,"{""uninstall_events"":""Summed value of uninstall_events""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,date,"{""Cleaning"":""The column is cast to DATE type"",""Aggregation"":""The column is grouped by in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""date_day"":""It is directly mapped after casting""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,package_name,"{""Aggregation"":""The column is grouped by in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""package_name"":""It is directly mapped without transformation""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,country,"{""Aggregation"":""The column is grouped by in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""country"":""It is directly mapped without transformation""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,daily_device_installs,"{""Aggregation"":""The column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""device_installs"":""It is aggregated (SUM) to this output column""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,daily_device_uninstalls,"{""Aggregation"":""The column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""device_uninstalls"":""It is aggregated (SUM) to this output column""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,daily_device_upgrades,"{""Aggregation"":""The column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""device_upgrades"":""It is aggregated (SUM) to this output column""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,daily_user_installs,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""user_installs"":""Summed up to calculate the total user installs""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,daily_user_uninstalls,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""user_uninstalls"":""Summed up to calculate the total user uninstalls""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,active_device_installs,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""active_devices_last_30_days"":""Summed up to calculate the total active devices in the last 30 days""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,install_events,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""install_events"":""Directly summed up to the output column of the same name""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,update_events,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""update_events"":""Directly summed up to the output column of the same name""}"
model.google_play_source.stg_google_play__stats_installs_country_tmp,uninstall_events,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_country,"{""uninstall_events"":""Directly summed up to the output column of the same name""}"
model.google_play_source.stg_google_play__stats_ratings_device_tmp,date,"{""Cleaning"":""The column is cast to DATE type""}",model.google_play_source.stg_google_play__stats_ratings_device,"{""date_day"":""Directly mapped after casting""}"
model.google_play_source.stg_google_play__stats_ratings_device_tmp,package_name,"{""Direct"":""The column is directly copied without transformation""}",model.google_play_source.stg_google_play__stats_ratings_device,"{""package_name"":""Directly mapped""}"
model.google_play_source.stg_google_play__stats_ratings_device_tmp,device,"{""Direct"":""The column is directly copied without transformation"",""Filtering"":""Used in CASE statements to determine if other columns should be NULL""}",model.google_play_source.stg_google_play__stats_ratings_device,"{""device"":""Directly mapped""}"
model.google_play_source.stg_google_play__stats_ratings_device_tmp,daily_average_rating,"{""Cleaning"":""The column is cleaned by casting to TEXT, checking for 'NA' values, and then casting to FLOAT""}",model.google_play_source.stg_google_play__stats_ratings_device,"{""average_rating"":""Mapped after cleaning and transformation""}"
model.google_play_source.stg_google_play__stats_ratings_device_tmp,total_average_rating,"{""Cleaning"":""The column is cleaned by checking if device is NULL""}",model.google_play_source.stg_google_play__stats_ratings_device,"{""rolling_total_average_rating"":""Mapped after cleaning""}"
