model_name,summary,tags
model.hubspot_source.stg_hubspot__engagement_company_tmp,"This SQL query selects all columns from the 'engagement_company' table in the 'hubspot' schema of the 'TEST' database. The query is designed to be a staging step, likely used in a dbt (data build tool) project. The comment suggests that the table might not exist yet or all columns were excluded, and the star (*) is used as a placeholder to keep SQLFluff (a SQL linter) happy during dbt compilation.","[""Other""]"
model.hubspot_source.stg_hubspot__engagement_tmp,"This SQL query is a simple select statement that retrieves all columns from the 'TEST.hubspot.engagement' table. The comment suggests that this is a placeholder query, possibly used during the dbt compile process, and that the actual table or columns may not exist yet.","[""Other""]"
model.hubspot_source.stg_hubspot__deal_tmp,"This SQL query is a simple select statement that retrieves all columns from the 'deal' table in the 'hubspot' schema of the 'TEST' database. The comment suggests that this query is part of a dbt (data build tool) project and is used as a staging step for Hubspot deal data. The asterisk (*) is used as a placeholder to ensure compatibility with SQLFluff, a SQL linting tool.","[""Other""]"
model.hubspot_source.stg_hubspot__deal_property_history_tmp,"This SQL query selects all columns from the 'deal_property_history' table in the 'hubspot' schema of the 'TEST' database. The query appears to be a staging step, likely used to create a temporary or intermediate table for further processing in a dbt model.","[""Integration""]"
model.hubspot_source.stg_hubspot__deal_stage_tmp,"This SQL query selects all columns from the 'deal_stage' table in the 'hubspot' schema of the 'TEST' database. The query is designed as a staging step, likely to be used as an intermediate layer in a data transformation pipeline. The comment suggests that this query might be part of a dbt (data build tool) project and is possibly used as a placeholder or template for future development.","[""Other""]"
model.hubspot_source.stg_hubspot__engagement_email_tmp,"This SQL query selects all columns from the 'engagement_email' table in the 'hubspot' schema of the 'TEST' database. The query is designed as a staging step, likely to be used as an intermediate table in a larger data transformation process. The comment suggests that this query might be a placeholder or template, possibly used during compilation or linting processes.","[""Other""]"
model.hubspot_source.stg_hubspot__company_tmp,"This SQL query selects all columns from the 'company' table in the 'hubspot' schema of the 'TEST' database. The comment suggests that this is a placeholder query, possibly used during dbt compilation, and that the actual table might not exist yet or all columns might have been excluded.","[""Other""]"
model.hubspot_source.stg_hubspot__engagement_call_tmp,"This SQL query is a simple SELECT statement that retrieves all columns from the 'engagement_call' table in the 'hubspot' schema of the 'TEST' database. The query doesn't perform any specific data manipulation or filtering. The comment suggests that this might be a placeholder or template query, possibly used during compilation or to satisfy a linter (SQLFluff).","[""Other""]"
model.hubspot_source.stg_hubspot__engagement_meeting_tmp,This query selects all columns from the 'engagement_meeting' table in the 'hubspot' schema of the 'TEST' database. It appears to be a staging query that retrieves raw data without any transformations or filtering.,"[""Other""]"
model.hubspot_source.stg_hubspot__email_event_status_change_tmp,"This SQL query selects all columns from the 'email_event_status_change' table in the 'hubspot' schema of the 'TEST' database. It appears to be a staging query that's part of a dbt (data build tool) model. The comment suggests that this query might be a placeholder or template, possibly used during compilation or for linting purposes with SQLFluff.","[""Other""]"
model.hubspot_source.stg_hubspot__deal_pipeline_tmp,"This SQL query selects all columns from the 'deal_pipeline' table in the 'hubspot' schema of the 'TEST' database. The query appears to be a placeholder or template, as indicated by the comment suggesting that no columns were returned, possibly because the relation doesn't exist yet or all columns were excluded. The asterisk (*) is used to keep SQLFluff (a SQL linter) happy during dbt compilation.","[""Other""]"
model.hubspot_source.stg_hubspot__contact_property_history_tmp,"This SQL query is a simple SELECT statement that retrieves all columns from the 'contact_property_history' table in the 'hubspot' schema of the 'TEST' database. The query does not perform any filtering, transformation, or aggregation of the data. It's a straightforward extraction of all available data from the specified table.","[""Other""]"
model.hubspot_source.stg_hubspot__deal_contact_tmp,"This SQL query selects all columns from the 'deal_contact' table in the 'hubspot' schema of the 'TEST' database. The query is likely a placeholder or template, as indicated by the comment suggesting that no columns were returned, possibly because the relation doesn't exist yet or all columns were excluded.","[""Other""]"
model.hubspot_source.stg_hubspot__deal_pipeline_stage_tmp,This SQL query is a simple SELECT statement that retrieves all columns from the 'deal_pipeline_stage' table in the 'hubspot' schema of the 'TEST' database. The comment suggests that this query is part of a dbt model and may be used as a placeholder or for initial setup purposes.,"[""Other""]"
model.hubspot_source.stg_hubspot__email_event_print_tmp,"This SQL query selects all columns from the 'email_event_print' table in the 'hubspot' schema of the 'TEST' database. The comment suggests that no columns were returned, possibly because the relation doesn't exist yet or all columns were excluded. The query is likely a placeholder or template for staging Hubspot email print event data.","[""Other""]"
