input_model,input_column,tags,output_model,output_columns
model.facebook_ads.facebook_ads__url_tags,key,"{""Featurization"":""Used to pivot the data, extracting different UTM parameters""}",model.facebook_ads.int_facebook_ads__creative_history,"{""utm_source"":""Mapped when key = 'utm_source'"",""utm_medium"":""Mapped when key = 'utm_medium'"",""utm_campaign"":""Mapped when key = 'utm_campaign'"",""utm_content"":""Mapped when key = 'utm_content'"",""utm_term"":""Mapped when key = 'utm_term'""}"
model.facebook_ads.facebook_ads__url_tags,value,"{""Featurization"":""Used as the value for the pivoted UTM parameters""}",model.facebook_ads.int_facebook_ads__creative_history,"{""utm_source"":""Mapped when key = 'utm_source'"",""utm_medium"":""Mapped when key = 'utm_medium'"",""utm_campaign"":""Mapped when key = 'utm_campaign'"",""utm_content"":""Mapped when key = 'utm_content'"",""utm_term"":""Mapped when key = 'utm_term'""}"
model.facebook_ads_source.stg_facebook_ads__creative_history,source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as part of the join condition with url_tags_pivoted""}",model.facebook_ads.int_facebook_ads__creative_history,"{""source_relation"":""Directly copied""}"
model.facebook_ads_source.stg_facebook_ads__creative_history,_fivetran_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as part of the join condition with url_tags_pivoted""}",model.facebook_ads.int_facebook_ads__creative_history,"{""_fivetran_id"":""Directly copied""}"
model.facebook_ads_source.stg_facebook_ads__creative_history,creative_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as part of the join condition with url_tags_pivoted""}",model.facebook_ads.int_facebook_ads__creative_history,"{""creative_id"":""Directly copied""}"
model.facebook_ads_source.stg_facebook_ads__creative_history,account_id,"{""Direct"":""The column is directly copied without any transformation""}",model.facebook_ads.int_facebook_ads__creative_history,"{""account_id"":""Directly copied""}"
model.facebook_ads_source.stg_facebook_ads__creative_history,creative_name,"{""Direct"":""The column is directly copied without any transformation""}",model.facebook_ads.int_facebook_ads__creative_history,"{""creative_name"":""Directly copied""}"
model.facebook_ads_source.stg_facebook_ads__creative_history,is_most_recent_record,"{""Filtering"":""The column is used to filter for the most recent records""}",model.facebook_ads.int_facebook_ads__creative_history,
model.facebook_ads_source.stg_facebook_ads__creative_history,page_link,"{""Cleaning"":""Used in COALESCE with template_page_link"",""Featurization"":""Various URL components and UTM parameters are extracted from this column""}",model.facebook_ads.int_facebook_ads__creative_history,"{""url"":""COALESCE(page_link, template_page_link)"",""base_url"":""Extracted from page_link or template_page_link"",""url_host"":""Extracted from page_link or template_page_link"",""url_path"":""Extracted from page_link or template_page_link"",""utm_source"":""Extracted if not found in url_tags_pivoted"",""utm_medium"":""Extracted if not found in url_tags_pivoted"",""utm_campaign"":""Extracted if not found in url_tags_pivoted"",""utm_content"":""Extracted if not found in url_tags_pivoted"",""utm_term"":""Extracted if not found in url_tags_pivoted""}"
model.facebook_ads_source.stg_facebook_ads__creative_history,template_page_link,"{""Cleaning"":""Used in COALESCE with page_link"",""Featurization"":""Various URL components and UTM parameters are extracted from this column if page_link is null""}",model.facebook_ads.int_facebook_ads__creative_history,"{""url"":""COALESCE(page_link, template_page_link)"",""base_url"":""Extracted from page_link or template_page_link"",""url_host"":""Extracted from page_link or template_page_link"",""url_path"":""Extracted from page_link or template_page_link"",""utm_source"":""Extracted if not found in url_tags_pivoted and page_link"",""utm_medium"":""Extracted if not found in url_tags_pivoted and page_link"",""utm_campaign"":""Extracted if not found in url_tags_pivoted and page_link"",""utm_content"":""Extracted if not found in url_tags_pivoted and page_link"",""utm_term"":""Extracted if not found in url_tags_pivoted and page_link""}"
model.facebook_ads_source.stg_facebook_ads__creative_history,object_story_link_data_link,"{""Cleaning"":""This column is likely used in the COALESCE function with template_page_link to create the 'url' column."",""Featurization"":""Various parts of the URL are extracted from this column to create different features.""}",model.facebook_ads.int_facebook_ads__creative_history,"{""url"":""Potentially used in COALESCE(page_link, template_page_link)"",""base_url"":""Extracted from this column"",""url_host"":""Extracted and cleaned from this column"",""url_path"":""Extracted and cleaned from this column"",""utm_source"":""Potentially extracted from this column if not found in url_tags"",""utm_medium"":""Potentially extracted from this column if not found in url_tags"",""utm_campaign"":""Potentially extracted from this column if not found in url_tags"",""utm_content"":""Potentially extracted from this column if not found in url_tags"",""utm_term"":""Potentially extracted from this column if not found in url_tags""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,page_link,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""page_link"":""Directly mapped""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,template_page_link,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""template_page_link"":""Directly mapped""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,id,"{""Cleaning"":""The column is cast as BIGINT"",""Deduplication"":""Used in the window function to determine the most recent record""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""creative_id"":""Mapped after casting to BIGINT""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,account_id,"{""Cleaning"":""The column is cast as BIGINT""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""account_id"":""Mapped after casting to BIGINT""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,name,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""creative_name"":""Renamed and directly mapped""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,url_tags,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""url_tags"":""Directly mapped""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,_fivetran_synced,"{""Cleaning"":""The column is cast as TIMESTAMP"",""Deduplication"":""Used in the window function to determine the most recent record""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""_fivetran_synced"":""Directly mapped""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,asset_feed_spec_link_urls,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""asset_feed_spec_link_urls"":""Directly mapped""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,object_story_link_data_child_attachments,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""object_story_link_data_child_attachments"":""Directly mapped""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,object_story_link_data_caption,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""object_story_link_data_caption"":""Directly mapped""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,object_story_link_data_description,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""object_story_link_data_description"":""Directly mapped to this output column""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,object_story_link_data_link,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""object_story_link_data_link"":""Directly mapped to this output column""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,object_story_link_data_message,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""object_story_link_data_message"":""Directly mapped to this output column""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,template_app_link_spec_ios,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""template_app_link_spec_ios"":""Directly mapped to this output column""}"
model.facebook_ads_source.stg_facebook_ads__creative_history_tmp,_fivetran_id,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE"",""Deduplication"":""This column is used in the window function to determine the most recent record""}",model.facebook_ads_source.stg_facebook_ads__creative_history,"{""_fivetran_id"":""Directly mapped to this output column"",""is_most_recent_record"":""Indirectly used to determine this flag""}"
model.facebook_ads_source.stg_facebook_ads__account_history,source_relation,"{""Integration"":""used as part of the join condition with the report table"",""Direct"":""directly copied to the output""}",model.facebook_ads.facebook_ads__ad_set_report,"{""source_relation"":""directly copied""}"
model.facebook_ads_source.stg_facebook_ads__account_history,account_id,"{""Integration"":""used as the key to join with the report table"",""Direct"":""directly copied to the output""}",model.facebook_ads.facebook_ads__ad_set_report,"{""account_id"":""directly copied""}"
model.facebook_ads_source.stg_facebook_ads__account_history,account_name,"{""Direct"":""directly copied to the output""}",model.facebook_ads.facebook_ads__ad_set_report,"{""account_name"":""directly copied""}"
model.facebook_ads_source.stg_facebook_ads__account_history,is_most_recent_record,"{""Filtering"":""used to filter for the most recent record""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__ad_history,source_relation,"{""Integration"":""used as a key to join with other tables""}",model.facebook_ads.facebook_ads__ad_set_report,"{""source_relation"":""directly copied to output""}"
model.facebook_ads_source.stg_facebook_ads__ad_history,ad_id,"{""Integration"":""used as a key to join with the report table""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__ad_history,account_id,"{""Integration"":""used indirectly through joins with other tables""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__ad_history,ad_set_id,"{""Integration"":""used as a key to join with the ad_sets table""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__ad_history,campaign_id,"{""Integration"":""used as a key to join with the campaigns table""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__ad_history,is_most_recent_record,"{""Filtering"":""used to filter for the most recent records""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__ad_set_history,source_relation,"{""Integration"":""used as part of the join condition with other tables"",""Direct"":""directly copied to the output""}",model.facebook_ads.facebook_ads__ad_set_report,"{""source_relation"":""directly copied""}"
model.facebook_ads_source.stg_facebook_ads__ad_set_history,ad_set_id,"{""Integration"":""used as the key to join with the ads table"",""Direct"":""directly copied to the output""}",model.facebook_ads.facebook_ads__ad_set_report,"{""ad_set_id"":""directly copied""}"
model.facebook_ads_source.stg_facebook_ads__ad_set_history,ad_set_name,"{""Direct"":""directly copied to the output""}",model.facebook_ads.facebook_ads__ad_set_report,"{""ad_set_name"":""directly copied""}"
model.facebook_ads_source.stg_facebook_ads__ad_set_history,is_most_recent_record,"{""Filtering"":""used to filter for the most recent records""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__ad_set_history,start_at,"{""Direct"":""directly copied to the output""}",model.facebook_ads.facebook_ads__ad_set_report,"{""start_at"":""directly copied""}"
model.facebook_ads_source.stg_facebook_ads__ad_set_history,end_at,"{""Direct"":""directly copied to the output""}",model.facebook_ads.facebook_ads__ad_set_report,"{""end_at"":""directly copied""}"
model.facebook_ads_source.stg_facebook_ads__ad_set_history,bid_strategy,"{""Direct"":""directly copied to the output""}",model.facebook_ads.facebook_ads__ad_set_report,"{""bid_strategy"":""directly copied""}"
model.facebook_ads_source.stg_facebook_ads__ad_set_history,daily_budget,"{""Direct"":""The column is directly copied without any transformation""}",model.facebook_ads.facebook_ads__ad_set_report,"{""daily_budget"":""Directly copied to the output""}"
model.facebook_ads_source.stg_facebook_ads__ad_set_history,budget_remaining,"{""Direct"":""The column is directly copied without any transformation""}",model.facebook_ads.facebook_ads__ad_set_report,"{""budget_remaining"":""Directly copied to the output""}"
model.facebook_ads_source.stg_facebook_ads__basic_ad,source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as part of the join condition with other tables"",""Aggregation"":""Included in the GROUP BY clause""}",model.facebook_ads.facebook_ads__ad_set_report,"{""source_relation"":""Directly copied to the output""}"
model.facebook_ads_source.stg_facebook_ads__basic_ad,ad_id,"{""Integration"":""Used as a join key to connect with the ads table""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__basic_ad,date_day,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Included in the GROUP BY clause""}",model.facebook_ads.facebook_ads__ad_set_report,"{""date_day"":""Directly copied to the output""}"
model.facebook_ads_source.stg_facebook_ads__basic_ad,account_id,"{""Integration"":""Used as a join key to connect with the accounts table""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__basic_ad,impressions,"{""Aggregation"":""The column is summed up in the SELECT statement""}",model.facebook_ads.facebook_ads__ad_set_report,"{""impressions"":""Aggregated sum in the output""}"
model.facebook_ads_source.stg_facebook_ads__basic_ad,clicks,"{""Aggregation"":""The column is summed up in the SELECT statement""}",model.facebook_ads.facebook_ads__ad_set_report,"{""clicks"":""Aggregated sum in the output""}"
model.facebook_ads_source.stg_facebook_ads__basic_ad,spend,"{""Aggregation"":""The column is summed up in the SELECT statement""}",model.facebook_ads.facebook_ads__ad_set_report,"{""spend"":""Aggregated sum in the output""}"
model.facebook_ads_source.stg_facebook_ads__campaign_history,source_relation,"{""Integration"":""used as part of the join condition with other tables""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__campaign_history,campaign_id,"{""Integration"":""used as the key to join with the ads table"",""Direct"":""directly copied to the output""}",model.facebook_ads.facebook_ads__ad_set_report,"{""campaign_id"":""directly copied""}"
model.facebook_ads_source.stg_facebook_ads__campaign_history,campaign_name,"{""Direct"":""directly copied to the output""}",model.facebook_ads.facebook_ads__ad_set_report,"{""campaign_name"":""directly copied""}"
model.facebook_ads_source.stg_facebook_ads__campaign_history,is_most_recent_record,"{""Filtering"":""used to filter for the most recent records""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__campaign_history,status,"{""Filtering"":""The column is used to filter for the most recent record with the condition 'is_most_recent_record = TRUE'""}",model.facebook_ads.facebook_ads__ad_set_report,
model.facebook_ads_source.stg_facebook_ads__basic_ad_tmp,ad_id,"{""Cleaning"":""The column is cast to BIGINT data type""}",model.facebook_ads_source.stg_facebook_ads__basic_ad,"{""ad_id"":""Directly mapped after casting""}"
model.facebook_ads_source.stg_facebook_ads__basic_ad_tmp,date,"{""Direct"":""The column is directly copied without transformation""}",model.facebook_ads_source.stg_facebook_ads__basic_ad,"{""date_day"":""Directly mapped and renamed""}"
model.facebook_ads_source.stg_facebook_ads__basic_ad_tmp,account_id,"{""Cleaning"":""The column is cast to BIGINT data type""}",model.facebook_ads_source.stg_facebook_ads__basic_ad,"{""account_id"":""Directly mapped after casting""}"
model.facebook_ads_source.stg_facebook_ads__basic_ad_tmp,impressions,"{""Direct"":""The column is directly copied without transformation""}",model.facebook_ads_source.stg_facebook_ads__basic_ad,"{""impressions"":""Directly mapped""}"
model.facebook_ads_source.stg_facebook_ads__basic_ad_tmp,inline_link_clicks,"{""Cleaning"":""The column is cleaned by applying COALESCE to handle potential NULL values""}",model.facebook_ads_source.stg_facebook_ads__basic_ad,"{""clicks"":""Mapped after applying COALESCE and renamed""}"
model.facebook_ads_source.stg_facebook_ads__basic_ad_tmp,spend,"{""Direct"":""The column is directly copied without transformation""}",model.facebook_ads_source.stg_facebook_ads__basic_ad,"{""spend"":""Directly mapped""}"
model.facebook_ads_source.stg_facebook_ads__account_history_tmp,id,"{""Cleaning"":""The column is cast to BIGINT"",""Deduplication"":""Used in the ROW_NUMBER() function to identify the most recent record""}",model.facebook_ads_source.stg_facebook_ads__account_history,"{""account_id"":""Directly mapped after casting to BIGINT""}"
model.facebook_ads_source.stg_facebook_ads__account_history_tmp,name,"{""Direct"":""The column is directly copied without transformation""}",model.facebook_ads_source.stg_facebook_ads__account_history,"{""account_name"":""Directly mapped""}"
model.facebook_ads_source.stg_facebook_ads__account_history_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without transformation"",""Deduplication"":""Used in the ROW_NUMBER() function to order records and identify the most recent""}",model.facebook_ads_source.stg_facebook_ads__account_history,"{""_fivetran_synced"":""Directly mapped""}"
