input_model,input_column,tags,output_model,output_columns
model.sap_source.stg_sap__ska1_tmp,FUNC_AREA,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__ska1,"{""func_area"":""Directly mapped to this output column""}"
model.sap_source.stg_sap__ska1_tmp,MUSTR,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__ska1,"{""mustr"":""Directly mapped to this output column""}"
model.sap_source.stg_sap__pa0031_tmp,AEDTM,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""aedtm"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,BEGDA,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""begda"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,ENDDA,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""endda"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,FLAG1,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""flag1"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,FLAG2,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""flag2"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,FLAG3,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""flag3"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,FLAG4,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""flag4"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,GRPVL,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""grpvl"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,HISTO,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""histo"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,ITBLD,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""itbld"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,ITXEX,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""itxex"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,MANDT,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""mandt"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,OBJPS,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""objps"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,ORDEX,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""ordex"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,PERNR,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""pernr"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,PREAS,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""preas"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,REFEX,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""refex"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,RESE1,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rese1"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,RESE2,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rese2"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,RFP01,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rfp01"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,RFP02,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rfp02"":""Directly mapped"",""RFP02"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP03,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rfp03"":""Directly mapped"",""RFP03"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP04,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rfp04"":""Directly mapped"",""RFP04"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP05,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rfp05"":""Directly mapped"",""RFP05"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP06,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rfp06"":""Directly mapped"",""RFP06"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP07,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rfp07"":""Directly mapped"",""RFP07"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP08,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rfp08"":""Directly mapped"",""RFP08"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP09,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rfp09"":""Directly mapped"",""RFP09"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP10,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rfp10"":""Directly mapped"",""RFP10"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP11,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__pa0031,"{""rfp11"":""Directly mapped"",""RFP11"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP12,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.sap_source.stg_sap__pa0031,"{""rfp12"":""Directly mapped"",""RFP12"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP13,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.sap_source.stg_sap__pa0031,"{""rfp13"":""Directly mapped"",""RFP13"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP14,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.sap_source.stg_sap__pa0031,"{""rfp14"":""Directly mapped"",""RFP14"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP15,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.sap_source.stg_sap__pa0031,"{""rfp15"":""Directly mapped"",""RFP15"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP16,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.sap_source.stg_sap__pa0031,"{""rfp16"":""Directly mapped"",""RFP16"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP17,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.sap_source.stg_sap__pa0031,"{""rfp17"":""Directly mapped"",""RFP17"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP18,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.sap_source.stg_sap__pa0031,"{""rfp18"":""Directly mapped"",""RFP18"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP19,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.sap_source.stg_sap__pa0031,"{""rfp19"":""Directly mapped"",""RFP19"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,RFP20,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.sap_source.stg_sap__pa0031,"{""rfp20"":""Directly mapped"",""RFP20"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,SEQNR,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.sap_source.stg_sap__pa0031,"{""seqnr"":""Directly mapped"",""SEQNR"":""Directly mapped""}"
model.sap_source.stg_sap__pa0031_tmp,SPRPS,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.sap_source.stg_sap__pa0031,"{""sprps"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,SUBTY,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.sap_source.stg_sap__pa0031,"{""subty"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__pa0031_tmp,UNAME,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.sap_source.stg_sap__pa0031,"{""uname"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__t001_tmp,BUKRS,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.sap_source.stg_sap__t001,"{""bukrs"":""Directly copied and cast as TEXT"",""BUKRS"":""Directly copied and cast as TEXT""}"
model.sap_source.stg_sap__t001_tmp,MANDT,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.sap_source.stg_sap__t001,"{""mandt"":""Directly copied and cast as TEXT"",""MANDT"":""Directly copied and cast as TEXT""}"
model.sap_source.stg_sap__t001_tmp,BUTXT,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__t001,"{""butxt"":""Directly copied"",""BUTXT"":""Directly copied""}"
model.sap_source.stg_sap__t001_tmp,LAND1,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__t001,"{""land1"":""Directly copied"",""LAND1"":""Directly copied""}"
model.sap_source.stg_sap__t001_tmp,WAERS,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__t001,"{""waers"":""Directly copied"",""WAERS"":""Directly copied""}"
model.sap_source.stg_sap__t001_tmp,SPRAS,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__t001,"{""spras"":""Directly copied"",""SPRAS"":""Directly copied""}"
model.sap_source.stg_sap__t001_tmp,KTOPL,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__t001,"{""ktopl"":""Directly copied"",""KTOPL"":""Directly copied""}"
model.sap_source.stg_sap__t001_tmp,PERIV,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__t001,"{""periv"":""Directly copied"",""PERIV"":""Directly copied""}"
model.sap_source.stg_sap__t001_tmp,RCOMP,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__t001,"{""rcomp"":""Directly copied and cast to TEXT""}"
model.sap_source.stg_sap__t001_tmp,KKBER,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__t001,"{""kkber"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,KUNNR,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""kunnr"":""Directly copied and cast to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,MANDT,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""mandt"":""Directly copied and cast to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,LAND1,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""land1"":""Directly copied and cast to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,NAME1,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""name1"":""Directly copied and cast to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,NAME2,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""name2"":""Directly copied and cast to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,ORT01,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""ort01"":""Directly copied and cast to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,PSTLZ,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""pstlz"":""Directly copied and cast to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,REGIO,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""regio"":""Directly copied and cast to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,SORTL,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""sortl"":""Directly copied and cast to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,STRAS,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""stras"":""Directly copied and cast to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,TELF1,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""telf1"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,TELFX,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""telfx"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,XCPDK,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""xcpdk"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,BRSCH,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""brsch"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,KTOKD,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""ktokd"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,KUKLA,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""kukla"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,LIFNR,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""lifnr"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,LOEVM,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""loevm"":""It is directly mapped to the lowercase 'loevm' output column""}"
model.sap_source.stg_sap__kna1_tmp,NAME3,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""name3"":""It is directly mapped to the lowercase 'name3' output column""}"
model.sap_source.stg_sap__kna1_tmp,NIELS,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""niels"":""It is directly mapped to the lowercase 'niels' output column""}"
model.sap_source.stg_sap__kna1_tmp,ORT02,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""ort02"":""It is directly mapped to the lowercase 'ort02' output column""}"
model.sap_source.stg_sap__kna1_tmp,PFACH,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""pfach"":""It is directly mapped to the lowercase 'pfach' output column""}"
model.sap_source.stg_sap__kna1_tmp,PSTL2,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""pstl2"":""It is directly mapped to the lowercase 'pstl2' output column""}"
model.sap_source.stg_sap__kna1_tmp,COUNC,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""counc"":""It is directly mapped to the lowercase 'counc' output column""}"
model.sap_source.stg_sap__kna1_tmp,SPRAS,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""spras"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,STCD1,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""stcd1"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,STCD2,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""stcd2"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,VBUND,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""vbund"":""Directly copied to this output column""}"
model.sap_source.stg_sap__kna1_tmp,BRAN1,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""bran1"":""Directly copied to this output column""}"
model.sap_source.stg_sap__kna1_tmp,BRAN2,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""bran2"":""Directly copied to this output column""}"
model.sap_source.stg_sap__kna1_tmp,BRAN3,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""bran3"":""Directly copied to this output column""}"
model.sap_source.stg_sap__kna1_tmp,BRAN4,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""bran4"":""Directly copied to this output column""}"
model.sap_source.stg_sap__kna1_tmp,BRAN5,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""bran5"":""Directly copied to this output column""}"
model.sap_source.stg_sap__kna1_tmp,PERIV,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""periv"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,ABRVW,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""abrvw"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,PFORT,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""pfort"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__kna1_tmp,WERKS,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""werks"":""Directly copied to the output column 'werks'""}"
model.sap_source.stg_sap__kna1_tmp,STCD3,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__kna1,"{""stcd3"":""It is directly mapped to this output column""}"
model.sap_source.stg_sap__kna1_tmp,DEAR6,"{""Direct"":""The column is directly copied without any transformation""}",model.sap_source.stg_sap__kna1,"{""dear6"":""It is directly mapped to the output column 'dear6'""}"
model.sap_source.stg_sap__mara_tmp,MANDT,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""mandt"":""Directly copied after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,MATNR,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""matnr"":""Directly copied after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,ERSDA,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""ersda"":""Directly copied after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,ERNAM,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""ernam"":""Directly copied after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,LAEDA,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""laeda"":""Directly copied after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,AENAM,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""aenam"":""Directly copied after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,VPSTA,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""vpsta"":""Directly copied after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,PSTAT,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""pstat"":""Directly copied after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,LVORM,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""lvorm"":""Directly copied after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,MTART,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""mtart"":""Directly copied after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,MBRSH,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""mbrsh"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,MATKL,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""matkl"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,BISMT,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""bismt"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,MEINS,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""meins"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,BSTME,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""bstme"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,ZEINR,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""zeinr"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,ZEIAR,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""zeiar"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,ZEIVR,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""zeivr"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,ZEIFO,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""zeifo"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,AESZN,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""aeszn"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,BLATT,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""blatt"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,BLANZ,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""blanz"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,FERTH,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""ferth"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,FORMT,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""formt"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,GROES,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""groes"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,WRKST,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""wrkst"":""Directly mapped after casting to TEXT""}"
model.sap_source.stg_sap__mara_tmp,NORMT,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT data type""}",model.sap_source.stg_sap__mara,"{""normt"":""Directly mapped after casting to TEXT""}"
