loan_id,account_id,amount,duration,payments,status,year_,month_,day_,date_,fulldate,location,purpose
7253.0,A00011079,98304,12,8192,A,2017,4,26,2017-04-26,2017-04-26,1,home
6157.0,A00005650,98592,24,4108,A,2015,7,10,2015-07-10,2015-07-10,1,home
5999.0,A00004907,98832,48,2059,C,2016,1,3,2016-01-03,2016-01-03,1,home
6168.0,A00005698,99216,36,2756,C,2018,11,21,2018-11-21,2018-11-21,1,home
6665.0,A00008114,99300,60,1655,C,2017,8,15,2017-08-15,2017-08-15,1,home
5449.0,A00002343,99336,24,4139,A,2015,11,4,2015-11-04,2015-11-04,59,home
5208.0,A00001247,99696,48,2077,D,2015,3,16,2015-03-16,2015-03-16,64,home
6469.0,A00007180,99744,24,4156,C,2018,11,17,2018-11-17,2018-11-17,1,home
6913.0,A00009377,99936,24,4164,C,2017,4,29,2017-04-29,2017-04-29,1,home
5253.0,A00001447,100080,48,2085,C,2017,6,3,2017-06-03,2017-06-03,64,home
5862.0,A00004342,100128,24,4172,C,2017,12,9,2017-12-09,2017-12-09,1,home
6816.0,A00009017,100224,48,2088,D,2016,3,26,2016-03-26,2016-03-26,1,home
6346.0,A00006649,100260,60,1671,C,2017,5,22,2017-05-22,2017-05-22,1,home
5817.0,A00004127,100800,24,4200,D,2017,8,15,2017-08-15,2017-08-15,1,home
5044.0,A00000344,100980,60,1683,C,2014,12,21,2014-12-21,2014-12-21,70,home
5375.0,A00002106,101520,12,8460,A,2016,10,3,2016-10-03,2016-10-03,59,home
5110.0,A00000675,102240,60,1704,C,2017,4,1,2017-04-01,2017-04-01,64,home
4986.0,A00000097,102876,12,8573,A,2017,8,10,2017-08-10,2017-08-10,1,home
6169.0,A00005700,103680,60,1728,D,2015,3,16,2015-03-16,2015-03-16,1,home
6950.0,A00009591,104712,24,4363,A,2015,4,11,2015-04-11,2015-04-11,1,home
6949.0,A00009583,104712,24,4363,A,2015,12,12,2015-12-12,2015-12-12,1,home
5002.0,A00000173,104808,12,8734,A,2014,5,31,2014-05-31,2014-05-31,1,home
6320.0,A00006495,104964,12,8747,C,2018,4,28,2018-04-28,2018-04-28,1,home
5325.0,A00001843,105804,36,2939,A,2013,8,3,2013-08-03,2013-08-03,64,home
5799.0,A00004052,106128,36,2948,C,2017,12,28,2017-12-28,2017-12-28,1,home
5940.0,A00004660,106944,24,4456,C,2017,5,28,2017-05-28,2017-05-28,1,home
5779.0,A00003942,107352,36,2982,C,2017,10,14,2017-10-14,2017-10-14,1,home
5959.0,A00004727,107640,24,4485,A,2015,8,11,2015-08-11,2015-08-11,1,home
7259.0,A00011111,108144,36,3004,A,2014,1,31,2014-01-31,2014-01-31,1,home
5154.0,A00000993,108720,60,1812,C,2018,7,1,2018-07-01,2018-07-01,64,home
5015.0,A00000226,109344,12,9112,C,2018,7,12,2018-07-12,2018-07-12,1,home
6015.0,A00005001,110112,24,4588,A,2016,11,9,2016-11-09,2016-11-09,1,home
6309.0,A00006434,110136,24,4589,A,2016,11,11,2016-11-11,2016-11-11,1,home
6508.0,A00007437,110736,48,2307,C,2018,4,19,2018-04-19,2018-04-19,1,home
4968.0,A00000038,110736,48,2307,C,2018,4,19,2018-04-19,2018-04-19,1,home
5533.0,A00002762,111384,24,4641,A,2014,7,5,2014-07-05,2014-07-05,29,home
5034.0,A00000303,112752,36,3132,C,2018,5,30,2018-05-30,2018-05-30,70,home
7091.0,A00010243,113436,36,3151,C,2018,9,22,2018-09-22,2018-09-22,1,home
7213.0,A00010884,113544,36,3154,C,2016,2,13,2016-02-13,2016-02-13,1,home
6985.0,A00009731,113796,36,3161,A,2015,11,22,2015-11-22,2015-11-22,1,home
7233.0,A00010963,115812,36,3217,C,2016,12,25,2016-12-25,2016-12-25,1,home
7192.0,A00010738,115992,36,3222,A,2014,12,21,2014-12-21,2014-12-21,1,home
6984.0,A00009730,116040,60,1934,C,2017,8,15,2017-08-15,2017-08-15,1,home
6353.0,A00006686,116496,24,4854,C,2017,12,25,2017-12-25,2017-12-25,1,home
6934.0,A00009494,116832,12,9736,A,2017,2,9,2017-02-09,2017-02-09,1,home
5997.0,A00004894,117024,24,4876,A,2013,11,4,2013-11-04,2013-11-04,1,home
6076.0,A00005269,117420,60,1957,C,2017,2,2,2017-02-02,2017-02-02,1,home
7250.0,A00011069,119136,48,2482,C,2017,3,4,2017-03-04,2017-03-04,1,home
6919.0,A00009403,120888,36,3358,A,2014,8,5,2014-08-05,2014-08-05,1,home
7061.0,A00010105,121896,24,5079,A,2014,8,27,2014-08-27,2014-08-27,1,home
6866.0,A00009201,122472,24,5103,C,2018,2,5,2018-02-05,2018-02-05,1,home
5610.0,A00003112,123216,48,2567,C,2016,2,24,2016-02-24,2016-02-24,18,home
5260.0,A00001480,123300,36,3425,C,2018,1,19,2018-01-19,2018-01-19,64,home
7130.0,A00010411,123408,24,5142,A,2016,12,11,2016-12-11,2016-12-11,1,home
6190.0,A00005794,123600,60,2060,C,2016,5,6,2016-05-06,2016-05-06,1,home
5032.0,A00000290,123696,48,2577,A,2014,11,3,2014-11-03,2014-11-03,70,home
6386.0,A00006856,124344,36,3454,C,2017,4,30,2017-04-30,2017-04-30,1,home
6785.0,A00008899,125340,60,2089,C,2015,12,25,2015-12-25,2015-12-25,1,home
5245.0,A00001407,125472,24,5228,C,2018,1,17,2018-01-17,2018-01-17,64,home
5241.0,A00001389,125472,24,5228,C,2018,9,2,2018-09-02,2018-09-02,64,home
6996.0,A00009828,126600,24,5275,A,2015,4,13,2015-04-13,2015-04-13,1,home
6863.0,A00009188,127080,60,2118,A,2013,7,28,2013-07-28,2013-07-28,1,home
6355.0,A00006699,127200,48,2650,C,2017,9,24,2017-09-24,2017-09-24,1,home
6641.0,A00008026,128268,36,3563,C,2017,9,9,2017-09-09,2017-09-09,1,home
5206.0,A00001242,128544,24,5356,C,2017,9,7,2017-09-07,2017-09-07,64,home
6013.0,A00004995,128988,36,3583,D,2016,2,3,2016-02-03,2016-02-03,1,home
6075.0,A00005267,129312,24,5388,D,2017,11,26,2017-11-26,2017-11-26,1,home
7308.0,A00011362,129408,24,5392,A,2016,12,27,2016-12-27,2016-12-27,1,home
6544.0,A00007594,130464,48,2718,C,2017,12,11,2017-12-11,2017-12-11,1,home
5616.0,A00003143,130896,24,5454,C,2018,5,15,2018-05-15,2018-05-15,18,home
7220.0,A00010911,131292,36,3647,A,2014,7,28,2014-07-28,2014-07-28,1,home
7151.0,A00010493,133800,24,5575,C,2018,2,18,2018-02-18,2018-02-18,1,home
5773.0,A00003907,133848,24,5577,C,2018,3,16,2018-03-16,2018-03-16,1,home
6992.0,A00009790,133968,48,2791,C,2016,7,27,2016-07-27,2016-07-27,1,home
6694.0,A00008316,134784,24,5616,A,2015,3,19,2015-03-19,2015-03-19,1,home
5900.0,A00004503,135360,48,2820,C,2016,1,1,2016-01-01,2016-01-01,1,home
5501.0,A00002622,136344,24,5681,C,2018,5,21,2018-05-21,2018-05-21,46,home
7067.0,A00010134,136368,24,5682,C,2018,1,11,2018-01-11,2018-01-11,1,home
6358.0,A00006715,137880,60,2298,D,2015,1,14,2015-01-14,2015-01-14,1,home
5805.0,A00004081,137904,24,5746,B,2015,11,28,2015-11-28,2015-11-28,1,home
5415.0,A00002236,139464,36,3874,D,2016,9,26,2016-09-26,2016-09-26,59,home
6402.0,A00006922,139488,24,5812,C,2018,12,6,2018-12-06,2018-12-06,1,home
6965.0,A00009656,139536,24,5814,A,2015,6,13,2015-06-13,2015-06-13,1,home
6571.0,A00007733,140064,24,5836,C,2018,5,12,2018-05-12,2018-05-12,1,home
6645.0,A00008041,140400,36,3900,A,2014,11,6,2014-11-06,2014-11-06,1,home
7202.0,A00010812,140688,48,2931,C,2018,5,29,2018-05-29,2018-05-29,1,home
5683.0,A00003460,140688,48,2931,C,2018,5,29,2018-05-29,2018-05-29,1,home
6136.0,A00005572,140880,60,2348,C,2018,4,19,2018-04-19,2018-04-19,1,home
6216.0,A00005952,141240,24,5885,A,2014,9,30,2014-09-30,2014-09-30,1,home
5988.0,A00004851,141648,24,5902,A,2016,8,22,2016-08-22,2016-08-22,1,home
5301.0,A00001698,141948,36,3943,C,2016,7,6,2016-07-06,2016-07-06,64,home
5320.0,A00001819,143676,36,3991,C,2018,1,11,2018-01-11,2018-01-11,64,home
6004.0,A00004937,143904,24,5996,A,2014,7,23,2014-07-23,2014-07-23,1,home
6632.0,A00007990,144960,48,3020,C,2018,4,23,2018-04-23,2018-04-23,1,home
5656.0,A00003353,146064,24,6086,C,2017,2,9,2017-02-09,2017-02-09,59,home
5210.0,A00001252,148140,36,4115,C,2017,4,1,2017-04-01,2017-04-01,64,home
7246.0,A00011054,148920,60,2482,C,2016,8,20,2016-08-20,2016-08-20,1,home
5189.0,A00001166,149040,48,3105,A,2014,2,7,2014-02-07,2014-02-07,64,home
6103.0,A00005385,149340,60,2489,C,2014,4,7,2014-04-07,2014-04-07,1,home
6010.0,A00004969,150180,60,2503,C,2017,3,6,2017-03-06,2017-03-06,1,home
6313.0,A00006461,150912,36,4192,C,2017,6,15,2017-06-15,2017-06-15,1,home
5815.0,A00004116,151200,36,4200,C,2018,6,3,2018-06-03,2018-06-03,1,home
7137.0,A00010439,151560,24,6315,A,2014,6,3,2014-06-03,2014-06-03,1,home
6986.0,A00009750,151728,48,3161,D,2015,2,11,2015-02-11,2015-02-11,1,home
6486.0,A00007240,152160,60,2536,C,2018,1,15,2018-01-15,2018-01-15,1,home
7221.0,A00010915,152460,60,2541,C,2018,6,11,2018-06-11,2018-06-11,1,home
6607.0,A00007894,153144,36,4254,C,2017,10,21,2017-10-21,2017-10-21,1,home
6541.0,A00007565,153504,48,3198,C,2017,8,17,2017-08-17,2017-08-17,1,home
5765.0,A00003875,153936,24,6414,C,2018,2,10,2018-02-10,2018-02-10,1,home
7235.0,A00010973,154416,48,3217,A,2013,10,13,2013-10-13,2013-10-13,1,home
7189.0,A00010728,154656,48,3222,C,2016,3,21,2016-03-21,2016-03-21,1,home
6818.0,A00009030,155616,48,3242,C,2016,12,12,2016-12-12,2016-12-12,1,home
5591.0,A00003021,155616,48,3242,C,2016,12,4,2016-12-04,2016-12-04,18,home
6471.0,A00007184,155640,24,6485,A,2016,8,4,2016-08-04,2016-08-04,1,home
7279.0,A00011244,155760,24,6490,C,2017,12,11,2017-12-11,2017-12-11,1,home
6667.0,A00008127,155880,24,6495,A,2016,7,15,2016-07-15,2016-07-15,1,home
5124.0,A00000785,156096,36,4336,C,2018,2,12,2018-02-12,2018-02-12,64,home
5527.0,A00002728,156420,60,2607,C,2018,6,15,2018-06-15,2018-06-15,1,home
5453.0,A00002361,156672,36,4352,A,2015,4,1,2015-04-01,2015-04-01,59,home
6948.0,A00009560,157068,36,4363,C,2018,3,15,2018-03-15,2018-03-15,1,home
6104.0,A00005395,158184,36,4394,C,2017,9,5,2017-09-05,2017-09-05,1,home
5713.0,A00003629,158760,60,2646,C,2015,5,30,2015-05-30,2015-05-30,1,home
5804.0,A00004079,158976,48,3312,C,2015,4,5,2015-04-05,2015-04-05,1,home
5451.0,A00002350,159744,48,3328,C,2017,5,11,2017-05-11,2017-05-11,59,home
6633.0,A00007997,160656,24,6694,C,2018,2,5,2018-02-05,2018-02-05,1,home
5027.0,A00000276,160920,36,4470,C,2018,12,2,2018-12-02,2018-12-02,1,home
5706.0,A00003608,161496,36,4486,C,2016,5,24,2016-05-24,2016-05-24,1,home
5337.0,A00001886,162468,36,4513,C,2016,7,31,2016-07-31,2016-07-31,64,home
4990.0,A00000110,162576,36,4516,C,2017,9,8,2017-09-08,2017-09-08,1,home
5942.0,A00004681,162624,48,3388,C,2017,3,15,2017-03-15,2017-03-15,1,home
6856.0,A00009156,163332,36,4537,C,2018,12,1,2018-12-01,2018-12-01,1,home
5269.0,A00001527,164052,36,4557,B,2014,11,19,2014-11-19,2014-11-19,64,home
5850.0,A00004293,164196,36,4561,C,2017,5,22,2017-05-22,2017-05-22,1,home
6871.0,A00009225,164256,48,3422,C,2017,4,13,2017-04-13,2017-04-13,1,home
5482.0,A00002496,165120,60,2752,C,2016,1,12,2016-01-12,2016-01-12,59,home
6014.0,A00004999,165168,36,4588,C,2017,5,18,2017-05-18,2017-05-18,1,home
5265.0,A00001498,165780,60,2763,C,2018,10,7,2018-10-07,2018-10-07,64,home
4973.0,A00000067,165960,24,6915,A,2016,5,2,2016-05-02,2016-05-02,1,home
5316.0,A00001801,165960,36,4610,A,2013,7,11,2013-07-11,2013-07-11,64,home
7055.0,A00010079,167100,60,2785,C,2014,4,6,2014-04-06,2014-04-06,1,home
5956.0,A00004725,168264,36,4674,C,2017,11,4,2017-11-04,2017-11-04,1,home
7241.0,A00011021,168984,24,7041,B,2015,3,4,2015-03-04,2015-03-04,1,home
5390.0,A00002167,170256,24,7094,A,2014,10,30,2014-10-30,2014-10-30,59,home
6552.0,A00007632,170448,48,3551,C,2018,1,8,2018-01-08,2018-01-08,1,home
6755.0,A00008713,170700,60,2845,C,2018,7,24,2018-07-24,2018-07-24,1,home
6078.0,A00005283,170832,48,3559,C,2018,9,9,2018-09-09,2018-09-09,1,home
6841.0,A00009104,172080,48,3585,A,2014,8,7,2014-08-07,2014-08-07,1,home
5304.0,A00001718,172272,24,7178,C,2018,8,20,2018-08-20,2018-08-20,64,home
6734.0,A00008547,173016,36,4806,C,2016,5,30,2016-05-30,2016-05-30,1,home
6066.0,A00005228,173808,24,7242,A,2014,7,11,2014-07-11,2014-07-11,1,home
6732.0,A00008533,174048,48,3626,C,2016,9,19,2016-09-19,2016-09-19,1,home
6111.0,A00005428,174744,24,7281,B,2013,9,24,2013-09-24,2013-09-24,1,home
6112.0,A00005442,174744,24,7281,B,2014,6,17,2014-06-17,2014-06-17,1,home
5698.0,A00003556,174840,60,2914,C,2018,9,22,2018-09-22,2018-09-22,1,home
5699.0,A00003562,174960,24,7290,C,2018,5,24,2018-05-24,2018-05-24,1,home
6961.0,A00009645,176148,36,4893,C,2016,6,6,2016-06-06,2016-06-06,1,home
5360.0,A00002035,176328,36,4898,C,2018,1,25,2018-01-25,2018-01-25,59,home
6147.0,A00005602,177504,48,3698,C,2017,12,28,2017-12-28,2017-12-28,1,home
5624.0,A00003166,177744,48,3703,D,2015,1,3,2015-01-03,2015-01-03,18,home
6196.0,A00005837,177804,36,4939,C,2017,9,14,2017-09-14,2017-09-14,1,home
5140.0,A00000873,178500,60,2975,C,2018,2,24,2018-02-24,2018-02-24,64,home
6011.0,A00004981,179328,48,3736,C,2016,11,28,2016-11-28,2016-11-28,1,home
6302.0,A00006397,181020,60,3017,C,2016,9,16,2016-09-16,2016-09-16,1,home
5409.0,A00002218,182040,60,3034,C,2015,11,18,2015-11-18,2015-11-18,59,home
7262.0,A00011135,182628,36,5073,A,2014,3,1,2014-03-01,2014-03-01,1,home
5209.0,A00001250,182640,48,3805,C,2016,11,25,2016-11-25,2016-11-25,64,home
6207.0,A00005912,184620,60,3077,C,2018,6,23,2018-06-23,2018-06-23,1,home
5226.0,A00001318,185544,36,5154,C,2018,10,11,2018-10-11,2018-10-11,64,home
6746.0,A00008639,185640,60,3094,C,2018,6,6,2018-06-06,2018-06-06,1,home
5414.0,A00002228,185952,48,3874,C,2015,3,29,2015-03-29,2015-03-29,59,home
6793.0,A00008931,186300,60,3105,C,2017,1,30,2017-01-30,2017-01-30,1,home
6810.0,A00009006,186384,48,3883,C,2016,6,8,2016-06-08,2016-06-08,1,home
5136.0,A00000846,187104,24,7796,A,2016,7,28,2016-07-28,2016-07-28,64,home
5045.0,A00000347,187224,24,7801,B,2015,5,1,2015-05-01,2015-05-01,70,home
5158.0,A00001004,188532,36,5237,C,2018,4,11,2018-04-11,2018-04-11,64,home
6908.0,A00009353,188616,24,7859,C,2017,6,8,2017-06-08,2017-06-08,1,home
6933.0,A00009493,188688,48,3931,C,2015,9,9,2015-09-09,2015-09-09,1,home
5151.0,A00000960,189060,60,3151,C,2015,5,24,2015-05-24,2015-05-24,64,home
6836.0,A00009093,189300,60,3155,C,2014,8,3,2014-08-03,2014-08-03,1,home
6594.0,A00007824,189696,24,7904,B,2014,9,28,2014-09-28,2014-09-28,1,home
6589.0,A00007815,189696,24,7904,A,2016,1,1,2016-01-01,2016-01-01,1,home
5293.0,A00001656,189792,48,3954,C,2018,10,29,2018-10-29,2018-10-29,64,home
5270.0,A00001528,191088,48,3981,C,2017,7,21,2017-07-21,2017-07-21,64,home
6872.0,A00009227,191580,60,3193,C,2018,4,29,2018-04-29,2018-04-29,1,home
6545.0,A00007606,191880,60,3198,C,2015,12,12,2015-12-12,2015-12-12,1,home
5176.0,A00001106,192552,24,8023,B,2014,11,12,2014-11-12,2014-11-12,64,home
5887.0,A00004448,192744,36,5354,A,2014,10,3,2014-10-03,2014-10-03,1,home
5886.0,A00004447,192744,36,5354,C,2016,10,31,2016-10-31,2016-10-31,1,home
6072.0,A00005256,193968,36,5388,A,2014,5,10,2014-05-10,2014-05-10,1,home
6442.0,A00007082,194160,48,4045,C,2018,2,8,2018-02-08,2018-02-08,1,home
5281.0,A00001580,194256,24,8094,C,2017,11,27,2017-11-27,2017-11-27,64,home
7129.0,A00010404,194280,60,3238,C,2018,3,1,2018-03-01,2018-03-01,1,home
6403.0,A00006924,194880,48,4060,C,2015,12,5,2015-12-05,2015-12-05,1,home
7036.0,A00010019,194940,36,5415,C,2016,9,25,2016-09-25,2016-09-25,1,home
6580.0,A00007769,196080,48,4085,A,2014,5,22,2014-05-22,2014-05-22,1,home
7171.0,A00010650,196224,48,4088,C,2018,2,24,2018-02-24,2018-02-24,1,home
5072.0,A00000472,196800,24,8200,D,2017,4,28,2017-04-28,2017-04-28,64,home
7226.0,A00010940,197748,36,5493,A,2014,2,23,2014-02-23,2014-02-23,1,home
7181.0,A00010679,197808,24,8242,C,2017,10,2,2017-10-02,2017-10-02,1,home
7166.0,A00010630,198240,24,8260,A,2015,6,24,2015-06-24,2015-06-24,1,home
5450.0,A00002345,199680,60,3328,C,2014,12,11,2014-12-11,2014-12-11,59,home
5470.0,A00002456,200976,48,4187,C,2016,4,15,2016-04-15,2016-04-15,59,home
5312.0,A00001772,202788,36,5633,C,2016,3,13,2016-03-13,2016-03-13,64,home
6097.0,A00005362,202848,48,4226,C,2017,8,21,2017-08-21,2017-08-21,1,home
6468.0,A00007176,203940,60,3399,C,2017,11,30,2017-11-30,2017-11-30,1,home
5160.0,A00001011,204000,60,3400,C,2015,12,18,2015-12-18,2015-12-18,64,home
5963.0,A00004746,204780,60,3413,C,2017,9,7,2017-09-07,2017-09-07,1,home
5351.0,A00001978,205200,36,5700,A,2014,12,4,2014-12-04,2014-12-04,59,home
5674.0,A00003418,207264,48,4318,C,2017,6,10,2017-06-10,2017-06-10,1,home
5126.0,A00000790,208128,48,4336,B,2014,7,24,2014-07-24,2014-07-24,64,home
6647.0,A00008051,208320,48,4340,A,2014,6,1,2014-06-01,2014-06-01,1,home
7168.0,A00010645,208332,36,5787,C,2018,7,5,2018-07-05,2018-07-05,1,home
5334.0,A00001876,209040,24,8710,C,2018,9,10,2018-09-10,2018-09-10,64,home
6120.0,A00005481,209184,48,4358,A,2014,9,11,2014-09-11,2014-09-11,1,home
5086.0,A00000525,210384,48,4383,C,2017,7,16,2017-07-16,2017-07-16,64,home
7035.0,A00010005,210744,36,5854,C,2018,7,29,2018-07-29,2018-07-29,1,home
6336.0,A00006555,212400,36,5900,A,2014,3,31,2014-03-31,2014-03-31,1,home
5823.0,A00004144,212976,36,5916,C,2018,6,21,2018-06-21,2018-06-21,1,home
5989.0,A00004852,213300,36,5925,C,2016,3,4,2016-03-04,2016-03-04,1,home
7255.0,A00011096,213300,60,3555,C,2017,6,9,2017-06-09,2017-06-09,1,home
5369.0,A00002080,214596,36,5961,C,2017,9,12,2017-09-12,2017-09-12,59,home
6861.0,A00009179,215040,60,3584,C,2018,2,28,2018-02-28,2018-02-28,1,home
7066.0,A00010131,215388,36,5983,B,2014,5,2,2014-05-02,2014-05-02,1,home
5128.0,A00000808,215616,48,4492,D,2016,4,11,2016-04-11,2016-04-11,64,home
7243.0,A00011042,217152,36,6032,A,2015,12,4,2015-12-04,2015-12-04,1,home
7037.0,A00010022,218064,48,4543,C,2018,1,3,2018-01-03,2018-01-03,1,home
5973.0,A00004784,219456,48,4572,C,2017,11,24,2017-11-24,2017-11-24,1,home
6660.0,A00008094,220428,36,6123,C,2017,5,9,2017-05-09,2017-05-09,1,home
6568.0,A00007713,220440,60,3674,C,2018,2,25,2018-02-25,2018-02-25,1,home
6715.0,A00008411,220620,60,3677,C,2016,5,6,2016-05-06,2016-05-06,1,home
5876.0,A00004413,221280,48,4610,C,2015,2,8,2015-02-08,2015-02-08,1,home
6142.0,A00005591,221880,60,3698,C,2017,1,21,2017-01-21,2017-01-21,1,home
5625.0,A00003189,222180,60,3703,D,2016,12,15,2016-12-15,2016-12-15,59,home
6686.0,A00008260,224604,36,6239,A,2014,8,25,2014-08-25,2014-08-25,1,home
6151.0,A00005628,225420,60,3757,C,2015,4,25,2015-04-25,2015-04-25,1,home
6932.0,A00009491,225504,48,4698,C,2018,6,25,2018-06-25,2018-06-25,1,home
6808.0,A00008982,227880,36,6330,A,2014,10,12,2014-10-12,2014-10-12,1,home
6940.0,A00009510,228276,36,6341,C,2016,11,22,2016-11-22,2016-11-22,1,home
6738.0,A00008566,230220,36,6395,B,2014,9,29,2014-09-29,2014-09-29,1,home
5428.0,A00002262,230220,36,6395,C,2018,12,2,2018-12-02,2018-12-02,59,home
5051.0,A00000378,230400,60,3840,C,2017,10,11,2017-10-11,2017-10-11,70,home
5520.0,A00002699,231168,48,4816,C,2018,8,30,2018-08-30,2018-08-30,1,home
7057.0,A00010093,231696,36,6436,A,2015,10,20,2015-10-20,2015-10-20,1,home
6178.0,A00005742,232560,48,4845,C,2015,12,16,2015-12-16,2015-12-16,1,home
6173.0,A00005724,232560,48,4845,C,2017,1,8,2017-01-08,2017-01-08,1,home
7049.0,A00010063,233424,36,6484,C,2017,6,24,2017-06-24,2017-06-24,1,home
6450.0,A00007099,234336,48,4882,C,2018,6,10,2018-06-10,2018-06-10,1,home
6675.0,A00008158,238716,36,6631,C,2017,11,1,2017-11-01,2017-11-01,1,home
7088.0,A00010233,239160,60,3986,C,2017,5,3,2017-05-03,2017-05-03,1,home
5319.0,A00001811,239460,60,3991,C,2014,6,23,2014-06-23,2014-06-23,64,home
6083.0,A00005305,240528,48,5011,C,2018,3,31,2018-03-31,2018-03-31,1,home
6748.0,A00008645,240900,60,4015,C,2018,12,8,2018-12-08,2018-12-08,1,home
6955.0,A00009627,244368,48,5091,C,2015,11,22,2015-11-22,2015-11-22,1,home
5837.0,A00004260,244560,60,4076,C,2014,6,29,2014-06-29,2014-06-29,1,home
6698.0,A00008327,247728,48,5161,C,2016,3,10,2016-03-10,2016-03-10,1,home
6255.0,A00006158,247920,48,5165,D,2017,2,8,2017-02-08,2017-02-08,1,home
6254.0,A00006157,247920,48,5165,C,2017,12,28,2017-12-28,2017-12-28,1,home
5310.0,A00001762,248148,36,6893,A,2015,4,28,2015-04-28,2015-04-28,64,home
5350.0,A00001967,249312,48,5194,C,2016,4,21,2016-04-21,2016-04-21,59,home
7164.0,A00010613,249792,48,5204,C,2018,8,15,2018-08-15,2018-08-15,1,home
5060.0,A00000426,252060,60,4201,D,2014,7,19,2014-07-19,2014-07-19,70,home
5170.0,A00001071,253200,60,4220,C,2014,1,20,2014-01-20,2014-01-20,64,home
5169.0,A00001068,253200,60,4220,C,2018,9,24,2018-09-24,2018-09-24,64,home
5606.0,A00003084,253512,36,7042,D,2016,8,28,2016-08-28,2016-08-28,18,home
5614.0,A00003137,253560,60,4226,C,2018,9,21,2018-09-21,2018-09-21,18,home
6012.0,A00004994,258444,36,7179,C,2016,8,3,2016-08-03,2016-08-03,1,home
7104.0,A00010320,259740,60,4329,A,2013,12,13,2013-12-13,2013-12-13,1,home
7176.0,A00010663,260028,36,7223,A,2015,10,28,2015-10-28,2015-10-28,1,home
6655.0,A00008085,260400,60,4340,D,2017,10,17,2017-10-17,2017-10-17,1,home
7122.0,A00010365,260640,36,7240,D,2017,1,4,2017-01-04,2017-01-04,1,home
5082.0,A00000501,262980,60,4383,C,2016,10,24,2016-10-24,2016-10-24,64,home
6725.0,A00008489,265320,36,7370,A,2015,6,23,2015-06-23,2015-06-23,1,home
4988.0,A00000103,265320,36,7370,D,2017,12,6,2017-12-06,2017-12-06,1,home
6712.0,A00008405,266220,60,4437,C,2015,10,14,2015-10-14,2015-10-14,1,home
7147.0,A00010478,267600,48,5575,C,2018,1,2,2018-01-02,2018-01-02,1,home
5556.0,A00002872,268320,60,4472,C,2017,5,19,2017-05-19,2017-05-19,25,home
7167.0,A00010644,269964,36,7499,C,2018,6,18,2018-06-18,2018-06-18,1,home
6296.0,A00006358,270384,48,5633,C,2016,8,6,2016-08-06,2016-08-06,1,home
6244.0,A00006118,270648,36,7518,B,2015,1,8,2015-01-08,2015-01-08,1,home
5365.0,A00002055,271260,60,4521,C,2018,7,19,2018-07-19,2018-07-19,59,home
5719.0,A00003664,271584,48,5658,C,2017,9,20,2017-09-20,2017-09-20,1,home
6851.0,A00009138,272220,60,4537,D,2017,6,3,2017-06-03,2017-06-03,1,home
6859.0,A00009167,272220,60,4537,C,2018,3,7,2018-03-07,2018-03-07,1,home
5568.0,A00002933,272520,60,4542,C,2014,5,17,2014-05-17,2014-05-17,18,home
7240.0,A00011013,274740,60,4579,A,2013,9,6,2013-09-06,2013-09-06,1,home
5644.0,A00003293,276084,36,7669,C,2018,11,27,2018-11-27,2018-11-27,59,home
6073.0,A00005263,276300,60,4605,C,2016,11,12,2016-11-12,2016-11-12,1,home
6232.0,A00006051,276660,36,7685,B,2014,7,8,2014-07-08,2014-07-08,1,home
5593.0,A00003037,277884,36,7719,D,2016,4,18,2016-04-18,2016-04-18,18,home
6962.0,A00009646,279072,48,5814,C,2018,4,2,2018-04-02,2018-04-02,1,home
7295.0,A00011328,280440,60,4674,C,2018,7,18,2018-07-18,2018-07-18,1,home
5148.0,A00000940,284280,60,4738,C,2016,5,29,2016-05-29,2016-05-29,64,home
6877.0,A00009241,285240,60,4754,C,2017,6,19,2017-06-19,2017-06-19,1,home
6153.0,A00005632,285600,60,4760,C,2015,7,25,2015-07-25,2015-07-25,1,home
6736.0,A00008558,288360,60,4806,C,2014,6,14,2014-06-14,2014-06-14,1,home
6526.0,A00007523,288468,36,8013,A,2015,1,3,2015-01-03,2015-01-03,1,home
6435.0,A00007045,288720,48,6015,C,2017,6,16,2017-06-16,2017-06-16,1,home
6007.0,A00004949,289920,48,6040,C,2017,8,30,2017-08-30,2017-08-30,1,home
6175.0,A00005735,290700,60,4845,D,2016,2,21,2016-02-21,2016-02-21,1,home
5354.0,A00002000,290820,60,4847,C,2018,7,14,2018-07-14,2018-07-14,59,home
5469.0,A00002445,293160,60,4886,C,2017,12,26,2017-12-26,2017-12-26,59,home
5363.0,A00002051,293880,60,4898,D,2017,4,22,2017-04-22,2017-04-22,59,home
6350.0,A00006678,294384,48,6133,C,2017,7,9,2017-07-09,2017-07-09,1,home
5395.0,A00002176,299088,36,8308,B,2014,7,30,2014-07-30,2014-07-30,59,home
5918.0,A00004576,300204,36,8339,A,2014,6,4,2014-06-04,2014-06-04,1,home
7001.0,A00009859,300600,60,5010,C,2017,8,10,2017-08-10,2017-08-10,1,home
6087.0,A00005313,300660,60,5011,C,2014,2,27,2014-02-27,2014-02-27,1,home
7085.0,A00010202,305424,48,6363,C,2017,6,19,2017-06-19,2017-06-19,1,home
5758.0,A00003859,307200,60,5120,D,2017,5,2,2017-05-02,2017-05-02,1,home
5145.0,A00000915,309552,48,6449,C,2015,9,16,2015-09-16,2015-09-16,64,home
