date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed,complaint_id,client_id
2013-11-30,Credit card,,APR or interest rate,,,Older American,,Postal mail,2013-12-04,Closed with non-monetary relief,Yes,No,CR0616680,10041.0
2013-11-27,Credit card,,APR or interest rate,,,Older American,,Postal mail,2013-11-29,Closed with explanation,Yes,No,CR0615712,3647.0
2013-11-26,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2013-11-26,Closed with explanation,Yes,No,CR0614026,940.0
2013-11-25,Credit card,,Credit determination,,,,,Postal mail,2013-11-25,Closed with non-monetary relief,Yes,Yes,CR0612248,2836.0
2013-11-22,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Postal mail,2013-11-25,Closed with explanation,Yes,No,CR0609883,1427.0
2013-11-20,Credit card,,Other fee,,,,,Postal mail,2013-11-21,Closed with explanation,Yes,No,CR0604913,3306.0
2013-11-19,Credit card,,Credit determination,,,,,Postal mail,2013-11-21,Closed with non-monetary relief,Yes,Yes,CR0603447,4195.0
2013-11-19,Credit card,,Credit determination,,,,,Postal mail,2013-11-20,Closed with explanation,Yes,No,CR0603993,4715.0
2013-11-18,Credit card,,Billing disputes,,,,,Postal mail,2013-11-19,Closed with explanation,Yes,No,CR0600810,13285.0
2013-11-18,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2013-11-19,Closed with monetary relief,Yes,No,CR0601235,6040.0
2013-11-15,Bank account or service,Savings account,"Account opening, closing, or management",,,,,Postal mail,2013-11-18,Closed with explanation,Yes,No,CR0600216,113.0
2013-11-14,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Postal mail,2013-11-19,Closed with explanation,Yes,Yes,CR0598758,963.0
2013-11-12,Bank account or service,Savings account,"Account opening, closing, or management",,,,,Postal mail,2013-11-13,Closed with explanation,Yes,No,CR0594815,2148.0
2013-11-08,Credit card,,Other,,,,,Postal mail,2013-12-02,Closed with explanation,Yes,No,CR0592177,3121.0
2013-11-08,Credit card,,Closing/Cancelling account,,,,,Postal mail,2013-11-12,Closed with explanation,Yes,No,CR0591975,2873.0
2013-11-07,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Postal mail,2013-11-08,Closed with explanation,Yes,Yes,CR0589151,3877.0
2013-11-05,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2013-11-06,Closed with explanation,Yes,Yes,CR0585164,313.0
