input_model,input_column,tags,output_model,output_columns
model.pinterest_source.stg_pinterest_ads__advertiser_history,advertiser_id,"{""Integration"":""used as the key to join with the campaigns table"",""Direct"":""directly copied to the output""}",model.pinterest.pinterest_ads__ad_group_report,"{""advertiser_id"":""directly copied""}"
model.pinterest_source.stg_pinterest_ads__advertiser_history,advertiser_name,"{""Direct"":""directly copied to the output""}",model.pinterest.pinterest_ads__ad_group_report,"{""advertiser_name"":""directly copied""}"
model.pinterest_source.stg_pinterest_ads__advertiser_history,is_most_recent_record,"{""Filtering"":""This column is used to filter the records in the advertisers CTE to only include the most recent version of each advertiser record.""}",model.pinterest.pinterest_ads__ad_group_report,
model.pinterest_source.stg_pinterest_ads__campaign_history,source_relation,"{""Integration"":""used as part of the join condition with other tables"",""Direct"":""directly selected in the output""}",model.pinterest.pinterest_ads__ad_group_report,"{""source_relation"":""directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__campaign_history,campaign_id,"{""Integration"":""used as the key to join with ad_groups table"",""Direct"":""directly selected in the output""}",model.pinterest.pinterest_ads__ad_group_report,"{""campaign_id"":""directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__campaign_history,advertiser_id,"{""Integration"":""used as the key to join with advertisers table""}",model.pinterest.pinterest_ads__ad_group_report,
model.pinterest_source.stg_pinterest_ads__campaign_history,campaign_name,"{""Direct"":""directly selected in the output""}",model.pinterest.pinterest_ads__ad_group_report,"{""campaign_name"":""directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__campaign_history,campaign_status,"{""Direct"":""directly selected in the output""}",model.pinterest.pinterest_ads__ad_group_report,"{""campaign_status"":""directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__campaign_history,is_most_recent_record,"{""Filtering"":""This column is used to filter for the most recent records in the campaigns CTE""}",model.pinterest.pinterest_ads__ad_group_report,
model.pinterest_source.stg_pinterest_ads__advertiser_history,source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as part of the key to join with the report table"",""Aggregation"":""Included in the GROUP BY clause""}",model.pinterest.pinterest_ads__advertiser_report,"{""source_relation"":""Directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__advertiser_history,advertiser_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as the key to join with the report table"",""Aggregation"":""Included in the GROUP BY clause""}",model.pinterest.pinterest_ads__advertiser_report,"{""advertiser_id"":""Directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__advertiser_history,advertiser_name,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Included in the GROUP BY clause""}",model.pinterest.pinterest_ads__advertiser_report,"{""advertiser_name"":""Directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__advertiser_history,country,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Included in the GROUP BY clause""}",model.pinterest.pinterest_ads__advertiser_report,"{""country"":""Directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__advertiser_history,currency_code,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Included in the GROUP BY clause""}",model.pinterest.pinterest_ads__advertiser_report,"{""currency_code"":""Directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__advertiser_history,is_most_recent_record,"{""Filtering"":""This column is used to filter the advertiser history records to only include the most recent ones (WHERE is_most_recent_record = TRUE)""}",model.pinterest.pinterest_ads__advertiser_report,
model.pinterest_source.stg_pinterest_ads__advertiser_report,source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as part of the join condition with the advertisers table"",""Aggregation"":""Used in the GROUP BY clause""}",model.pinterest.pinterest_ads__advertiser_report,"{""source_relation"":""Directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__advertiser_report,date_day,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Used in the GROUP BY clause""}",model.pinterest.pinterest_ads__advertiser_report,"{""date_day"":""Directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__advertiser_report,advertiser_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as the key to join with the advertisers table"",""Aggregation"":""Used in the GROUP BY clause""}",model.pinterest.pinterest_ads__advertiser_report,"{""advertiser_id"":""Directly copied to the output""}"
model.pinterest_source.stg_pinterest_ads__advertiser_report,impressions,"{""Aggregation"":""The column is summed up in the SELECT clause""}",model.pinterest.pinterest_ads__advertiser_report,"{""impressions"":""Aggregated sum of impressions""}"
model.pinterest_source.stg_pinterest_ads__advertiser_report,clicks,"{""Aggregation"":""The column is summed up in the SELECT clause""}",model.pinterest.pinterest_ads__advertiser_report,"{""clicks"":""Aggregated sum of clicks""}"
model.pinterest_source.stg_pinterest_ads__advertiser_report,spend,"{""Aggregation"":""The column is summed up in the SELECT clause""}",model.pinterest.pinterest_ads__advertiser_report,"{""spend"":""Aggregated sum of spend""}"
